Food Name,Sugar,Fat,Sodium,class_name,subclass_name,nova,octagons
BAILI BREAD CRUMBS,4.6g,4.6g,0.472g,BREADS,BROWN BREAD,Processed foods,1
Yinlu Barley And Red Bean Mixed Congee,3.2g,1.3g,,BREAKFAST CEREALS,OATMEAL/PORRIDGE,Ultra-processed foods,0
Master Kang Jasmine Tea,4.2g,0g,0g,TEA,GREEN TEA,Unprocessed/Minimally processed foods,0
Haday Soybean Sauce,11.9g,,,TABLE SAUCES,SOY SAUCE,Processed foods,1
Dong Po Sesame Oil,0g,100g,0g,COOKING OIL,COCONUT OIL,Processed Culinary Ingredients,1
Sharwood Sweet Sour Less Sug,,,,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,0
Mother S Recipe Tandoori Paste,,,,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,0
Sharwood Tik Mas Less Fat,,,,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,0
Amigos Suvadana Mouth Freshener,62g,5g,0.002g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Shan White Urad Dal,2.2g,1.4g,0.17g,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Sharwood Hoisin Marinade Sauce,,,,COOKING SAUCES,HOISIN SAUCE,Ultra-processed foods,0
Top Food Indian Chat Masala,1g,,0.6g,HERBS AND SPICES,SPICES - CHAT MASALA,Unprocessed/Minimally processed foods,1
Sharwood Hot Madras Sauce,,,,COOKING SAUCES,CHILLI/HOT SAUCE,Ultra-processed foods,0
Chandan Natkhat Imli,70.6g,6g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Shan Breakfast Nihari Mix,,1g,1.33g,SOUP FLAVOUR CUBES & MIXES,SOUP FLAVOUR MIXES,Ultra-processed foods,1
Chandan Natkhat Imli Pouch,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Amigos Premium Suvadana Mouth Freshener,62g,5g,0.0694g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Shan Split White Urad Dal,2.2g,1.4g,0.17g,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,0
Top Food Fajita Seasoning,27g,3.4g,,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,1
Shan Chicken Ginger Seasoning Mix,,1g,0.91g,HERBS AND SPICES,SPICES - GINGER,Unprocessed/Minimally processed foods,1
Ma Cuisine Tomato Chutney,27g,0.1g,0.52g,TABLE SAUCES,CHUTNEY,Ultra-processed foods,2
Ma Cuisine Mango Chutney,2.4g,1.2g,,TABLE SAUCES,CHUTNEY,Ultra-processed foods,0
Sharwood Green Label Mango Chutney,,,,TABLE SAUCES,CHUTNEY,Ultra-processed foods,0
Sharwood Green Label Spread Mango Chutney,,,,JAM/OTHER SPREADS,CHUTNEY,Ultra-processed foods,0
Sharwood Mild Curry Powder,,,,HERBS AND SPICES,SPICES - CURRY POWDER,Processed Culinary Ingredients,0
Chandan Pan Delight Pouch,,,,CANDY AND CONFECTIONERY,MUKHWAS/MOUTH FRESHENER,Ultra-processed foods,0
Chandan Pan Delight,70.6g,6g,,CANDY AND CONFECTIONERY,MUKHWAS/MOUTH FRESHENER,Ultra-processed foods,1
Haldiram s Soan Papdi,10g,5g,0.002g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Chandan Mix,,,,CANDY AND CONFECTIONERY,MUKHWAS/MOUTH FRESHENER,Ultra-processed foods,0
Pataks Batli Curry Sauce,4g,3g,,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,0
Chandan Fresh Mint,,,,HERBS AND SPICES,HERBS - MINT,Unprocessed/Minimally processed foods,0
Sharwood Medium Curry Powder,,,,HERBS AND SPICES,SPICES - CURRY POWDER,Processed Culinary Ingredients,0
Chandan Peruvati,,,,CANDY AND CONFECTIONERY,MUKHWAS/MOUTH FRESHENER,Ultra-processed foods,0
Sharwood Korma Less Fat,,,,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,0
Chandan Kachi Kairi,70.6g,6g,,CANDY AND CONFECTIONERY,MUKHWAS/MOUTH FRESHENER,Ultra-processed foods,1
Chandan Fresh Mint Rose,,,,HERBS AND SPICES,HERBS - MINT,Unprocessed/Minimally processed foods,0
Pataks Pickle Mango Mixed,,,,TABLE SAUCES,PICKLE,Ultra-processed foods,0
Pataks Vindaloo Curry Sauce,3.7g,3.4g,0.282g,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,1
Chandan Cocktail Thunder,,,,CANDY AND CONFECTIONERY,MUKHWAS/MOUTH FRESHENER,Ultra-processed foods,0
Haldiram s Orange Soan Papadi,46.06g,23.06g,0.008g,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,2
Chandan Jamunvati,,,,CANDY AND CONFECTIONERY,MUKHWAS/MOUTH FRESHENER,Ultra-processed foods,0
Chandan Abajpati Goli,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Chandan Kachi Kairi Pouch,,,,CANDY AND CONFECTIONERY,MUKHWAS/MOUTH FRESHENER,Ultra-processed foods,0
Pataks Jalfrezi Curry Sauce,4.9g,2.9g,,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,1
Real Thai Red Curry Paste,1g,0.5g,0.69g,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,1
Sandee Japanese Sushi Rice,,,,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Thai Dancer Green Curry Paste,,,,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,0
Desiam Chilli Pineapple Thai Dipping Sauce,41.4g,0.4g,,TABLE SAUCES,DIPPING SAUCE,Ultra-processed foods,1
Thai Dancer Rice Stick 3Mm,,,,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Miyata Wasabi Paste,,,,HERBS AND SPICES,SPICES - CHILLIES,Processed foods,0
Thai Dancer Tom Kha Curry Paste,,,,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,0
Thai Yearra Coconut Milk Powder,,,,MILK POWDER,COCONUT POWDER,Processed foods,0
Jims Coffee Thai Cappuccino 8Oz,,,,COFFEE,COFFEE - SWEETENED WITH MILK,Ultra-processed foods,0
Sandee Thai Hommali Rice,,,,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Prung Coco N Dairy Milk Powder,,,,MILK POWDER,WHOLE MILK POWDER,Processed foods,0
Sandee Jasmine Rice,,,,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,0
Suree Rice Stick 3mm,,0.1g,0.01g,PASTAS,OTHER PASTA SHAPES,Processed foods,0
Jims Coffee Thai Caramel 8Oz,,,,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Processed foods,0
Jims Coffee Thai Mocha 8Oz,,,,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Processed foods,0
THAI ERAWAN GLUTINUS RICE FLOUR,,,,CEREAL GRAINS,BROWN RICE,Unprocessed/Minimally processed foods,0
Jims Coffee Thai Arabica 8Oz,,,,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,0
Jims Coffee Thai Hazelnut 8Oz,,,,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Processed foods,0
Sandee Pad Thai Rice Noodle,,,,NOODLES,NOODLES,Processed foods,0
Real Thai Rice Stick Noodles,0g,0.5g,0.02g,NOODLES,NOODLES,Processed foods,0
Suree Vermicelli Rice,,0.4g,0.002g,PASTAS,NOODLES,Processed foods,0
Desiam Thai Seasoning Oyster Sauce,28g,0.1g,,COOKING SAUCES,OYSTER SAUCE,Ultra-processed foods,1
Real Thai Rice Stick,0g,0g,0.01g,PASTAS,NOODLES,Processed foods,0
Suree Rice Stick 5mm,,0.1g,0.01g,PASTAS,NOODLES,Processed foods,0
Suree Rice Stick 1mm,,0.1g,0.01g,PASTAS,NOODLES,Processed foods,0
Desi Treat Peri Peri Soya Tikka,11g,1.5g,0.26g,SOYA CHUNKS/MINCE,SOYA CHUNKS,Processed foods,1
Suhana Turmeric Powder,,,,HERBS AND SPICES,SPICES - TURMERIC,Processed Culinary Ingredients,0
Suhana Ready To Cook Paneer Makhan,,,,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,0
Suhana Paya Masala,,,,HERBS AND SPICES,SPICES - GARAM MASALA,Processed foods,0
Suhana Pav Bhaji Masala,,,,HERBS AND SPICES,SPICES - GARAM MASALA,Processed foods,0
Domee Egg Noodles Broad,,,,NOODLES,NOODLES,Processed foods,0
Suhana Aamchur Powder,,,,HERBS AND SPICES,SPICES - AAMCHUR/MANGO POWDER,Unprocessed/Minimally processed foods,0
Suhana Ready To Cook Shahi Biryani,,,,FAST FOODS,PRE-PREPARED RICE,Ultra-processed foods,0
Suhana Rtc Chicken Chilli,,,,PROCESSED POULTRY,PRE-PREPARED CHICKEN,Ultra-processed foods,0
Suhana Rtc Saag Paneer,,,,PROCESSED MEAT,BEEF BRAWN,Processed foods,0
Suhana Ready To Cook Mutter Methi Nong,,,,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,0
Suhana Mild Madras Curry Powder,,,,HERBS AND SPICES,SPICES - CURRY POWDER,Processed foods,0
Suhana Ready To Cook Dum Aloo,,,,SOUP FLAVOUR CUBES & MIXES,SOUP FLAVOUR MIXES,Ultra-processed foods,0
Suhana Rtc Mutter Paneer Nong,,,,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,0
Suhana Extra Hot Chili Powder,,,,HERBS AND SPICES,SPICES - CHILLIES,Processed Culinary Ingredients,0
Suhana Ready To Cook Lamb Curry,,,,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,0
Suhana Paneer Butter Masala,,,,HERBS AND SPICES,SPICES - PANEER MASALA,Unprocessed/Minimally processed foods,0
Suhana Paneer Masala,,,,HERBS AND SPICES,SPICES - PANEER MASALA,Unprocessed/Minimally processed foods,0
Suhana Ready To Cook Manchurian,,,,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,0
Suhana Hot Chili Powder,,,,HERBS AND SPICES,SPICES - CHILLIES,Processed Culinary Ingredients,0
Suhana Chhole Masala,,,,HERBS AND SPICES,SPICES - CHHOLE MASALA,Unprocessed/Minimally processed foods,0
Suhana Malai Kofta,,,,HERBS AND SPICES,SPICES - MALAI KOFTA MIX,Unprocessed/Minimally processed foods,0
Suhana Ready To Cook Mutoon Kolhapuri,,,,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,0
Suhana Ready To Cook Fish Curry,,,,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,0
Suhana Panipuri Masala,,,,HERBS AND SPICES,SPICES - GARAM MASALA,Processed foods,0
Suhana Seekh Kebab Masala,,,,HERBS AND SPICES,SPICES - GARAM MASALA,Processed foods,0
Desi Treat Sarso Da Saag,,,,VEGETABLES,BROCCOLI,Unprocessed/Minimally processed foods,0
Desi Treat Italian Soya Tikka,2g,1.5g,0.26g,SOYA CHUNKS/MINCE,SOYA CHUNKS,Processed foods,0
MARMITE ORIGINAL,,,,JAM/OTHER SPREADS,YEAST EXTRACT SPREAD,Ultra-processed foods,0
Old El Paso Sqzy Chunck Salsa,,,,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,0
Old El Paso Fajita Seasoning Mix,,,,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,0
Marmite Yeast Extract,,0.1g,,BAKING ADDITIVES,BAKING POWDER,Processed Culinary Ingredients,0
Old El Paso Fajita Tomato Pep Mx,,,,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,0
Luna Concentrated Evaporated Milk Karak,10.4g,8.1g,0.00006g,WHOLE MILK,FRESH MILK,Processed foods,2
Old El Paso Squeeze Guacamole,,,,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,0
Coffee Mate Vanila Caramel Sugar Free,,,,BAKING ADDITIVES,FOOD FLAVOUR ADDITIVES,Ultra-processed foods,0
Colmans Mustard Powder Dsf,6.9g,42g,,HERBS AND SPICES,SPICES - MUSTARD,Unprocessed/Minimally processed foods,2
Roland Sundried Tomatoes And Olive Oil,,,,DRIED FRUITS,RAISINS,Unprocessed/Minimally processed foods,0
Coffee Mate Caramel Machiato,,,,COFFEE,COFFEE - SWEETENED WITH MILK,Ultra-processed foods,0
Tropical Sun Allpurpose Seasoning,12g,3.1g,,HERBS AND SPICES,SPICES - ALL PURPOSE SEASONING,Unprocessed/Minimally processed foods,1
Roland White Crab Meat,,,,PROCESSED FISH,CANNED TUNA,Processed foods,0
Coffee Mate Sugarfree Hnut,,,,MILK POWDER,NON-DAIRY COFFEE CREAMER,Ultra-processed foods,0
Coffee Mate Sugar Free Choco,,,,MILK POWDER,NON-DAIRY COFFEE CREAMER,Ultra-processed foods,0
Dr Oetker Madagascar Vaillan Bean Paste,,,,FOOD FLAVOUR ADDITIVES,FOOD FLAVOUR ADDITIVES,Processed Culinary Ingredients,0
Tropical Sun Fish Seasoning,,4.4g,,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,0
Yeo S Sambal Oeleck Sauce,,,,TABLE SAUCES,OTHER CONDIMENT SAUCE,Ultra-processed foods,0
Dr Oetker Chocolatey Strands,90g,2.3g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Tropical Sun S Bbq Seasoning,,,,HERBS AND SPICES,SPICES - MEAT/BBQ RUB,Unprocessed/Minimally processed foods,0
Roland Premium English Mint Jelly,,,,JAM/OTHER SPREADS,JELLY (NON-FRUIT),Ultra-processed foods,0
Robertsons Golden Marmalade,,,,JAM/OTHER SPREADS,MARMALADE,Ultra-processed foods,0
Cypressa In Brine Black Pitted Olives,,,,VEGETABLES,BROCCOLI,Unprocessed/Minimally processed foods,0
Atkins Potts Sea Food Sauce Lemon Dill,3.6g,69g,,TABLE SAUCES,OTHER CONDIMENT SAUCE,Ultra-processed foods,1
Indomie Beef Instant Noodles,,,,NOODLES,NOODLES,Ultra-processed foods,0
Indomie Supa Mojo Instant Noodles,,,,NOODLES,NOODLES,Ultra-processed foods,0
JIN RAMEN MILD NOODLES,3.3g,12.5g,1.57g,NOODLES,NOODLES,Ultra-processed foods,2
Chain Kwo Quick Cooking Noodles,0g,0g,0g,NOODLES,NOODLES,Ultra-processed foods,0
MIYATA Udon Noodles,1.7g,1.1g,,NOODLES,NOODLES,Processed foods,0
Miyata Somen Noodles,0g,1g,0g,NOODLES,NOODLES,Processed foods,0
Kelloggs Noodles Chicken,1g,13g,1.661g,NOODLES,NOODLES,Ultra-processed foods,2
Kelloggs Noodles Beef,,,,NOODLES,NOODLES,Ultra-processed foods,0
Kelloggs Bon Appetit Korean 2X Spicy Chicken Noodles,2.8g,21.7g,0.712g,NOODLES,NOODLES,Ultra-processed foods,2
Kelloggs Jumbo Beef Noodles,0g,15g,1.521g,NOODLES,NOODLES,Ultra-processed foods,2
Kelloggs Noodles Vegetables,1.8g,18g,,NOODLES,NOODLES,Ultra-processed foods,1
Miyata Soba Buck Wheat Noodle,0g,1g,0g,NOODLES,NOODLES,Processed foods,0
Pran Beef Easy Instant Noodles,1.1g,16.9g,,NOODLES,NOODLES,Ultra-processed foods,1
Kelloggs Jumbo Sausage Noodles,1.8g,18g,,NOODLES,NOODLES,Ultra-processed foods,1
Pran Easy Chicken Instant Noodles,2g,17.2g,,NOODLES,NOODLES,Ultra-processed foods,1
Kelloggs Noodles Oriental Sausage,2.3g,18g,,NOODLES,NOODLES,Ultra-processed foods,1
Kelloggs Jumbo Vegetable Noodles,,12g,,NOODLES,NOODLES,Ultra-processed foods,1
Ayam Thai Yellow Curry Sauce,,,,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,0
Festive Tortilla Wraps,3.2g,6.6g,,BREADS,BROWN BREAD,Processed foods,0
"Festive Tortilla Wrap 8""""",3.2g,6.6g,,BREADS,BROWN BREAD,Processed foods,0
Old El Paso Crunchy Taco Shells,,,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,0
Gran Luchito Tomatillo Salsa,,,,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,0
Brad S Pinto Beans No Salt,,,,"PULSES - PEAS, LENTILS, BEANS",PINTO BEANS,Unprocessed/Minimally processed foods,0
Carrefour Exotique Salsa Sauce,,,,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,0
Gran Luchito Chipotle Salsa,,,,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,0
Brad S Pinto Beans,,,,"PULSES - PEAS, LENTILS, BEANS",PINTO BEANS,Unprocessed/Minimally processed foods,0
Brad S Cannellini Beans,,,,"PULSES - PEAS, LENTILS, BEANS",CANNELLINI BEANS,Unprocessed/Minimally processed foods,0
Brad S Kidney Beans,,,,"PULSES - PEAS, LENTILS, BEANS",KIDNEY BEANS,Unprocessed/Minimally processed foods,0
Brad S Garbanzo Beans No Salt,,,,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Processed foods,0
Brad S Hearts Palm Spears,,,,VEGETABLES,BROCCOLI,Unprocessed/Minimally processed foods,0
Brad S Salad Beans,,,,"PULSES - PEAS, LENTILS, BEANS",CANNED BEANS (READY),Processed foods,0
Gran Luchito Mango Habaner Salsa,,,,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,0
Brad S Chili Beans,,,,"PULSES - PEAS, LENTILS, BEANS",CANNED BEANS (READY),Processed foods,0
Roland Hearts Of Palm,,,,VEGETABLES,BROCCOLI,Unprocessed/Minimally processed foods,0
Brad S Hearts Palm Slices Cans,,,,VEGETABLES,BROCCOLI,Unprocessed/Minimally processed foods,0
Brad S Cannellini Beans No Salt,,,,"PULSES - PEAS, LENTILS, BEANS",CANNELLINI BEANS,Unprocessed/Minimally processed foods,0
Swizzles Giant Parma Violets,94.5g,3.4g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
ROSE CANDY CRUSHER,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Kandy Kandy Mixed Fruit Dummy,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Rose Ice Cream Twist And Dip Lollipop,88g,0g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Candy Castle Crew Rose Unicorn Twist N Dip Strawberry Lollipop,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Bazooka Xtreme Juicy Drop Candy,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Juicy Drop Pop Raspberry Cola,,,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,0
Rose Nutcracker Classic Candy Canes,93g,0g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
CRAZY C F MINI GUM BALL MACHINE,,,,CANDY AND CONFECTIONERY,CHEWING GUMS,Ultra-processed foods,0
Bip 3D Dino And Friend Strawberry Lollipop,68.5g,0g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Crazy Candy Factory Unicorn Light Pop Lollipop,88g,0g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Crazy Candy Factory Machine Mini Jelly Bean,65g,0g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
Crazy Candy Factory Submarine Dip And Lick Candy,80g,0g,,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,1
NESTLE CINNAMON BREAKFAST BAR,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Sante Crunchy Banana And Chocolate Coating Muesli Bar,28g,14g,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,2
Sante Crunchy Nuts And Almonds Muesli Bar,18g,24g,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,2
Nestle Nesquick Cereal Bars,,,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,0
Carrefour Apricot Cereal Bar,24g,5.8g,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,1
Sante Crunchy Nut And Almond With Chocolate Muesli Bar,5.1g,,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,1
Sante Crunchy Cranberry And Raspberry With Vanilla Coating Muesli Bar,2.6g,,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,0
Sante Crunchy Plum And Vanilla Coating Muesli Bar,34g,13g,,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,2
Kellogg s Cereal Milk Rice Krispies,,,,BREAKFAST CEREALS,RICE FLAKE CEREALS,Ultra-processed foods,0
Jimcy Roasted Pistachios,7.64g,44.44g,0.001g,SALTED/SUGARED NUTS,SALTED CASHEW NUTS,Unprocessed/Minimally processed foods,2
Naturalli Pistachios Roasted Salted,8g,46g,0.405g,SALTED/SUGARED NUTS,SALTED CASHEW NUTS,Processed foods,3
Zesta Strawberry Jam,,0.1g,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,0
Carrefour Strawberry Jam Sugar Free,,,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,0
HELIOS SUGARED STRAWBERRY PRESE,42.7g,0g,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
Natures Tastes Strawberry Jam,72.12g,0.08g,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
St Dalfour France Strawberry Jam,48g,0.5g,0.011g,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
Carrefour Strawberry Jam,,,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,0
Ma Cuisine Just Strawberry Jam,59g,0g,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
Kaputei Strawberry Jam,62.4g,0g,0.015g,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
Vitrac Strawberry Jam,9g,0g,0g,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
Kenylon Strawberry Jam,59g,,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
KOL Strawberry Jam,58g,,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
Carrefour Sour Cherry Jam,50.7g,0.1g,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
Peptang Strawberry Jam,72g,,,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
HERO STRAWBERRY JAM,48g,0.2g,0.007g,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,1
Pran Bisk Club Glucose Biscuit,24.8g,12.9g,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Britannia Good Day Choco Chip Cookies,30g,21g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Britannia Cashew Biscuits,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
NuVita Sponge Cake Chocolate,6.64g,30g,,CAKES,CAKES,Ultra-processed foods,2
NuVita Chocolate Coated With Vanilla Cream Sponge Cake,29g,15g,,CAKES,CAKES,Ultra-processed foods,2
Nestle Cerevita Honey Breakfast Cereals Flakes,,7g,0.098g,BREAKFAST CEREALS,BREAKFAST CEREAL FLAKES,Ultra-processed foods,0
Pran Bisk Club Orange Cream Biscuits,33g,18g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Pran Bisk Club Strawberry Cream Biscuits,8g,4g,0.061g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Pran Bisk Club Coconut Biscuit,31g,21.2g,0.353g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,3
Lu Prince Chocolate Biscuit,34.4g,25.6g,0.136g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,2
Biscolata Mood Chocolate Cream Filled Cookies,36.5g,29.2g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Britannia Bourbon Chocolate And Cream Biscuit,10g,5g,0.04g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,1
Biscolata Mood Night Bitter Dark Chocolate Cookies,32.2g,25g,,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,2
Toffee Crisp Biscuit,,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
Jimcy Raw Almonds,,,,FRUITS,APPLES,Unprocessed/Minimally processed foods,0
Nutcracker Whole Almonds California,4.4g,50g,0.001g,DRIED FRUITS,RAISINS,Unprocessed/Minimally processed foods,1
Naturalli Whole Almonds,4.9g,49g,0.001g,FRUITS,APPLES,Unprocessed/Minimally processed foods,2
Cadbury Moro Nc Cholate Bar,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,0
Cadbury Dairy Milk Chocolate,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,0
Cadbury Dairy Milk Hazelnut,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,0
Cadbury Dairy Milk Fruit Nut,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,0
Nestle Kitkat 4 Finger Milk And Cocoa Plan Chocolate Bar 41.,51g,24.4g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Cadbury Dream White Chocolate,59.5g,32g,0.128g,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Galaxy Smooth Milk Chocolate,54g,32g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Carrefour Selection 72 Cocoa Beans Dark Chocolate Bar,36g,35g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Blue Riband,,,,"COOKIES, BISCUITS AND WAFERS",WAFERS,Ultra-processed foods,0
Milka Alpine Milk Chocolate,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,0
Milka Bubbly Milk White,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,0
Milka Extra Cocoa Chocolate,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,0
Milkybar Block,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,0
Milka Oreo Bar Chocolate,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,0
Carrefour Bio Peru,15g,55g,,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,2
Carrefour Bio Dark Orange,41g,36g,0.008g,CHOCOLATE,CHOCOLATE,Ultra-processed foods,2
Carrefour Bio Organic 74 Cocoa Dark Chocolate Bar,27g,42g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Carrefour Extra Fine Tablet Tasting Milk Chocolate Bar,48g,37g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Ritter Sport Dark Whole Almonds,15g,39g,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,2
Jacobsen Scenes Of Europe Butter Biscuit,,1g,0g,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,0
