id,county,gender,description,price,quantity,total,trnref,sdatetime,paymentmode,branch,transaction_id,dob_new,supermarket_name,branch_name,county_name,sub_county_name,month_date,total_new,quantity_new,price_new,customer_type,month_name,year,quarter_date,age,age_group,item_type,class_name,subclass_name,nova,standard_uom,uom_criteria,conversion,quantity_uom,price_uom,class_name_uom,weight
,NAK,,WHITE BREAD 400G.,39,1.0,2220,1006,2020-11-07,MPESA,001_003,001_003-1006,,A,A1,Nakuru,Gilgil,2020-11-01,39.0,1,39.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,0.4,97.5,BREADS (KGS),1
,NAK,,WEETABIX WEETOS 250G POUCH,275,1.0,947,1007,2020-11-07,Withholding Tax,001_003,001_003-1007,,A,A1,Nakuru,Gilgil,2020-11-01,275.0,1,275.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,KGS,250G,0.25,0.25,1100.0,BREAKFAST CEREALS (KGS),1
,NAK,,BRANDED SUGAR 2KG BROWN,210,1.0,947,1007,2020-11-07,Withholding Tax,001_003,001_003-1007,,A,A1,Nakuru,Gilgil,2020-11-01,210.0,1,210.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,2.0,105.0,SUGAR (KGS),3
,NAK,,CHICKEN SMOKED SAUSAGE 500GM KENCHIC,195,1.0,947,1007,2020-11-07,Withholding Tax,001_003,001_003-1007,,A,A1,Nakuru,Gilgil,2020-11-01,195.0,1,195.0,No-Loyalty card,November,2020,2020.4,,,Food Item,PROCESSED POULTRY,CHICKEN SAUSAGES/VIENNAS,Ultra-processed foods,KGS,500GM,0.5,0.5,390.0,PROCESSED POULTRY (KGS),1
,NAK,,WHITE BREAD 400G.,39,1.0,947,1007,2020-11-07,Withholding Tax,001_003,001_003-1007,,A,A1,Nakuru,Gilgil,2020-11-01,39.0,1,39.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,0.4,97.5,BREADS (KGS),1
,NAK,,UFUTA COOKING OIL 1L,183,1.0,592,1008,2020-11-07,Withholding Tax,001_003,001_003-1008,,A,A1,Nakuru,Gilgil,2020-11-01,183.0,1,183.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,1L,1.0,1.0,183.0,COOKING OIL (LTRS),3
,NAK,,SOKO MAIZE MEAL 2KG,100,2.0,592,1008,2020-11-07,Withholding Tax,001_003,001_003-1008,,A,A1,Nakuru,Gilgil,2020-11-01,200.0,2,100.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,4.0,50.0,MAIZE/CORN FLOUR (KGS),5
,NAK,,BRANDED SUGAR 1KG BROWN,110,1.0,592,1008,2020-11-07,Withholding Tax,001_003,001_003-1008,,A,A1,Nakuru,Gilgil,2020-11-01,110.0,1,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,110.0,SUGAR (KGS),3
,NAK,,WHITE BREAD 400G.,39,1.0,592,1008,2020-11-07,Withholding Tax,001_003,001_003-1008,,A,A1,Nakuru,Gilgil,2020-11-01,39.0,1,39.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,0.4,97.5,BREADS (KGS),1
,NAK,,DL BEEF SMOKIE PC,30,2.0,592,1008,2020-11-07,Withholding Tax,001_003,001_003-1008,,A,A1,Nakuru,Gilgil,2020-11-01,60.0,2,30.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FAST FOODS,PRE-PREPARED BEEF SMOKIE,Ultra-processed foods,PCS,,,2.0,30.0,FAST FOODS (PCS),1
,NAK,,DELAMARE PREM LEMON BISC. YOGHURT 450ML CUP,100,2.0,1194,1009,2020-11-07,Withholding Tax,001_003,001_003-1009,,A,A1,Nakuru,Gilgil,2020-11-01,200.0,2,100.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,450ML,0.45,0.9,222.22222222222223,FLAVOURED/FRUIT YOGHURT (LTRS),1
,NAK,,C/BELL YOGHURT EXOTIC WILD BERRY 450ML,137,1.0,1194,1009,2020-11-07,Withholding Tax,001_003,001_003-1009,,A,A1,Nakuru,Gilgil,2020-11-01,137.0,1,137.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,450ML,0.45,0.45,304.44444444444446,FLAVOURED/FRUIT YOGHURT (LTRS),1
,NAK,,SPAGHETTI SANTA MARIA 700G,150,1.0,1194,1009,2020-11-07,Withholding Tax,001_003,001_003-1009,,A,A1,Nakuru,Gilgil,2020-11-01,150.0,1,150.0,No-Loyalty card,November,2020,2020.4,,,Food Item,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,KGS,700G,0.7,0.7,214.2857142857143,PASTAS (KGS),5
,NAK,,PARADISE FUN CHOC BISC 65G,35,1.0,1194,1009,2020-11-07,Withholding Tax,001_003,001_003-1009,,A,A1,Nakuru,Gilgil,2020-11-01,35.0,1,35.0,No-Loyalty card,November,2020,2020.4,,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,65G,0.065,0.065,538.4615384615385,"COOKIES, BISCUITS AND WAFERS (KGS)",1
,NAK,,CLOVERS TOMATO SAUCE 2KG,169,1.0,1194,1009,2020-11-07,Withholding Tax,001_003,001_003-1009,,A,A1,Nakuru,Gilgil,2020-11-01,169.0,1,169.0,No-Loyalty card,November,2020,2020.4,,,Food Item,TABLE SAUCES,TOMATO SAUCE,Ultra-processed foods,KGS,2KG,2.0,2.0,84.5,TABLE SAUCES (KGS),1
,NAK,,INDOMIE SUPA MOJO NOODLES 5IN1 70G*5,99,1.0,1194,1009,2020-11-07,Withholding Tax,001_003,001_003-1009,,A,A1,Nakuru,Gilgil,2020-11-01,99.0,1,99.0,No-Loyalty card,November,2020,2020.4,,,Food Item,NOODLES,NOODLES,Ultra-processed foods,KGS,70G*5,0.35,0.35,282.8571428571429,NOODLES (KGS),1
,NAK,,WHITE BREAD 400G.,39,2.0,1194,1009,2020-11-07,Withholding Tax,001_003,001_003-1009,,A,A1,Nakuru,Gilgil,2020-11-01,78.0,2,39.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,0.8,97.5,BREADS (KGS),1
,NAK,,BRISKETS KITE,480,0.41,1194,1009,2020-11-07,Withholding Tax,001_003,001_003-1009,,A,A1,Nakuru,Gilgil,2020-11-01,196.8,1,196.8,No-Loyalty card,November,2020,2020.4,,,Food Item,RED MEAT,BEEF,Unprocessed/Minimally processed foods,KGS,,,0.41,480.0,RED MEAT (KGS),5
,NAK,,FRESH FRI 2L,335,1.0,1236,1010,2020-11-07,Withholding Tax,001_003,001_003-1010,,A,A1,Nakuru,Gilgil,2020-11-01,335.0,1,335.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,2.0,167.5,COOKING OIL (LTRS),3
,NAK,,JOGOO MAIZE MEAL 2KG,110,6.0,1236,1010,2020-11-07,Withholding Tax,001_003,001_003-1010,,A,A1,Nakuru,Gilgil,2020-11-01,660.0,6,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,12.0,55.0,MAIZE/CORN FLOUR (KGS),5
,NAK,,KENSALT TABLE SALT 2KG,62,1.0,1236,1010,2020-11-07,Withholding Tax,001_003,001_003-1010,,A,A1,Nakuru,Gilgil,2020-11-01,62.0,1,62.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,2.0,31.0,SALT (KGS),3
,NAK,,BUTALI BROWN SUGAR 1KG PKT,105,1.0,1236,1010,2020-11-07,Withholding Tax,001_003,001_003-1010,,A,A1,Nakuru,Gilgil,2020-11-01,105.0,1,105.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,105.0,SUGAR (KGS),3
,NAK,,BARAKA CHAI 100G,44,1.0,1236,1010,2020-11-07,Withholding Tax,001_003,001_003-1010,,A,A1,Nakuru,Gilgil,2020-11-01,44.0,1,44.0,No-Loyalty card,November,2020,2020.4,,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,0.1,440.0,TEA (KGS),5
,NAK,,DELAMARE PREM LEMON BISC YOGHURT 250ML CUP,55,1.0,90,1011,2020-11-07,Direct Banking,001_003,001_003-1011,,A,A1,Nakuru,Gilgil,2020-11-01,55.0,1,55.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,0.25,220.0,FLAVOURED/FRUIT YOGHURT (LTRS),1
,NAK,,PARADISE FUN CHOC BISC 65G,35,1.0,90,1011,2020-11-07,Direct Banking,001_003,001_003-1011,,A,A1,Nakuru,Gilgil,2020-11-01,35.0,1,35.0,No-Loyalty card,November,2020,2020.4,,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,65G,0.065,0.065,538.4615384615385,"COOKIES, BISCUITS AND WAFERS (KGS)",1
,NAK,,ZESTA NAT HONEY 125G PET JAR,99,1.0,148,1012,2020-11-07,Direct Banking,001_003,001_003-1012,,A,A1,Nakuru,Gilgil,2020-11-01,99.0,1,99.0,No-Loyalty card,November,2020,2020.4,,,Food Item,HONEY,HONEY,Processed Culinary Ingredients,KGS,125G,0.125,0.125,792.0,HONEY (KGS),3
,NAK,,SUPA LOAF WHITE BREAD CT 400G,49,1.0,148,1012,2020-11-07,Direct Banking,001_003,001_003-1012,,A,A1,Nakuru,Gilgil,2020-11-01,49.0,1,49.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,0.4,122.5,BREADS (KGS),1
,NAK,,K.C.C GOLD CROWN ASEP L/LIFE 500ML F/P,46,2.0,1227,1013,2020-11-07,MPESA,001_003,001_003-1013,,A,A1,Nakuru,Gilgil,2020-11-01,92.0,2,46.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHOLE MILK,LONG LIFE/UHT MILK,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,1.0,92.0,WHOLE MILK (LTRS),5
,NAK,,WEETABIX SIX PACK 112G,80,1.0,1227,1013,2020-11-07,MPESA,001_003,001_003-1013,,A,A1,Nakuru,Gilgil,2020-11-01,80.0,1,80.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,KGS,112G,0.112,0.112,714.2857142857142,BREAKFAST CEREALS (KGS),1
,NAK,,ZESTA MIXED FRUIT JAM 200G JAR,53,1.0,1227,1013,2020-11-07,MPESA,001_003,001_003-1013,,A,A1,Nakuru,Gilgil,2020-11-01,53.0,1,53.0,No-Loyalty card,November,2020,2020.4,,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,200G,0.2,0.2,265.0,JAM/OTHER SPREADS (KGS),1
,NAK,,BRANDED SUGAR 1KG BROWN,110,1.0,1227,1013,2020-11-07,MPESA,001_003,001_003-1013,,A,A1,Nakuru,Gilgil,2020-11-01,110.0,1,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,110.0,SUGAR (KGS),3
,NAK,,QUENCHER LIFE WATER 1L,42,1.0,1227,1013,2020-11-07,MPESA,001_003,001_003-1013,,A,A1,Nakuru,Gilgil,2020-11-01,42.0,1,42.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,LTRS,1L,1.0,1.0,42.0,WATER (LTRS),5
,NAK,,SUNTOP MANGO 125ML,24,2.0,1227,1013,2020-11-07,MPESA,001_003,001_003-1013,,A,A1,Nakuru,Gilgil,2020-11-01,48.0,2,24.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,125ML,0.125,0.25,192.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS),1
,NAK,,MB COCONUT FRUIT /PC,55,1.0,1227,1013,2020-11-07,MPESA,001_003,001_003-1013,,A,A1,Nakuru,Gilgil,2020-11-01,55.0,1,55.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FRUITS,COCONUT,Unprocessed/Minimally processed foods,PCS, /PC,1.0,1.0,55.0,FRUITS (PCS),5
,NAK,,KINANGOP VANILLA YOGHURT CUP 250ML,44,2.0,198,1014,2020-11-07,Direct Banking,001_003,001_003-1014,,A,A1,Nakuru,Gilgil,2020-11-01,88.0,2,44.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,0.5,176.0,FLAVOURED/FRUIT YOGHURT (LTRS),1
,NAK,,BRANDED SUGAR 1KG BROWN,110,1.0,198,1014,2020-11-07,Direct Banking,001_003,001_003-1014,,A,A1,Nakuru,Gilgil,2020-11-01,110.0,1,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,110.0,SUGAR (KGS),3
,NAK,,PEMBE MAIZE 5KG,265,1.0,1843,1015,2020-11-07,MPESA,001_003,001_003-1015,,A,A1,Nakuru,Gilgil,2020-11-01,265.0,1,265.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,5KG,5.0,5.0,53.0,MAIZE/CORN FLOUR (KGS),5
,NAK,,KOL TOMATO SAUCE 700G PL BTL,107,1.0,1843,1015,2020-11-07,MPESA,001_003,001_003-1015,,A,A1,Nakuru,Gilgil,2020-11-01,107.0,1,107.0,No-Loyalty card,November,2020,2020.4,,,Food Item,TABLE SAUCES,TOMATO SAUCE,Ultra-processed foods,KGS,700G,0.7,0.7,152.85714285714286,TABLE SAUCES (KGS),1
,NAK,,MB GARLIC IMPORTED /KG -SNOW WHT,290,0.16,1843,1015,2020-11-07,MPESA,001_003,001_003-1015,,A,A1,Nakuru,Gilgil,2020-11-01,46.4,1,46.4,No-Loyalty card,November,2020,2020.4,,,Food Item,HERBS AND SPICES,SPICES - GARLIC,Unprocessed/Minimally processed foods,KGS, /KG,1.0,0.16,290.0,HERBS AND SPICES (KGS),5
,NAK,,WHITE BREAD 400G.,39,1.0,1843,1015,2020-11-07,MPESA,001_003,001_003-1015,,A,A1,Nakuru,Gilgil,2020-11-01,39.0,1,39.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,0.4,97.5,BREADS (KGS),1
,NAK,,GOLDEN FRY 2L,328,1.0,1372,1019,2020-11-07,Cheque,001_003,001_003-1019,,A,A1,Nakuru,Gilgil,2020-11-01,328.0,1,328.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,2L,2.0,2.0,164.0,COOKING OIL (LTRS),3
,NAK,,PEMBE WHEAT 2KG,107,1.0,1372,1019,2020-11-07,Cheque,001_003,001_003-1019,,A,A1,Nakuru,Gilgil,2020-11-01,107.0,1,107.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,53.5,WHEAT FLOUR (KGS),5
,NAK,,NICE PISHORI RICE 1KG,205,1.0,1372,1019,2020-11-07,Cheque,001_003,001_003-1019,,A,A1,Nakuru,Gilgil,2020-11-01,205.0,1,205.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,1.0,205.0,CEREAL GRAINS (KGS),5
,NAK,,KOL TOMATO PASTE 90G TIN,37,1.0,1372,1019,2020-11-07,Cheque,001_003,001_003-1019,,A,A1,Nakuru,Gilgil,2020-11-01,37.0,1,37.0,No-Loyalty card,November,2020,2020.4,,,Food Item,TOMATO PASTE,TOMATO PASTE,Processed foods,KGS,90G,0.09,0.09,411.1111111111112,TOMATO PASTE (KGS),2
,NAK,,BUTALI BROWN SUGAR 1KG PKT,105,1.0,1372,1019,2020-11-07,Cheque,001_003,001_003-1019,,A,A1,Nakuru,Gilgil,2020-11-01,105.0,1,105.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,105.0,SUGAR (KGS),3
,NAK,,PEP MANGO DRINK 2L,235,1.0,1372,1019,2020-11-07,Cheque,001_003,001_003-1019,,A,A1,Nakuru,Gilgil,2020-11-01,235.0,1,235.0,No-Loyalty card,November,2020,2020.4,,,Food Item,DILUTING JUICE,SQUASHES,Ultra-processed foods,LTRS,2L,2.0,2.0,117.5,DILUTING JUICE (LTRS),1
,NAK,,SUPA LOAF WHITE BREAD 600G,71,1.0,1372,1019,2020-11-07,Cheque,001_003,001_003-1019,,A,A1,Nakuru,Gilgil,2020-11-01,71.0,1,71.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,0.6,118.33333333333334,BREADS (KGS),1
,NAK,,FRESH FRI 500ML,94,1.0,530,1020,2020-11-07,Direct Banking,001_003,001_003-1020,,A,A1,Nakuru,Gilgil,2020-11-01,94.0,1,94.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,500ML,0.5,0.5,188.0,COOKING OIL (LTRS),3
,NAK,,MAMA MAIZE 2KG,94,1.0,530,1020,2020-11-07,Direct Banking,001_003,001_003-1020,,A,A1,Nakuru,Gilgil,2020-11-01,94.0,1,94.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,47.0,MAIZE/CORN FLOUR (KGS),5
,NAK,,BASMATI RICE 1KG,139,1.0,530,1020,2020-11-07,Direct Banking,001_003,001_003-1020,,A,A1,Nakuru,Gilgil,2020-11-01,139.0,1,139.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,1.0,139.0,CEREAL GRAINS (KGS),5
,NAK,,BRANDED SUGAR 1KG BROWN,110,1.0,530,1020,2020-11-07,Direct Banking,001_003,001_003-1020,,A,A1,Nakuru,Gilgil,2020-11-01,110.0,1,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,110.0,SUGAR (KGS),3
,NAK,,WHITE BREAD 400G.,39,2.0,530,1020,2020-11-07,Direct Banking,001_003,001_003-1020,,A,A1,Nakuru,Gilgil,2020-11-01,78.0,2,39.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,0.8,97.5,BREADS (KGS),1
,NAK,,NICE SINDANO RICE 1KG,135,1.0,778,1021,2020-11-07,Direct Banking,001_003,001_003-1021,,A,A1,Nakuru,Gilgil,2020-11-01,135.0,1,135.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,1.0,135.0,CEREAL GRAINS (KGS),5
,NAK,,BUTTERFLY LONG GRAIN RICE 2KG,265,1.0,778,1021,2020-11-07,Direct Banking,001_003,001_003-1021,,A,A1,Nakuru,Gilgil,2020-11-01,265.0,1,265.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,132.5,CEREAL GRAINS (KGS),5
,NAK,,NUVITA FAMILY 75G,20,1.0,778,1021,2020-11-07,Direct Banking,001_003,001_003-1021,,A,A1,Nakuru,Gilgil,2020-11-01,20.0,1,20.0,No-Loyalty card,November,2020,2020.4,,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,75G,0.075,0.075,266.6666666666667,"COOKIES, BISCUITS AND WAFERS (KGS)",1
,NAK,,BLUE BAND 250G,100,1.0,778,1021,2020-11-07,Direct Banking,001_003,001_003-1021,,A,A1,Nakuru,Gilgil,2020-11-01,100.0,1,100.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,250G,0.25,0.25,400.0,MARGARINE (KGS),1
,NAK,,BRANDED SUGAR 2KG BROWN,210,1.0,778,1021,2020-11-07,Direct Banking,001_003,001_003-1021,,A,A1,Nakuru,Gilgil,2020-11-01,210.0,1,210.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,2.0,105.0,SUGAR (KGS),3
,NAK,,SKYTEA LOOSE LEAVE 50G,24,2.0,778,1021,2020-11-07,Direct Banking,001_003,001_003-1021,,A,A1,Nakuru,Gilgil,2020-11-01,48.0,2,24.0,No-Loyalty card,November,2020,2020.4,,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,50G,0.05,0.1,480.0,TEA (KGS),5
,NAK,,JOGOO MAIZE MEAL 2KG,110,1.0,1009,1023,2020-11-07,Direct Banking,001_003,001_003-1023,,A,A1,Nakuru,Gilgil,2020-11-01,110.0,1,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,55.0,MAIZE/CORN FLOUR (KGS),5
,NAK,,AJAB HOME BAKING 2KG,121,2.0,1009,1023,2020-11-07,Direct Banking,001_003,001_003-1023,,A,A1,Nakuru,Gilgil,2020-11-01,242.0,2,121.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,4.0,60.5,WHEAT FLOUR (KGS),5
,NAK,,NEW JUICY FRUIT 10S,20,1.0,1009,1023,2020-11-07,Direct Banking,001_003,001_003-1023,,A,A1,Nakuru,Gilgil,2020-11-01,20.0,1,20.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CANDY AND CONFECTIONERY,CHEWING GUMS,Ultra-processed foods,PCS,JUICY FRUIT 10S,10.0,10.0,2.0,CANDY AND CONFECTIONERY (PCS),1
,NAK,,BRANDED SUGAR 2KG BROWN,210,1.0,1009,1023,2020-11-07,Direct Banking,001_003,001_003-1023,,A,A1,Nakuru,Gilgil,2020-11-01,210.0,1,210.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,2.0,105.0,SUGAR (KGS),3
,NAK,,COCOA PRIMO 100G TIN/JAR,134,1.0,1009,1023,2020-11-07,Direct Banking,001_003,001_003-1023,,A,A1,Nakuru,Gilgil,2020-11-01,134.0,1,134.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COCOA,COCOA - UNSWEETENED WITHOUT MILK,Ultra-processed foods,KGS,100G,0.1,0.1,1340.0,COCOA (KGS),1
,NAK,,EDEN TEA 250G,108,1.0,1009,1023,2020-11-07,Direct Banking,001_003,001_003-1023,,A,A1,Nakuru,Gilgil,2020-11-01,108.0,1,108.0,No-Loyalty card,November,2020,2020.4,,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,250G,0.25,0.25,432.0,TEA (KGS),5
,NAK,,B/SIDE D/FRESH 6*250ML ASSORTED,280,1.0,4194,1025,2020-11-07,Credit Card,001_003,001_003-1025,,A,A1,Nakuru,Gilgil,2020-11-01,280.0,1,280.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MILK DRINKS,FLAVOURED MILK,Ultra-processed foods,LTRS,6*250ML,1.5,1.5,186.66666666666663,MILK DRINKS (LTRS),1
,NAK,,EXE CHAPATI FLOUR 2KG,123,2.0,4194,1025,2020-11-07,Credit Card,001_003,001_003-1025,,A,A1,Nakuru,Gilgil,2020-11-01,246.0,2,123.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,4.0,61.5,WHEAT FLOUR (KGS),5
,NAK,,M/HARVEST CHOCO SHELLS 450G V/P,395,1.0,4194,1025,2020-11-07,Credit Card,001_003,001_003-1025,,A,A1,Nakuru,Gilgil,2020-11-01,395.0,1,395.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREAKFAST CEREALS,RICE FLAKE CEREALS,Ultra-processed foods,KGS,450G,0.45,0.45,877.7777777777777,BREAKFAST CEREALS (KGS),1
,NAK,,PEPTANG PINEAPPLE JAM 500G PET,154,1.0,4194,1025,2020-11-07,Credit Card,001_003,001_003-1025,,A,A1,Nakuru,Gilgil,2020-11-01,154.0,1,154.0,No-Loyalty card,November,2020,2020.4,,,Food Item,JAM/OTHER SPREADS,FRUIT JAM,Ultra-processed foods,KGS,500G,0.5,0.5,308.0,JAM/OTHER SPREADS (KGS),1
,NAK,,BRANDED SUGAR 2KG BROWN,210,1.0,4194,1025,2020-11-07,Credit Card,001_003,001_003-1025,,A,A1,Nakuru,Gilgil,2020-11-01,210.0,1,210.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,2.0,105.0,SUGAR (KGS),3
,NAK,,MABUYU 100G YANA,30,1.0,4194,1025,2020-11-07,Credit Card,001_003,001_003-1025,,A,A1,Nakuru,Gilgil,2020-11-01,30.0,1,30.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CANDY AND CONFECTIONERY,BAOBAB SEED CANDY/MABUYU,Ultra-processed foods,KGS,100G,0.1,0.1,300.0,CANDY AND CONFECTIONERY (KGS),1
,NAK,,SNAK IT BIKIS SALTY 30G,32,1.0,4194,1025,2020-11-07,Credit Card,001_003,001_003-1025,,A,A1,Nakuru,Gilgil,2020-11-01,32.0,1,32.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SWEET AND SAVOURY SNACKS,CORN PUFFS,Ultra-processed foods,KGS,30G,0.03,0.03,1066.6666666666667,SWEET AND SAVOURY SNACKS (KGS),1
