id,county,gender,description,price,quantity,total,trnref,sdatetime,paymentmode,branch,transaction_id,dob_new,supermarket_name,branch_name,county_name,sub_county_name,month_date,total_new,quantity_new,price_new,customer_type,month_name,year,quarter_date,age,age_group,item_type,class_name,subclass_name,nova,standard_uom,uom_criteria,conversion,quantity_uom,price_uom,class_name_uom,weight
,NAK,,CADBURY DREAM BAR 80G,130,1.0,130,1,2020-11-07,MPESA,001_003,001_003-1,,A,A1,Nakuru,Gilgil,2020-11-01,130.0,1,130.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,KGS,80G,0.08,0.08,1625.0,CHOCOLATE (KGS),1
,NAK,,PIKA VEGE OIL 5L,764,1.0,1054,2,2020-11-07,Cheque,001_003,001_003-2,,A,A1,Nakuru,Gilgil,2020-11-01,764.0,1,764.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,5L,5.0,5.0,152.8,COOKING OIL (LTRS),3
,NAK,,DELICIOUS DELIGHT MUFINS CHOC/CUP 300G 6PKT,95,1.0,1054,2,2020-11-07,Cheque,001_003,001_003-2,,A,A1,Nakuru,Gilgil,2020-11-01,95.0,1,95.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,MUFFINS,Ultra-processed foods,KGS,300G,0.3,0.3,316.6666666666667,CUPCAKES/MUFFINS/QUEENCAKES (KGS),1
,NAK,,SWEET HEART CAKE 400G M/B,150,1.0,160,3,2020-11-07,Cheque,001_003,001_003-3,,A,A1,Nakuru,Gilgil,2020-11-01,150.0,1,150.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MARBLE CAKES,MARBLE CAKES,Ultra-processed foods,KGS,400G,0.4,0.4,375.0,MARBLE CAKES (KGS),1
,NAK,,ENGARE SPRING WATER 5LTR,139,1.0,139,4,2020-11-07,MPESA,001_003,001_003-4,,A,A1,Nakuru,Gilgil,2020-11-01,139.0,1,139.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WATER,SPRING WATER,Unprocessed/Minimally processed foods,LTRS,5LTR,5.0,5.0,27.8,WATER (LTRS),5
,NAK,,BRANDED SUGAR 1KG BROWN,110,1.0,185,5,2020-11-07,Cheque,001_003,001_003-5,,A,A1,Nakuru,Gilgil,2020-11-01,110.0,1,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,110.0,SUGAR (KGS),3
,NAK,,AFIA JUICE MIXED FRUIT 500ML,65,1.0,185,5,2020-11-07,Cheque,001_003,001_003-5,,A,A1,Nakuru,Gilgil,2020-11-01,65.0,1,65.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,500ML,0.5,0.5,130.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS),1
,NAK,,SALIT VEGETABLE OIL 500ML,91,1.0,91,7,2020-11-07,Cheque,001_003,001_003-7,,A,A1,Nakuru,Gilgil,2020-11-01,91.0,1,91.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,500ML,0.5,0.5,182.0,COOKING OIL (LTRS),3
,NAK,,KINANGOP ESL LONG LIFE MILK 500ML,45,4.0,330,9,2020-11-07,Cheque,001_003,001_003-9,,A,A1,Nakuru,Gilgil,2020-11-01,180.0,4,45.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHOLE MILK,LONG LIFE/UHT MILK,Unprocessed/Minimally processed foods,LTRS,500ML,0.5,2.0,90.0,WHOLE MILK (LTRS),5
,NAK,,ILARA YOGHURT FOREST BERRY 150ML CUP,45,1.0,330,9,2020-11-07,Cheque,001_003,001_003-9,,A,A1,Nakuru,Gilgil,2020-11-01,45.0,1,45.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,150ML,0.15,0.15,300.0,FLAVOURED/FRUIT YOGHURT (LTRS),1
,NAK,,BUTALI BROWN SUGAR 1KG PKT,105,1.0,330,9,2020-11-07,Cheque,001_003,001_003-9,,A,A1,Nakuru,Gilgil,2020-11-01,105.0,1,105.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,105.0,SUGAR (KGS),3
,NAK,,EXE CHAPATI FLOUR 2KG,123,1.0,170,11,2020-11-07,Cheque,001_003,001_003-11,,A,A1,Nakuru,Gilgil,2020-11-01,123.0,1,123.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,61.5,WHEAT FLOUR (KGS),5
,NAK,,JOY SUPER BITES MANDAZI 180G,37,1.0,170,11,2020-11-07,Cheque,001_003,001_003-11,,A,A1,Nakuru,Gilgil,2020-11-01,37.0,1,37.0,No-Loyalty card,November,2020,2020.4,,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,0.18,205.5555555555556,PASTRIES (KGS),1
,NAK,,AFIA JUICE MULT-VITAMIN 500ML,65,1.0,65,12,2020-11-07,Cheque,001_003,001_003-12,,A,A1,Nakuru,Gilgil,2020-11-01,65.0,1,65.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,500ML,0.5,0.5,130.0,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS),1
,NAK,,UFUTA COOKING OIL 10L,1354,1.0,1354,13,2020-11-07,MPESA,001_003,001_003-13,,A,A1,Nakuru,Gilgil,2020-11-01,1354.0,1,1354.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,10L,10.0,10.0,135.4,COOKING OIL (LTRS),3
,NAK,,KENSALT TABLE SALT 500G,17,1.0,105,14,2020-11-07,Cheque,001_003,001_003-14,,A,A1,Nakuru,Gilgil,2020-11-01,17.0,1,17.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,0.5,34.0,SALT (KGS),3
,NAK,,KABRAS SUGAR 500G WHITE,65,1.0,105,14,2020-11-07,Cheque,001_003,001_003-14,,A,A1,Nakuru,Gilgil,2020-11-01,65.0,1,65.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,500G,0.5,0.5,130.0,SUGAR (KGS),3
,NAK,,SODA FANTA B/CURRANT 500ML PL,60,1.0,60,16,2020-11-07,Cash,001_003,001_003-16,,A,A1,Nakuru,Gilgil,2020-11-01,60.0,1,60.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,500ML,0.5,0.5,120.0,SODAS AND CARBONATED DRINKS (LTRS),1
,NAK,,KINANGOP STRAWBERRY YOGHURT CUP 500ML,83,2.0,264,17,2020-11-07,MPESA,001_003,001_003-17,,A,A1,Nakuru,Gilgil,2020-11-01,166.0,2,83.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,1.0,166.0,FLAVOURED/FRUIT YOGHURT (LTRS),1
,NAK,,KINANGOP STRAWBERRY YOGHURT CUP 250ML,44,2.0,264,17,2020-11-07,MPESA,001_003,001_003-17,,A,A1,Nakuru,Gilgil,2020-11-01,88.0,2,44.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,250ML,0.25,0.5,176.0,FLAVOURED/FRUIT YOGHURT (LTRS),1
,NAK,,MUFFIN CAKE CHOCO 8 PACK 400G J/SUPER,130,1.0,130,18,2020-11-07,Cheque,001_003,001_003-18,,A,A1,Nakuru,Gilgil,2020-11-01,130.0,1,130.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,MUFFINS,Ultra-processed foods,KGS,400G,0.4,0.4,325.0,CUPCAKES/MUFFINS/QUEENCAKES (KGS),1
,NAK,,JOY SUPER BITES MANDAZI 180G,37,1.0,37,19,2020-11-07,Direct Banking,001_003,001_003-19,,A,A1,Nakuru,Gilgil,2020-11-01,37.0,1,37.0,No-Loyalty card,November,2020,2020.4,,,Food Item,PASTRIES,PASTRIES - MANDAZI,Ultra-processed foods,KGS,180G,0.18,0.18,205.5555555555556,PASTRIES (KGS),1
,NAK,,RINA VEGE OIL 3L,502,1.0,647,20,2020-11-07,Cheque,001_003,001_003-20,,A,A1,Nakuru,Gilgil,2020-11-01,502.0,1,502.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,3L,3.0,3.0,167.33333333333334,COOKING OIL (LTRS),3
,NAK,,PRESTIGE 500G ORIG. SPREAD,135,1.0,647,20,2020-11-07,Cheque,001_003,001_003-20,,A,A1,Nakuru,Gilgil,2020-11-01,135.0,1,135.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,500G,0.5,0.5,270.0,MARGARINE (KGS),1
,NAK,,FRESH FRI 1L,177,1.0,1051,21,2020-11-07,Cheque,001_003,001_003-21,,A,A1,Nakuru,Gilgil,2020-11-01,177.0,1,177.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,1L,1.0,1.0,177.0,COOKING OIL (LTRS),3
,NAK,,RICE 2KG LONG GRAIN,225,1.0,1051,21,2020-11-07,Cheque,001_003,001_003-21,,A,A1,Nakuru,Gilgil,2020-11-01,225.0,1,225.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,112.5,CEREAL GRAINS (KGS),5
,NAK,,BRANDED SUGAR 1KG BROWN,110,3.0,1051,21,2020-11-07,Cheque,001_003,001_003-21,,A,A1,Nakuru,Gilgil,2020-11-01,330.0,3,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,3.0,110.0,SUGAR (KGS),3
,NAK,,CHIGS SALTED CRISPS 50G PLN,45,1.0,1051,21,2020-11-07,Cheque,001_003,001_003-21,,A,A1,Nakuru,Gilgil,2020-11-01,45.0,1,45.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,50G,0.05,0.05,900.0,SWEET AND SAVOURY SNACKS (KGS),1
,NAK,,KETEPA FAHARI YA KENYA 100G,45,1.0,1051,21,2020-11-07,Cheque,001_003,001_003-21,,A,A1,Nakuru,Gilgil,2020-11-01,45.0,1,45.0,No-Loyalty card,November,2020,2020.4,,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,0.1,450.0,TEA (KGS),5
,NAK,,CHIGS SALT VINEGAR CRISPS 100G,95,1.0,95,23,2020-11-07,Cheque,001_003,001_003-23,,A,A1,Nakuru,Gilgil,2020-11-01,95.0,1,95.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SWEET AND SAVOURY SNACKS,POTATO CRISPS,Ultra-processed foods,KGS,100G,0.1,0.1,950.0,SWEET AND SAVOURY SNACKS (KGS),1
,NAK,,YOGHURT FRESHA VANILLA 500ML CUP,89,1.0,1208,25,2020-11-07,MPESA,001_003,001_003-25,,A,A1,Nakuru,Gilgil,2020-11-01,89.0,1,89.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FLAVOURED/FRUIT YOGHURT,FLAVOURED/FRUIT YOGHURT,Ultra-processed foods,LTRS,500ML,0.5,0.5,178.0,FLAVOURED/FRUIT YOGHURT (LTRS),1
,NAK,,SOKO MAIZEMEAL 5KG,251,1.0,1208,25,2020-11-07,MPESA,001_003,001_003-25,,A,A1,Nakuru,Gilgil,2020-11-01,251.0,1,251.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,5KG,5.0,5.0,50.2,MAIZE/CORN FLOUR (KGS),5
,NAK,,JOGOO 5KG,270,1.0,1208,25,2020-11-07,MPESA,001_003,001_003-25,,A,A1,Nakuru,Gilgil,2020-11-01,270.0,1,270.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,5KG,5.0,5.0,54.0,MAIZE/CORN FLOUR (KGS),5
,NAK,,SOKO HOME BAKING 2KG,116,1.0,1208,25,2020-11-07,MPESA,001_003,001_003-25,,A,A1,Nakuru,Gilgil,2020-11-01,116.0,1,116.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,58.0,WHEAT FLOUR (KGS),5
,NAK,,PEARL SUPER BASMATI RICE 2KG,467,1.0,1208,25,2020-11-07,MPESA,001_003,001_003-25,,A,A1,Nakuru,Gilgil,2020-11-01,467.0,1,467.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,233.5,CEREAL GRAINS (KGS),5
,NAK,,AFIA JUICE MULTI VITAMIN 1.5LTR PET,160,1.0,434,27,2020-11-07,Cash,001_003,001_003-27,,A,A1,Nakuru,Gilgil,2020-11-01,160.0,1,160.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,1.5LTR,1.5,1.5,106.66666666666669,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS),1
,NAK,,PREDATOR ENERGY DRINK 400ML,50,1.0,434,27,2020-11-07,Cash,001_003,001_003-27,,A,A1,Nakuru,Gilgil,2020-11-01,50.0,1,50.0,No-Loyalty card,November,2020,2020.4,,,Food Item,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,LTRS,400ML,0.4,0.4,125.0,ENERGY DRINKS (LTRS),1
,NAK,,WHITE BREAD 600G,59,1.0,434,27,2020-11-07,Cash,001_003,001_003-27,,A,A1,Nakuru,Gilgil,2020-11-01,59.0,1,59.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,600G,0.6,0.6,98.33333333333334,BREADS (KGS),1
,NAK,,BEEF MINCED HUBERS (LEAL) KITE,650,0.23,434,27,2020-11-07,Cash,001_003,001_003-27,,A,A1,Nakuru,Gilgil,2020-11-01,149.5,1,149.5,No-Loyalty card,November,2020,2020.4,,,Food Item,RED MEAT,BEEF MINCE,Unprocessed/Minimally processed foods,KGS,,,0.23,650.0,RED MEAT (KGS),5
,NAK,,FESTIVE CREAM ROLL 70G CHOC,25,1.0,25,28,2020-11-07,Cash,001_003,001_003-28,,A,A1,Nakuru,Gilgil,2020-11-01,25.0,1,25.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BUNS/ROLLS,SWEET ROLLS,Ultra-processed foods,KGS,70G,0.07,0.07,357.1428571428571,BUNS/ROLLS (KGS),1
,NAK,,BUTALI BROWN SUGAR 1KG PKT,105,1.0,159,29,2020-11-07,Cash,001_003,001_003-29,,A,A1,Nakuru,Gilgil,2020-11-01,105.0,1,105.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,105.0,SUGAR (KGS),3
,NAK,,EDEN TEA 100G,44,1.0,159,29,2020-11-07,Cash,001_003,001_003-29,,A,A1,Nakuru,Gilgil,2020-11-01,44.0,1,44.0,No-Loyalty card,November,2020,2020.4,,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,0.1,440.0,TEA (KGS),5
,NAK,,EXE CHAPATI FLOUR 2KG,123,1.0,608,30,2020-11-07,Cash,001_003,001_003-30,,A,A1,Nakuru,Gilgil,2020-11-01,123.0,1,123.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,61.5,WHEAT FLOUR (KGS),5
,NAK,,KENSALT TABLE SALT 2KG,62,1.0,608,30,2020-11-07,Cash,001_003,001_003-30,,A,A1,Nakuru,Gilgil,2020-11-01,62.0,1,62.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,2.0,31.0,SALT (KGS),3
,NAK,,MARA SUGAR 2KG WHITE,210,1.0,608,30,2020-11-07,Cash,001_003,001_003-30,,A,A1,Nakuru,Gilgil,2020-11-01,210.0,1,210.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,WHITE SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,2.0,105.0,SUGAR (KGS),3
,NAK,,MUFFIN PLAIN 6 PACK 300G J/SUPER,95,1.0,608,30,2020-11-07,Cash,001_003,001_003-30,,A,A1,Nakuru,Gilgil,2020-11-01,95.0,1,95.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CUPCAKES/MUFFINS/QUEENCAKES,MUFFINS,Ultra-processed foods,KGS,300G,0.3,0.3,316.6666666666667,CUPCAKES/MUFFINS/QUEENCAKES (KGS),1
,NAK,,BAHARI FRY 3L,485,1.0,1489,31,2020-11-07,MPESA,001_003,001_003-31,,A,A1,Nakuru,Gilgil,2020-11-01,485.0,1,485.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,3L,3.0,3.0,161.66666666666666,COOKING OIL (LTRS),3
,NAK,,NDOVU HOME BAKING 2KG,114,2.0,1489,31,2020-11-07,MPESA,001_003,001_003-31,,A,A1,Nakuru,Gilgil,2020-11-01,228.0,2,114.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,4.0,57.0,WHEAT FLOUR (KGS),5
,NAK,,KENSALT TABLE SALT 2KG,62,1.0,1489,31,2020-11-07,MPESA,001_003,001_003-31,,A,A1,Nakuru,Gilgil,2020-11-01,62.0,1,62.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,2KG,2.0,2.0,31.0,SALT (KGS),3
,NAK,,BRANDED SUGAR 2KG BROWN,210,1.0,1489,31,2020-11-07,MPESA,001_003,001_003-31,,A,A1,Nakuru,Gilgil,2020-11-01,210.0,1,210.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,2.0,105.0,SUGAR (KGS),3
,NAK,,AFIA JUICE MULTI VITAMIN 1.5LTR PET,160,1.0,1489,31,2020-11-07,MPESA,001_003,001_003-31,,A,A1,Nakuru,Gilgil,2020-11-01,160.0,1,160.0,No-Loyalty card,November,2020,2020.4,,,Food Item,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,LTRS,1.5LTR,1.5,1.5,106.66666666666669,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS (LTRS),1
,NAK,,QUENCHER ORANGE 700ML,98,1.0,98,32,2020-11-07,Cash,001_003,001_003-32,,A,A1,Nakuru,Gilgil,2020-11-01,98.0,1,98.0,No-Loyalty card,November,2020,2020.4,,,Food Item,DILUTING JUICE,CORDIALS,Ultra-processed foods,LTRS,700ML,0.7,0.7,140.0,DILUTING JUICE (LTRS),1
,NAK,,NUVITA FAMILY 75G,20,1.0,20,33,2020-11-07,Cash,001_003,001_003-33,,A,A1,Nakuru,Gilgil,2020-11-01,20.0,1,20.0,No-Loyalty card,November,2020,2020.4,,,Food Item,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,KGS,75G,0.075,0.075,266.6666666666667,"COOKIES, BISCUITS AND WAFERS (KGS)",1
,NAK,,AJAB HOME BAKING 2KG,121,1.0,158,34,2020-11-07,Cash,001_003,001_003-34,,A,A1,Nakuru,Gilgil,2020-11-01,121.0,1,121.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,60.5,WHEAT FLOUR (KGS),5
,NAK,,KENSALT TABLE SALT 500G,17,1.0,158,34,2020-11-07,Cash,001_003,001_003-34,,A,A1,Nakuru,Gilgil,2020-11-01,17.0,1,17.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SALT,TABLE SALT,Processed Culinary Ingredients,KGS,500G,0.5,0.5,34.0,SALT (KGS),3
,NAK,,PEMBE MAIZE 10KG,509,1.0,539,35,2020-11-07,Cash,001_003,001_003-35,,A,A1,Nakuru,Gilgil,2020-11-01,509.0,1,509.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,10KG,10.0,10.0,50.9,MAIZE/CORN FLOUR (KGS),5
,NAK,,PEMBE WHEAT 2KG,107,1.0,669,37,2020-11-07,Cash,001_003,001_003-37,,A,A1,Nakuru,Gilgil,2020-11-01,107.0,1,107.0,No-Loyalty card,November,2020,2020.4,,,Food Item,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,53.5,WHEAT FLOUR (KGS),5
,NAK,,C.I.L PISHORI RICE 1KG,225,1.0,669,37,2020-11-07,Cash,001_003,001_003-37,,A,A1,Nakuru,Gilgil,2020-11-01,225.0,1,225.0,No-Loyalty card,November,2020,2020.4,,,Food Item,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,KGS,1KG,1.0,1.0,225.0,CEREAL GRAINS (KGS),5
,NAK,,BUTALI BROWN SUGAR 1KG PKT,105,1.0,669,37,2020-11-07,Cash,001_003,001_003-37,,A,A1,Nakuru,Gilgil,2020-11-01,105.0,1,105.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,105.0,SUGAR (KGS),3
,NAK,,AVENA VEG OIL 1LTR,179,1.0,965,39,2020-11-07,Cash,001_003,001_003-39,,A,A1,Nakuru,Gilgil,2020-11-01,179.0,1,179.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,1LTR,1.0,1.0,179.0,COOKING OIL (LTRS),3
,NAK,,JOGOO MAIZE MEAL 2KG,110,1.0,965,39,2020-11-07,Cash,001_003,001_003-39,,A,A1,Nakuru,Gilgil,2020-11-01,110.0,1,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,KGS,2KG,2.0,2.0,55.0,MAIZE/CORN FLOUR (KGS),5
,NAK,,BLUE BAND 250G,100,1.0,965,39,2020-11-07,Cash,001_003,001_003-39,,A,A1,Nakuru,Gilgil,2020-11-01,100.0,1,100.0,No-Loyalty card,November,2020,2020.4,,,Food Item,MARGARINE,MARGARINE,Ultra-processed foods,KGS,250G,0.25,0.25,400.0,MARGARINE (KGS),1
,NAK,,BUTALI BROWN SUGAR 1KG PKT,105,1.0,965,39,2020-11-07,Cash,001_003,001_003-39,,A,A1,Nakuru,Gilgil,2020-11-01,105.0,1,105.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,105.0,SUGAR (KGS),3
,NAK,,SODA SCHWEPPES/KREST BITTER LEMON 500ML PL,60,1.0,965,39,2020-11-07,Cash,001_003,001_003-39,,A,A1,Nakuru,Gilgil,2020-11-01,60.0,1,60.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,LTRS,500ML,0.5,0.5,120.0,SODAS AND CARBONATED DRINKS (LTRS),1
,NAK,,MELVINS GINGER TEA 100G,56,1.0,965,39,2020-11-07,Cash,001_003,001_003-39,,A,A1,Nakuru,Gilgil,2020-11-01,56.0,1,56.0,No-Loyalty card,November,2020,2020.4,,,Food Item,TEA,TEA - UNSWEETENED WITHOUT MILK,Unprocessed/Minimally processed foods,KGS,100G,0.1,0.1,560.0,TEA (KGS),5
,NAK,,KIMBO PREMIUM OIL 5L,1075,1.0,1124,40,2020-11-07,Cash,001_003,001_003-40,,A,A1,Nakuru,Gilgil,2020-11-01,1075.0,1,1075.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,5L,5.0,5.0,215.0,COOKING OIL (LTRS),3
,NAK,,SUPA LOAF BUTTER TOAST 400G,49,1.0,1124,40,2020-11-07,Cash,001_003,001_003-40,,A,A1,Nakuru,Gilgil,2020-11-01,49.0,1,49.0,No-Loyalty card,November,2020,2020.4,,,Food Item,BREADS,WHITE BREAD,Ultra-processed foods,KGS,400G,0.4,0.4,122.5,BREADS (KGS),1
,NAK,,RINA VEGE OIL 10L,1454,1.0,3390,41,2020-11-07,Cash,001_003,001_003-41,,A,A1,Nakuru,Gilgil,2020-11-01,1454.0,1,1454.0,No-Loyalty card,November,2020,2020.4,,,Food Item,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,LTRS,10L,10.0,10.0,145.4,COOKING OIL (LTRS),3
,NAK,,BRANDED SUGAR 1KG BROWN,110,1.0,3390,41,2020-11-07,Cash,001_003,001_003-41,,A,A1,Nakuru,Gilgil,2020-11-01,110.0,1,110.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,1KG,1.0,1.0,110.0,SUGAR (KGS),3
,NAK,,BRANDED SUGAR 2KG BROWN,210,3.0,3390,41,2020-11-07,Cash,001_003,001_003-41,,A,A1,Nakuru,Gilgil,2020-11-01,630.0,3,210.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SUGAR,BROWN SUGAR,Processed Culinary Ingredients,KGS,2KG,2.0,6.0,105.0,SUGAR (KGS),3
,NAK,,SNAK IT BIKIS CHEESE 30G,32,1.0,312,42,2020-11-07,Cash,001_003,001_003-42,,A,A1,Nakuru,Gilgil,2020-11-01,32.0,1,32.0,No-Loyalty card,November,2020,2020.4,,,Food Item,SWEET AND SAVOURY SNACKS,CORN PUFFS,Ultra-processed foods,KGS,30G,0.03,0.03,1066.6666666666667,SWEET AND SAVOURY SNACKS (KGS),1
