Food Name,class_name,subclass_name,nova,needs_review,reviewer_note
Black (African) nightshade indigenous leaves picked raw,VEGETABLES,MANAGU (BLACK NIGHTSHADE),Unprocessed/Minimally processed foods,false,
Black (African) nightshade indigenous leaves picked steamed,VEGETABLES,MANAGU (BLACK NIGHTSHADE),Unprocessed/Minimally processed foods,false,
Black Bean Stew,"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Processed foods,false,black bean stew
Boiled beans,"PULSES - PEAS, LENTILS, BEANS",BEAN STEW,Processed foods,false,
Boiled Rice,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,false,
Bonavist dry raw,"PULSES - PEAS, LENTILS, BEANS",BONAVIST/LABLAB BEANS,Unprocessed/Minimally processed foods,false,bonavist = lablab
Bonavist dry unsoaked boiled (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",BONAVIST/LABLAB BEANS,Unprocessed/Minimally processed foods,false,bonavist = lablab
Bonavist dry unsoaked boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",BONAVIST/LABLAB BEANS,Unprocessed/Minimally processed foods,false,bonavist = lablab
Bonavist dry water soaked boiled in different water (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",BONAVIST/LABLAB BEANS,Unprocessed/Minimally processed foods,false,bonavist = lablab
Bonavist dry water soaked boiled in different water drained (without salt),"PULSES - PEAS, LENTILS, BEANS",BONAVIST/LABLAB BEANS,Unprocessed/Minimally processed foods,false,bonavist = lablab
Bonavist fresh raw,"PULSES - PEAS, LENTILS, BEANS",BONAVIST/LABLAB BEANS,Unprocessed/Minimally processed foods,false,bonavist = lablab
Bread Brown,BREADS,BROWN BREAD,Processed foods,false,
Bread Sweet,BREADS,WHITE BREAD,Processed foods,false,
Bread White,BREADS,WHITE BREAD,Processed foods,false,
Breakfast cereal flakes of corn,BREAKFAST CEREALS,CORN FLAKE CEREALS,Ultra-processed foods,false,
Breakfast cereal flakes of corn fortified (iron thiamine riboflavin niacin and folate),BREAKFAST CEREALS,CORN FLAKE CEREALS,Ultra-processed foods,false,
Breakfast cereal wheat biscuits Weetabix type,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,false,
Broccoli tops and stems boiled drained (without salt),VEGETABLES,BROCCOLI,Unprocessed/Minimally processed foods,false,
Broccoli tops and stems raw,VEGETABLES,BROCCOLI,Unprocessed/Minimally processed foods,false,
Broccoli tops and stems steamed (without salt),VEGETABLES,BROCCOLI,Unprocessed/Minimally processed foods,false,
Brown Chapati,BREADS,PRE-PREPARED CHAPATI,Processed foods,false,
Bulrush Millet Porridge (Uji wa Mawele),BABY FOODS - PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,false,
Buns Currant,BUNS/ROLLS,SWEET BUNS,Ultra-processed foods,false,
Cabbage leaf head Chinese boiled drained (without salt),VEGETABLES,CABBAGE,Unprocessed/Minimally processed foods,false,
Cabbage leaf head Chinese raw,VEGETABLES,CABBAGE,Unprocessed/Minimally processed foods,false,
Cabbage leaf head Chinese steamed (without salt),VEGETABLES,CABBAGE,Unprocessed/Minimally processed foods,false,
Cabbage leaf head red boiled drained (without salt),VEGETABLES,CABBAGE,Unprocessed/Minimally processed foods,false,
Cabbage leaf head red raw,VEGETABLES,CABBAGE,Unprocessed/Minimally processed foods,false,
Cabbage leaf head red stewed (without salt),VEGETABLES,CABBAGE,Unprocessed/Minimally processed foods,false,
Cabbage leaf head white boiled drained (without salt),VEGETABLES,CABBAGE,Unprocessed/Minimally processed foods,false,
Cabbage leaf head white raw,VEGETABLES,CABBAGE,Unprocessed/Minimally processed foods,false,
Cabbage leaf head white stewed (without salt),VEGETABLES,CABBAGE,Unprocessed/Minimally processed foods,false,
Cake Fruit,CAKES,CAKES,Ultra-processed foods,false,
Cake or cupcake plain butter cake commercial,CAKES,CAKES,Ultra-processed foods,false,
Cake Sponge homemade,CAKES,CAKES,Ultra-processed foods,false,
Cake Sponge without fat,CAKES,CAKES,Ultra-processed foods,false,
Camel blood raw,ORGAN MEAT,BLOOD,Unprocessed/Minimally processed foods,false,
Camel Meat,PROCESSED MEAT,CAMEL,Processed foods,false,
Camel Meat (Nyirinyiri),PROCESSED MEAT,CAMEL,Processed foods,false,
Capsicum (sweet peper) green baked (without salt),VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) green boiled drained (without salt),VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) green grilled (without salt and fat),VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) green raw,VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) red baked (without salt),VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) red boiled drained (without salt),VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) red grilled (without salt and fat),VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) red raw,VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) yellow baked (without salt),VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) yellow boiled drained (without salt),VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) yellow grilled (without salt and fat),VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Capsicum (sweet peper) yellow raw,VEGETABLES,CAPSICUM/SWEET PEPPER,Unprocessed/Minimally processed foods,false,
Cardamom seeds ground,HERBS AND SPICES,SPICES - CARDAMON,Unprocessed/Minimally processed foods,false,
Carrot peeled boiled drained (without salt),VEGETABLES,CARROTS,Unprocessed/Minimally processed foods,false,
Carrot peeled raw,VEGETABLES,CARROTS,Unprocessed/Minimally processed foods,false,
Carrot peeled stewed (without salt),VEGETABLES,CARROTS,Unprocessed/Minimally processed foods,false,
Cassava and Red Sorghum Ugali,CEREAL GRAINS,UGALI,Processed foods,false,cassava ugali
Cassava Millet Sorghum Porridge,BABY FOODS - PORRIDGE FLOUR,PORRIDGE FLOUR - SORGHUM,Processed foods,false,
Cassava Porridge (Uji wa Muhogo),BABY FOODS - PORRIDGE FLOUR,PORRIDGE FLOUR - CASSAVA,Processed foods,false,
Cassava root white peeled boiled drained (without salt),ROOT VEGETABLES,CASSAVA,Unprocessed/Minimally processed foods,false,
Cassava root white peeled raw,ROOT VEGETABLES,CASSAVA,Unprocessed/Minimally processed foods,false,
Cassava root yellow peeled boiled drained (without salt),ROOT VEGETABLES,CASSAVA,Unprocessed/Minimally processed foods,false,
Cassava root yellow peeled raw,ROOT VEGETABLES,CASSAVA,Unprocessed/Minimally processed foods,false,
Cassava Ugali,CEREAL GRAINS,UGALI,Processed foods,false,cassava ugali
Cauliflower tops and stems boiled drained (without salt),VEGETABLES,CAULIFLOWER,Unprocessed/Minimally processed foods,false,
Cauliflower tops and stems raw,VEGETABLES,CAULIFLOWER,Unprocessed/Minimally processed foods,false,
Celery stalk boiled drained (without salt),VEGETABLES,CELERY,Unprocessed/Minimally processed foods,false,
Celery stalk raw,VEGETABLES,CELERY,Unprocessed/Minimally processed foods,false,
Chaas (Diluted Yoghurt),FLAVOURED FERMENTED MILK,YOGURT (PLAIN),Processed foods,false,
Chai ya Maziwa (Mixed Tea),TEA,TEA - SWEETENED WITH MILK,Processed foods,false,
Cheese cheddar regular fat,CHEESE,CHEDDAR CHEESE,Processed foods,false,
Cheese cottage (cow milk) plain skimmed,CHEESE,COTTAGE CHEESE,Processed foods,false,
Cheese cottage (cow milk) plain whole,CHEESE,COTTAGE CHEESE,Processed foods,false,
Cheese cottage Milk Cow Sour,CHEESE,COTTAGE CHEESE,Processed foods,false,
Chick Peas Curry,"PULSES - PEAS, LENTILS, BEANS",CHICKPEAS,Processed foods,false,
Chick peas whole dry raw,"PULSES - PEAS, LENTILS, BEANS",CHICKPEAS,Unprocessed/Minimally processed foods,false,
Chick peas whole dry unsoaked boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",CHICKPEAS,Unprocessed/Minimally processed foods,false,
Chick peas whole dry water soaked boiled in different water (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",CHICKPEAS,Unprocessed/Minimally processed foods,false,
Chick peas whole dry water soaked boiled in different water drained (without salt),"PULSES - PEAS, LENTILS, BEANS",CHICKPEAS,Unprocessed/Minimally processed foods,false,
Chick peas whole unsoaked boiled (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",CHICKPEAS,Unprocessed/Minimally processed foods,false,
Chicken unespecified part w o bone meat skin raw,POULTRY,CHICKEN,Unprocessed/Minimally processed foods,false,
Chicken unspecified part w o bone meat skin boiled (without salt),POULTRY,CHICKEN,Unprocessed/Minimally processed foods,false,
Chicken unspecified part w o bone meat skin grilled (without salt and fat),POULTRY,CHICKEN,Unprocessed/Minimally processed foods,false,
Chilli dried,HERBS AND SPICES,SPICES - CHILLIES,Unprocessed/Minimally processed foods,false,
Chilli fresh raw,VEGETABLES,CHILLI (FRESH),Unprocessed/Minimally processed foods,false,
Cinnamon dried ground,HERBS AND SPICES,SPICES - CINNAMON,Unprocessed/Minimally processed foods,false,
Cloves dry raw,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,
Coconut fresh mature fruit flesh,FRUITS,COCONUT,Unprocessed/Minimally processed foods,false,
Coconut fresh water,WATER,COCONUT WATER,Unprocessed/Minimally processed foods,false,
Coconut fresh young or immature flesh,FRUITS,COCONUT,Unprocessed/Minimally processed foods,false,
Coconut meat dried (desiccated),FRUITS,COCONUT,Unprocessed/Minimally processed foods,false,
Coconut Milk,PLANT MILK,COCONUT MILK,Processed foods,false,
Cod fillet boiled in recipe (without salt and fat),PROCESSED FISH,COD,Unprocessed/Minimally processed foods,false,
Cod fillet grilled (without salt and fat),PROCESSED FISH,COD,Unprocessed/Minimally processed foods,false,
Cod fillet raw,PROCESSED FISH,COD,Unprocessed/Minimally processed foods,false,
Cod fillet steamed (without salt),PROCESSED FISH,COD,Unprocessed/Minimally processed foods,false,
Coffee instant dry powder or granules,COFFEE,COFFEE - UNSWEETENED WITHOUT MILK,Processed foods,false,
Coriander Leaves fresh raw,HERBS AND SPICES,HERBS - CORIANDER/DHANIA,Unprocessed/Minimally processed foods,false,
Coriander seed dried ground,HERBS AND SPICES,HERBS - CORIANDER/DHANIA,Unprocessed/Minimally processed foods,false,
Corn oil,COOKING OIL,CORN/MAIZE OIL,Processed Culinary Ingredients,false,
Cornflour from maize starch,MAIZE/CORN FLOUR,CORN FLOUR,Unprocessed/Minimally processed foods,false,
Courgette green unpeeled boiled drained (without salt),VEGETABLES,CORGETTES,Unprocessed/Minimally processed foods,false,
Courgette green unpeeled raw,VEGETABLES,CORGETTES,Unprocessed/Minimally processed foods,false,
Cow s blood raw,ORGAN MEAT,BLOOD,Unprocessed/Minimally processed foods,false,
Cowpea leaves picked boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cowpea leaves picked raw,"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cowpea leaves picked steamed (without salt),"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cowpeas dry raw,"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cowpeas dry unsoaked boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cowpeas dry water soaked boiled in different water (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cowpeas dry water soaked boiled in different water drained (without salt),"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cowpeas fresh boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cowpeas fresh raw,"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cowpeas unsoaked boiled (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,
Cream pure fat,COOKING FAT,CREAM (DAIRY),Processed Culinary Ingredients,false,
Cucumber green unpeeled raw,VEGETABLES,CUCUMBER,Unprocessed/Minimally processed foods,false,
Cumin seeds dried raw,HERBS AND SPICES,SPICES - CUMIN,Unprocessed/Minimally processed foods,false,
Curry leaves fresh raw,HERBS AND SPICES,HERBS - CURRY LEAVES,Unprocessed/Minimally processed foods,false,
Curry powder,HERBS AND SPICES,SPICES - CURRY POWDER,Unprocessed/Minimally processed foods,false,
Custard apple peeled raw,FRUITS,CUSTARD APPLE,Unprocessed/Minimally processed foods,false,
Dagaa fish (omena) dried raw,PROCESSED FISH,DAGAA/OMENA,Unprocessed/Minimally processed foods,false,
Dagaa fish (omena) dried stewed (without salt),PROCESSED FISH,DAGAA/OMENA,Unprocessed/Minimally processed foods,false,
Date dried,DRIED FRUITS,DATES,Unprocessed/Minimally processed foods,false,
Date raw,DRIED FRUITS,DATES,Unprocessed/Minimally processed foods,false,
Doumpalm fruit raw,FRUITS,DOUM PALM,Unprocessed/Minimally processed foods,false,
Drinking chocolate powder,COCOA,COCOA - SWEETENED WITH MILK,Ultra-processed foods,false,
Drop Scones,PASTRIES,SCONES,Processed foods,false,
Duck meat and skin fresh raw,POULTRY,DUCK,Unprocessed/Minimally processed foods,false,
Eel boiled in recipe (without salt and fat),PROCESSED FISH,EEL,Unprocessed/Minimally processed foods,false,
Eel grilled (without salt and fat),PROCESSED FISH,EEL,Unprocessed/Minimally processed foods,false,
Eel raw,PROCESSED FISH,EEL,Unprocessed/Minimally processed foods,false,
Eel steamed (without salt),PROCESSED FISH,EEL,Unprocessed/Minimally processed foods,false,
Egg chicken white (albumen) raw,EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Egg chicken white (albumin) boiled (without salt),EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Egg chicken whole boiled (without salt),EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Egg chicken whole poached (without salt),EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Egg chicken whole raw,EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Egg chicken yolk boiled (without salt),EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Egg chicken yolk raw,EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Egg Toast,BREADS,BROWN BREAD,Processed foods,false,egg toast
Eggplant Brinjal different varieties whole edible boiled drained (without salt),VEGETABLES,EGGPLANTS,Unprocessed/Minimally processed foods,false,
Eggplant Brinjal different varieties whole edible raw,VEGETABLES,EGGPLANTS,Unprocessed/Minimally processed foods,false,
Eggplant Brinjal different varieties whole edible stewed (without salt),VEGETABLES,EGGPLANTS,Unprocessed/Minimally processed foods,false,
Enriched Mandazi,PASTRIES,PASTRIES - MANDAZI,Processed foods,false,
Enriched Matoke,FRUITS,GREEN BANANAS,Processed foods,false,
Fenugreek leaves fresh raw,HERBS AND SPICES,HERBS - FENUGREEK,Unprocessed/Minimally processed foods,false,
Fenugreek seeds raw,HERBS AND SPICES,SPICES - FENUGREEK,Unprocessed/Minimally processed foods,false,
Finger Millet and Sorghum Porridge,BABY FOODS - PORRIDGE FLOUR,PORRIDGE FLOUR - SORGHUM,Processed foods,false,
Finger Millet Porridge (Uji wa Wimbi),BABY FOODS - PORRIDGE FLOUR,PORRIDGE FLOUR - MILLET,Processed foods,false,
Finger Millet Ugali,CEREAL GRAINS,UGALI,Processed foods,false,
Fiqe (Red Sorghum Beans and Teff Flour),CEREAL GRAINS,TEFF,Unprocessed/Minimally processed foods,false,
Fish liver oil,COOKING OIL,FISH LIVER OIL,Processed Culinary Ingredients,false,
Flour soya full fat,WHEAT FLOUR,SOYA FLOUR,Unprocessed/Minimally processed foods,false,
Flour soya low fat,WHEAT FLOUR,SOYA FLOUR,Unprocessed/Minimally processed foods,false,
Fresh blood and Fresh milk,MILK DRINKS,FRESH MILK,Unprocessed/Minimally processed foods,false,
Fried Egg,EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Fried tilapia,PROCESSED FISH,TILAPIA,Processed foods,false,
Garam masala,HERBS AND SPICES,SPICES - GARAM MASALA,Unprocessed/Minimally processed foods,false,
Garden peas dry raw,"PULSES - PEAS, LENTILS, BEANS",GARDEN PEAS,Unprocessed/Minimally processed foods,false,
Garden peas dry unsoaked boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",GARDEN PEAS,Unprocessed/Minimally processed foods,false,
Garden peas dry water soaked boiled in different water (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",GARDEN PEAS,Unprocessed/Minimally processed foods,false,
Garden peas dry water soaked boiled in different water drained (without salt),"PULSES - PEAS, LENTILS, BEANS",GARDEN PEAS,Unprocessed/Minimally processed foods,false,
Garden peas fresh boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",GARDEN PEAS,Unprocessed/Minimally processed foods,false,
Garden peas fresh raw,"PULSES - PEAS, LENTILS, BEANS",GARDEN PEAS,Unprocessed/Minimally processed foods,false,
Garden peas unsoaked boiled (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",GARDEN PEAS,Unprocessed/Minimally processed foods,false,
Garlic peeled or unpeeled fresh raw,HERBS AND SPICES,SPICES - GARLIC,Unprocessed/Minimally processed foods,false,
Ghee (cow milk),COOKING FAT,GHEE,Processed Culinary Ingredients,false,
Ginger dried ground,HERBS AND SPICES,SPICES - GINGER,Unprocessed/Minimally processed foods,false,
Githeri (Fresh beans and Maize),CEREAL GRAINS,GITHERI (MAIZE & BEANS),Processed foods,false,
Githeri (Fresh Maize Beans),CEREAL GRAINS,GITHERI (MAIZE & BEANS),Processed foods,false,
Githeri (stewed Maize Beans),CEREAL GRAINS,GITHERI (MAIZE & BEANS),Processed foods,false,
Goat blood raw,ORGAN MEAT,BLOOD,Unprocessed/Minimally processed foods,false,
Goat lean boiled (without salt),RED MEAT,GOAT,Unprocessed/Minimally processed foods,false,
Goat lean grilled (without salt and fat),RED MEAT,GOAT,Unprocessed/Minimally processed foods,false,
Goat lean raw,RED MEAT,GOAT,Unprocessed/Minimally processed foods,false,
Goat liver boiled (without salt),ORGAN MEAT,LIVER,Unprocessed/Minimally processed foods,false,
Goat liver raw,ORGAN MEAT,LIVER,Unprocessed/Minimally processed foods,false,
Goat medium fat boiled (without salt),RED MEAT,GOAT,Unprocessed/Minimally processed foods,false,
Goat medium fat grilled (without salt and fat),RED MEAT,GOAT,Unprocessed/Minimally processed foods,false,
Goat medium fat raw,RED MEAT,GOAT,Unprocessed/Minimally processed foods,false,
Gram black dry raw,"PULSES - PEAS, LENTILS, BEANS",BLACK GRAM (URAD),Unprocessed/Minimally processed foods,false,
Gram black dry unsoaked boiled (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",BLACK GRAM (URAD),Unprocessed/Minimally processed foods,false,
Gram black dry unsoaked boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",BLACK GRAM (URAD),Unprocessed/Minimally processed foods,false,
Gram black dry water soaked boiled in different water (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",BLACK GRAM (URAD),Unprocessed/Minimally processed foods,false,
Gram black dry water soaked boiled in different water drained (without salt),"PULSES - PEAS, LENTILS, BEANS",BLACK GRAM (URAD),Unprocessed/Minimally processed foods,false,
Gram Flour,WHEAT FLOUR,GRAM FLOUR (BESAN),Unprocessed/Minimally processed foods,false,
Gram green dry raw,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,false,
Gram green dry unsoaked boiled (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,false,
Gram green dry unsoaked boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,false,
Gram green dry water soaked boiled in different water (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,false,
Gram green dry water soaked boiled in different water drained (without salt),"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,false,
Grapes green raw,FRUITS,GRAPES,Unprocessed/Minimally processed foods,false,
Grasshopper Brown Fresh Raw,EDIBLE INSECTS,GRASSHOPPER/LOCUST,Unprocessed/Minimally processed foods,false,
Grasshopper Green Fresh Raw,EDIBLE INSECTS,GRASSHOPPER/LOCUST,Unprocessed/Minimally processed foods,false,
Green Ginger (Mature) fresh raw,HERBS AND SPICES,SPICES - GINGER,Unprocessed/Minimally processed foods,false,
Green Gram Stew,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,false,
Green maize white whole grain fresh boiled drained (without salt),CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Green Maize white whole grain fresh raw,CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Green Maize white whole grain fresh stewed (without salt),CEREAL GRAINS,MAIZE GRAIN,Unprocessed/Minimally processed foods,false,
Groundnut Sauce,COOKING SAUCES,PEANUT SAUCE,Processed foods,false,
Guava pink fleshed raw,FRUITS,GUAVAS,Unprocessed/Minimally processed foods,false,
Guinea fowl meat with skin,POULTRY,GUINEA FOWL,Unprocessed/Minimally processed foods,false,
Gurdo Marqa (Ugali in Sour Milk),CEREAL GRAINS,UGALI,Processed foods,false,
Hard boiled eggs,EGGS,EGGS,Unprocessed/Minimally processed foods,false,egg dishes
Herring stock boiled in recipe (without salt and fat),PROCESSED FISH,HERRING,Unprocessed/Minimally processed foods,false,
Herring stock grilled (without salt),PROCESSED FISH,HERRING,Unprocessed/Minimally processed foods,false,
Herring stock raw,PROCESSED FISH,HERRING,Unprocessed/Minimally processed foods,false,
Herring stock steamed (without salt),PROCESSED FISH,HERRING,Unprocessed/Minimally processed foods,false,
Honey Raw,HONEY,HONEY,Unprocessed/Minimally processed foods,false,
Hydrabadi Biryani,CEREAL GRAINS,WHITE RICE,Processed foods,false,biryani = rice dish
Ice cream caramel flavour regular fat,ICE CREAM,ICE CREAM,Ultra-processed foods,false,
Ice cream chocolate flavour regular fat,ICE CREAM,ICE CREAM,Ultra-processed foods,false,
Ice cream strawberry flavour regular fat,ICE CREAM,ICE CREAM,Ultra-processed foods,false,
Ice cream vanilla flavour regular fat,ICE CREAM,ICE CREAM,Ultra-processed foods,false,
Ice cream vanilla flavour with nuts regular fat,ICE CREAM,ICE CREAM,Ultra-processed foods,false,
Ingokho (Fried Chicken),POULTRY,CHICKEN,Unprocessed/Minimally processed foods,false,
Ingokho (Stewed Chicken),POULTRY,CHICKEN,Unprocessed/Minimally processed foods,false,
Jack fruit seed mature dry raw,FRUITS,JACKFRUIT,Unprocessed/Minimally processed foods,false,
Jackfruit fruit yellow fleshed peeled raw,FRUITS,JACKFRUIT,Unprocessed/Minimally processed foods,false,
Jute Mallow (Mrenda) Pumpkin Leaves,VEGETABLES,JUTE MALLOW (MRENDA),Processed foods,false,mixed leaves
Jute mallow picked leaves boiled drained (without salt),VEGETABLES,JUTE MALLOW (MRENDA),Unprocessed/Minimally processed foods,false,
Jute mallow picked leaves raw,VEGETABLES,JUTE MALLOW (MRENDA),Unprocessed/Minimally processed foods,false,
Jute mallow picked leaves stewed (without salt),VEGETABLES,JUTE MALLOW (MRENDA),Unprocessed/Minimally processed foods,false,
Kaimati (Fried Dumplings),PASTRIES,PASTRIES - DOUGHNUT,Processed foods,false,
Kale (sukuma wiki) boiled drained (without salt),VEGETABLES,KALES (SUKUMA WIKI),Unprocessed/Minimally processed foods,false,
Kale (sukuma wiki) raw,VEGETABLES,KALES (SUKUMA WIKI),Unprocessed/Minimally processed foods,false,
Kale (sukuma wiki) steamed (without salt),VEGETABLES,KALES (SUKUMA WIKI),Unprocessed/Minimally processed foods,false,
Kale Ethiopian (kanzera) leaves boiled drained (without salt),VEGETABLES,KALE (KANZERA),Unprocessed/Minimally processed foods,false,
Kale Ethiopian (kanzera) leaves raw,VEGETABLES,KALE (KANZERA),Unprocessed/Minimally processed foods,false,
Kale Ethiopian (kanzera) leaves steamed (without salt),VEGETABLES,KALE (KANZERA),Unprocessed/Minimally processed foods,false,
Kimanga (Mashed Sweet Potato Black Beans),ROOT VEGETABLES,SWEET POTATO,Processed foods,false,kimanga = mashed sweet potato dish
Kimanga (Smoked Green Bananas and Kidney Beans),ROOT VEGETABLES,SWEET POTATO,Processed foods,false,kimanga = mashed sweet potato dish
Kimito (Mashed Beans Potatoes),ROOT VEGETABLES,MUKIMO (MASHED MIX),Processed foods,false,
Kitojo (Sweet Potato Leaves),VEGETABLES,SWEET POTATO LEAVES,Processed foods,false,
Lamb liver boiled (without salt),RED MEAT,LAMB,Unprocessed/Minimally processed foods,false,
Lamb liver raw,RED MEAT,LAMB,Unprocessed/Minimally processed foods,false,
Lamb raw (unspecified part),RED MEAT,LAMB,Unprocessed/Minimally processed foods,false,
Lamb unspecified part boiled (without salt),RED MEAT,LAMB,Unprocessed/Minimally processed foods,false,
Lamb unspecified part grilled (without salt and fat),RED MEAT,LAMB,Unprocessed/Minimally processed foods,false,
Leeks bulb and stem boiled drained (without salt),VEGETABLES,ONIONS,Unprocessed/Minimally processed foods,false,incl. leeks
Leeks bulb and stem raw,VEGETABLES,ONIONS,Unprocessed/Minimally processed foods,false,incl. leeks
Lemon juice home squeezed,FRESH/FRUIT JUICES - NO ADDED SUGAR,FRESH/FRUIT JUICES - NO ADDED SUGAR,Unprocessed/Minimally processed foods,false,
Lemon peel raw,HERBS AND SPICES,SPICES - LEMON PEEL,Unprocessed/Minimally processed foods,false,
Lemon pulp raw,FRUITS,LEMONS,Unprocessed/Minimally processed foods,false,
Lentil Stew,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,
Lentils whole dry raw,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,
Lentils whole dry unsoaked boiled drained (without salt),"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,
Lentils whole dry water soaked boiled in different water (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,
Lentils whole dry water soaked boiled in different water drained (without salt),"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,
Lentils whole unsoaked boiled (without salt water not discarded),"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,
Lettuce not further defined raw,VEGETABLES,LETTUCE,Unprocessed/Minimally processed foods,false,
Lime juice,FRESH/FRUIT JUICES - NO ADDED SUGAR,FRESH/FRUIT JUICES - NO ADDED SUGAR,Unprocessed/Minimally processed foods,false,
Lime pulp raw,FRUITS,LIME,Unprocessed/Minimally processed foods,false,
Loquat peeled raw,FRUITS,LOQUAT,Unprocessed/Minimally processed foods,false,
Lungfish fillet boiled in recipe (without salt and fat),PROCESSED FISH,LUNGFISH,Unprocessed/Minimally processed foods,false,
