Food Name,class_name,subclass_name,nova,needs_review,reviewer_note
Sharwood Stir Fry Black Bean Sauce,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,false,new subclass: STIR FRY/ASIAN SAUCE
Sharwood Stir Fry Sweet Sour Sauce,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,false,new subclass: STIR FRY/ASIAN SAUCE
Sharwood Sweet Sour Less Sug,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,false,new subclass: STIR FRY/ASIAN SAUCE
Sharwood Tik Mas Less Fat,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Sharwood Tikka Masala Sauce,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Simba Mbili Cloves Ground Spices,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Simba Mbili Dried Rosemary Leaves,HERBS AND SPICES,HERBS - BAY LEAVES,Unprocessed/Minimally processed foods,false,keyword rule -> HERBS - BAY LEAVES
Simba Mbili Mixed Herbs,HERBS AND SPICES,HERBS - MIXED HERBS,Unprocessed/Minimally processed foods,false,new subclass: HERBS - MIXED HERBS
Simba Mbili Mustard Powder,HERBS AND SPICES,SPICES - MUSTARD,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MUSTARD
Simba Mbili Oregano,HERBS AND SPICES,HERBS - OREGANO,Unprocessed/Minimally processed foods,false,new subclass: HERBS - OREGANO
Simba Mbili Resuns Ground Cloves,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Stokes Hot Spicy Bbq Sauce,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,new subclass: BBQ SAUCE
Stokes Original Bbq Sauce Squeze,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,new subclass: BBQ SAUCE
Stokes Real Brown Sauce,TABLE SAUCES,BROWN/WORCESTERSHIRE SAUCE,Ultra-processed foods,false,new subclass: BROWN/WORCESTERSHIRE SAUCE
Stokes Real Brown Sauce Squeezy,TABLE SAUCES,BROWN/WORCESTERSHIRE SAUCE,Ultra-processed foods,false,new subclass: BROWN/WORCESTERSHIRE SAUCE
Stokes Redcurrant Jelly,JAM/OTHER SPREADS,JELLY (NON-FRUIT),Ultra-processed foods,false,new subclass: JELLY (NON-FRUIT)
Stokes Sweet Sticky Bbq Sauce,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,new subclass: BBQ SAUCE
Sues Naturals Organic Moringa Powder,HERBS AND SPICES,SPICES - MORINGA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MORINGA
Suhana Aamchur Powder,HERBS AND SPICES,SPICES - AAMCHUR/MANGO POWDER,Unprocessed/Minimally processed foods,false,new subclass: SPICES - AAMCHUR/MANGO POWDER
Suhana Chhole Masala,HERBS AND SPICES,SPICES - CHHOLE MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CHHOLE MASALA
Suhana Malai Kofta,HERBS AND SPICES,SPICES - MALAI KOFTA MIX,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MALAI KOFTA MIX
Suhana Paneer Butter Masala,HERBS AND SPICES,SPICES - PANEER MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - PANEER MASALA
Suhana Paneer Masala,HERBS AND SPICES,SPICES - PANEER MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - PANEER MASALA
Suhana Ready To Cook Fish Curry,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Suhana Ready To Cook Lamb Curry,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Suhana Ready To Cook Manchurian,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Suhana Ready To Cook Mutoon Kolhapuri,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Suhana Ready To Cook Mutter Methi Nong,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Suhana Ready To Cook Paneer Makhan,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Suhana Rtc Mutter Paneer Nong,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,Suhana RTC Mutter Paneer (peas+paneer curry sauce); moved from PROCESSED MEAT
SUNRICE LONG GRAIN,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,false,long grain = white rice
Suree Fish Sauce,COOKING SAUCES,FISH SAUCE,Ultra-processed foods,false,moved from TABLE SAUCES
Suree Hoisin Sauce,COOKING SAUCES,HOISIN SAUCE,Ultra-processed foods,false,moved from TABLE SAUCES
Suree Pad Thai Sauce,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,false,new subclass: STIR FRY/ASIAN SAUCE
Suree Spring Roll Dipping Sauce,TABLE SAUCES,DIPPING SAUCE,Ultra-processed foods,false,new subclass: DIPPING SAUCE
SUREE SUKIYAKI SAUCE,COOKING SAUCES,TERIYAKI/MIRIN,Ultra-processed foods,false,new subclass: TERIYAKI/MIRIN
Suree Sweet Plum Sauce,TABLE SAUCES,DIPPING SAUCE,Ultra-processed foods,false,new subclass: DIPPING SAUCE
Suree Thai Green Curry Paste,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Suree Thai Massamum Curry Paste,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Suree Thai Panang Curry Paste,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Suree Thai Yellow Curry Paste,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
SUREE TOM YUM CURRY PASTE,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Sweetunda Fruit Chutney,TABLE SAUCES,CHUTNEY,Ultra-processed foods,false,new subclass: CHUTNEY
Temmy s Choco Pillow Cocoa Cream Filled Cereal,BREAKFAST CEREALS,FILLED CEREAL/POPS,Ultra-processed foods,false,new subclass: FILLED CEREAL/POPS
Temmy s Choco Scoops Cereal,BREAKFAST CEREALS,FILLED CEREAL/POPS,Ultra-processed foods,false,
Temmy s Honey Pops Cereal,BREAKFAST CEREALS,FILLED CEREAL/POPS,Ultra-processed foods,false,new subclass: FILLED CEREAL/POPS
Temmy s Kids Variety Pack Cereal,BREAKFAST CEREALS,FILLED CEREAL/POPS,Ultra-processed foods,false,
TEMMYS CEREAL SWEET FLAKES,BREAKFAST CEREALS,BREAKFAST CEREAL FLAKES,Ultra-processed foods,false,
Thai Dancer Black Pepper Sauce,TABLE SAUCES,OTHER CONDIMENT SAUCE,Ultra-processed foods,false,new subclass: OTHER CONDIMENT SAUCE
Thai Dancer Green Curry Paste,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Thai Dancer Massaman Curry Paste,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Thai Dancer Oriental Hoisin Sauce,COOKING SAUCES,HOISIN SAUCE,Ultra-processed foods,false,new subclass: HOISIN SAUCE
Thai Dancer Red Curry Paste,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Thai Dancer Sweet And Sour Sauce,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,false,moved from TABLE SAUCES
Thai Dancer Tom Kha Curry Paste,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
THAI DANCER TOM YUM PASTE,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
THAI DANCER YELLOW CURRY PASTE,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Top Food American Barbeque Rub Seasoning,HERBS AND SPICES,SPICES - MEAT/BBQ RUB,Unprocessed/Minimally processed foods,false,
Top Food Basil,HERBS AND SPICES,HERBS - BASIL,Unprocessed/Minimally processed foods,false,new subclass: HERBS - BASIL
TOP FOOD C MASALA,HERBS AND SPICES,SPICES - MIXED SPICES,Unprocessed/Minimally processed foods,false,Top Food C Masala (generic curry masala)
Top Food Chicken Tikka Masala,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Top Food Chilli And Lemon Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,
TOP FOOD CLOVE POWDER,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Top Food Fajita Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,fajita seasoning
Top Food Greek Spice Blend,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,new subclass: SPICES - SEASONING BLEND
Top Food Ground Onion Spice,HERBS AND SPICES,SPICES - ONION POWDER,Unprocessed/Minimally processed foods,false,new subclass: SPICES - ONION POWDER
Top Food Hot Blend Poussin Sauce,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Top Food Indian Chat Masala,HERBS AND SPICES,SPICES - CHAT MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CHAT MASALA
Top Food Italian Spice Blend,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,new subclass: SPICES - SEASONING BLEND
Top Food Lemon And Pepper Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,
Top Food Lemon Pepper And Herb Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,
Top Food Mild Blend Poussin Sauce,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Top Food Moringa Ground Herb,HERBS AND SPICES,SPICES - MORINGA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MORINGA
Top Food Mustard Herb Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,
Top Food Oregano Herbs,HERBS AND SPICES,HERBS - OREGANO,Unprocessed/Minimally processed foods,false,new subclass: HERBS - OREGANO
Top Food Parsley Herbs,HERBS AND SPICES,HERBS - PARSLEY,Unprocessed/Minimally processed foods,false,new subclass: HERBS - PARSLEY
Top Food Pasta Seasoning,HERBS AND SPICES,SPICES - PASTA SEASONING,Unprocessed/Minimally processed foods,false,new subclass: SPICES - PASTA SEASONING
TOP FOOD PERI PERI SEASONING J,HERBS AND SPICES,SPICES - PERI PERI RUB,Unprocessed/Minimally processed foods,false,
Top Food Pizza Seasoning,HERBS AND SPICES,SPICES - PASTA SEASONING,Unprocessed/Minimally processed foods,false,pizza/pasta seasoning
TOP FOOD SESAME SEEDS SIMSIM J,HERBS AND SPICES,SPICES - SESAME SEEDS,Unprocessed/Minimally processed foods,false,new subclass: SPICES - SESAME SEEDS
Top Food Taco Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,new subclass: SPICES - SEASONING BLEND
Top Food Tandoori Masala,HERBS AND SPICES,SPICES - TANDOORI MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - TANDOORI MASALA
Top Food Thabai Stinging Nettle Ground Herb,HERBS AND SPICES,SPICES - STINGING NETTLE,Unprocessed/Minimally processed foods,false,new subclass: SPICES - STINGING NETTLE
Top Food Thyme,HERBS AND SPICES,HERBS - THYME,Unprocessed/Minimally processed foods,false,new subclass: HERBS - THYME
Top Food Whole Clove,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Top Food Whole Spice Sesame Black Seeds,HERBS AND SPICES,SPICES - SESAME SEEDS,Unprocessed/Minimally processed foods,false,new subclass: SPICES - SESAME SEEDS
Tropical Heat Basil Rubbed,HERBS AND SPICES,HERBS - BASIL,Unprocessed/Minimally processed foods,false,new subclass: HERBS - BASIL
Tropical Heat Chips Masala Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,chips masala seasoning
Tropical Heat Cloves Ground,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Tropical Heat Exotic Snacks,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,false,Tropical Heat exotic savoury snacks
Tropical Heat Meat Tenderiser,HERBS AND SPICES,SPICES - MEAT TENDERISER,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MEAT TENDERISER
Tropical Heat Mixed Spices,HERBS AND SPICES,SPICES - MIXED SPICES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MIXED SPICES
Tropical Heat Mixed Spices Whole Grinde,HERBS AND SPICES,SPICES - MIXED SPICES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MIXED SPICES
Tropical Heat Nutmeg Ground,HERBS AND SPICES,SPICES - NUTMEG,Unprocessed/Minimally processed foods,false,new subclass: SPICES - NUTMEG
Tropical Heat Spices Biryani Masala,HERBS AND SPICES,SPICES - BIRYANI MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - BIRYANI MASALA
Tropical Heat Spices Chilli Lemon Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,
Tropical Heat Spices Cloves Ground,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Tropical Heat Spices Coriander Ground,HERBS AND SPICES,HERBS - CORIANDER/DHANIA,Unprocessed/Minimally processed foods,false,keyword rule -> HERBS - CORIANDER/DHANIA
Tropical Heat Spices Fireball Grinder,HERBS AND SPICES,SPICES - FIREBALL/GRINDER BLEND,Unprocessed/Minimally processed foods,false,new subclass: SPICES - FIREBALL/GRINDER BLEND
Tropical Heat Spices Marjoram Leaves,HERBS AND SPICES,HERBS - MARJORAM,Unprocessed/Minimally processed foods,false,new subclass: HERBS - MARJORAM
Tropical Heat Spices Mint Leaves,HERBS AND SPICES,HERBS - MINT,Unprocessed/Minimally processed foods,false,new subclass: HERBS - MINT
Tropical Heat Spices Mixed Herbs,HERBS AND SPICES,HERBS - MIXED HERBS,Unprocessed/Minimally processed foods,false,new subclass: HERBS - MIXED HERBS
Tropical Heat Spices Mixed Spices,HERBS AND SPICES,SPICES - MIXED SPICES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MIXED SPICES
Tropical Heat Spices Mixed Spices Wet Dry Fry,HERBS AND SPICES,SPICES - DRY-FRY SPICE,Unprocessed/Minimally processed foods,false,new subclass: SPICES - DRY-FRY SPICE
Tropical Heat Spices Nutmeg Ground,HERBS AND SPICES,SPICES - NUTMEG,Unprocessed/Minimally processed foods,false,new subclass: SPICES - NUTMEG
Tropical Heat Spices Onion Powder,HERBS AND SPICES,SPICES - ONION POWDER,Unprocessed/Minimally processed foods,false,new subclass: SPICES - ONION POWDER
Tropical Heat Spices Oregano Leaves,HERBS AND SPICES,HERBS - OREGANO,Unprocessed/Minimally processed foods,false,new subclass: HERBS - OREGANO
Tropical Heat Spices Parsley Leaves,HERBS AND SPICES,HERBS - PARSLEY,Unprocessed/Minimally processed foods,false,new subclass: HERBS - PARSLEY
Tropical Heat Spices Pasta Seasoning,HERBS AND SPICES,SPICES - PASTA SEASONING,Unprocessed/Minimally processed foods,false,new subclass: SPICES - PASTA SEASONING
Tropical Heat Spices Rosemary Leaves,HERBS AND SPICES,HERBS - BAY LEAVES,Unprocessed/Minimally processed foods,false,keyword rule -> HERBS - BAY LEAVES
Tropical Heat Spices Sage Leaves,HERBS AND SPICES,HERBS - SAGE,Unprocessed/Minimally processed foods,false,new subclass: HERBS - SAGE
Tropical Heat Spices Thyme Leaves,HERBS AND SPICES,HERBS - THYME,Unprocessed/Minimally processed foods,false,new subclass: HERBS - THYME
Tropical Sun Allpurpose Seasoning,HERBS AND SPICES,SPICES - ALL PURPOSE SEASONING,Unprocessed/Minimally processed foods,false,new subclass: SPICES - ALL PURPOSE SEASONING
Tropical Sun Fish Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,
Tropical Sun S Bbq Seasoning,HERBS AND SPICES,SPICES - MEAT/BBQ RUB,Unprocessed/Minimally processed foods,false,
Vertmont Bio Organic Pure Agave Syrup,JAM/OTHER SPREADS,SYRUP,Ultra-processed foods,false,new subclass: SYRUP
Virginia Green Garden Barbeque Sauce,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,
Virginia Green Garden Natural And Delicious Golden Cream,COOKING SAUCES,COOKING CREAM,Ultra-processed foods,false,web: VGG Golden Cream = whipped cake/pastry decoration cream (UAE)
Virginia Green Garden Yellow Mustard,TABLE SAUCES,MUSTARD,Ultra-processed foods,false,new subclass: MUSTARD
Virginia Oyster Sauce,COOKING SAUCES,OYSTER SAUCE,Ultra-processed foods,false,new subclass: OYSTER SAUCE
Wang Shou Yi Thirteen Mixed Spice,HERBS AND SPICES,SPICES - MIXED SPICES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MIXED SPICES
Weetabix Bran Flakes,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,false,keyword rule -> WHEAT BISCUIT CEREALS
Weetabix Corn Flakes Fruity Frenzy,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,false,keyword rule -> WHEAT BISCUIT CEREALS
Weetabix Cornflakes Cereals,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,false,keyword rule -> WHEAT BISCUIT CEREALS
WEETABIX CORNFLAKES EXT CRUNCHY,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,false,keyword rule -> WHEAT BISCUIT CEREALS
Weetabix Crispy Crunchy Corn Flakes,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,false,keyword rule -> WHEAT BISCUIT CEREALS
Weetabix Crunch Cornflakes,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,false,keyword rule -> WHEAT BISCUIT CEREALS
Weetabix Rolled Oats,BREAKFAST CEREALS,WHEAT BISCUIT CEREALS,Ultra-processed foods,false,keyword rule -> WHEAT BISCUIT CEREALS
Wow Salted Snacks,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,false,Wow salted savoury snacks
Wow Sugared Snacks,SWEET AND SAVOURY SNACKS,BHUSU MIX,Ultra-processed foods,false,Wow sugared savoury snacks
Yeo S Sambal Oeleck Sauce,TABLE SAUCES,OTHER CONDIMENT SAUCE,Ultra-processed foods,false,new subclass: OTHER CONDIMENT SAUCE
Yinlu Barley And Red Bean Mixed Congee,BREAKFAST CEREALS,OATMEAL/PORRIDGE,Ultra-processed foods,false,new subclass: OATMEAL/PORRIDGE
Zanzibar Basil Spices,HERBS AND SPICES,HERBS - BASIL,Unprocessed/Minimally processed foods,false,new subclass: HERBS - BASIL
Zanzibar Ground Coriander Spices,HERBS AND SPICES,HERBS - CORIANDER/DHANIA,Unprocessed/Minimally processed foods,false,keyword rule -> HERBS - CORIANDER/DHANIA
Zanzibar Oregano Spices,HERBS AND SPICES,HERBS - OREGANO,Unprocessed/Minimally processed foods,false,new subclass: HERBS - OREGANO
Zanzibar Parsley Spices,HERBS AND SPICES,HERBS - PARSLEY,Unprocessed/Minimally processed foods,false,new subclass: HERBS - PARSLEY
Zanzibar Rosemary Leaves Spices,HERBS AND SPICES,HERBS - BAY LEAVES,Unprocessed/Minimally processed foods,false,keyword rule -> HERBS - BAY LEAVES
Zanzibar Spices Cloves Powder,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Zanzibar Spices Herbs De Provence Spice,HERBS AND SPICES,HERBS - MIXED HERBS,Unprocessed/Minimally processed foods,false,new subclass: HERBS - MIXED HERBS
Zesta Choma Sauce,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,choma=grill marinade
Zesta Fruity Spicy Sauce,TABLE SAUCES,OTHER CONDIMENT SAUCE,Ultra-processed foods,false,new subclass: OTHER CONDIMENT SAUCE
Zesta Gravy Browning,COOKING SAUCES,GRAVY,Ultra-processed foods,false,new subclass: GRAVY
Zesta Hot Sweet C Sauce,TABLE SAUCES,CHILLI/HOT SAUCE,Ultra-processed foods,false,
Zesta Mayonnaise Barbecue Sauce,TABLE SAUCES,MAYONNAISE,Ultra-processed foods,false,keyword rule -> MAYONNAISE
Zesta Orange Marmalade Fruit Jam,JAM/OTHER SPREADS,MARMALADE,Ultra-processed foods,false,keyword rule -> MARMALADE
Zesta Yellow Mustard,TABLE SAUCES,MUSTARD,Ultra-processed foods,false,new subclass: MUSTARD
