Food Name,class_name,subclass_name,nova,needs_review,reviewer_note
Miyata Teriyaki Sauce,COOKING SAUCES,TERIYAKI/MIRIN,Ultra-processed foods,false,new subclass: TERIYAKI/MIRIN
Mj S Italian Dressing,TABLE SAUCES,SALAD DRESSING,Ultra-processed foods,false,
MJ s Premium Yellow Mustard Sauce,TABLE SAUCES,MUSTARD,Ultra-processed foods,false,new subclass: MUSTARD
MJ’s Barbecue Sauce,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,new subclass: BBQ SAUCE
MJ’s Mayochup Sauce,TABLE SAUCES,OTHER CONDIMENT SAUCE,Ultra-processed foods,false,new subclass: OTHER CONDIMENT SAUCE
Mohawk Man Go Wild,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,false,Mohawk mango juice drink
Mohawk ManGo Wild,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,false,Mohawk mango juice drink
Morning Harvest Bran Flakes,BREAKFAST CEREALS,BRAN CEREALS,Ultra-processed foods,false,new subclass: BRAN CEREALS
Morning Harvest Strawberry Muesli,BREAKFAST CEREALS,MUESLI,Ultra-processed foods,false,new subclass: MUESLI
Mother S Recipe Tandoori Paste,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Mulsons Biryani Masala,HERBS AND SPICES,SPICES - BIRYANI MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - BIRYANI MASALA
Mulsons Cloves Powder,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Mulsons Nutmeg Powder,HERBS AND SPICES,SPICES - NUTMEG,Unprocessed/Minimally processed foods,false,new subclass: SPICES - NUTMEG
Mulsons Poussin Sauce Blend Mild,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Mulsons Poussin Sauce Blend Mild 10,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Mulsons Sage,HERBS AND SPICES,HERBS - SAGE,Unprocessed/Minimally processed foods,false,new subclass: HERBS - SAGE
Mulsons Spices Cloves Whole,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Mulsons Spices Coriander Powder,HERBS AND SPICES,HERBS - CORIANDER/DHANIA,Unprocessed/Minimally processed foods,false,keyword rule -> HERBS - CORIANDER/DHANIA
Mulsons Spices Mixed Spices,HERBS AND SPICES,SPICES - MIXED SPICES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MIXED SPICES
Mulsons Spices Oregano,HERBS AND SPICES,HERBS - OREGANO,Unprocessed/Minimally processed foods,false,new subclass: HERBS - OREGANO
Mulsons Spices Parsley,HERBS AND SPICES,HERBS - PARSLEY,Unprocessed/Minimally processed foods,false,new subclass: HERBS - PARSLEY
Mulsons Spices Rubbed Basil,HERBS AND SPICES,HERBS - BASIL,Unprocessed/Minimally processed foods,false,new subclass: HERBS - BASIL
Mulsons Tandoori Masala,HERBS AND SPICES,SPICES - TANDOORI MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - TANDOORI MASALA
Mulsons White Pepper Powder,HERBS AND SPICES,SPICES - BLACK PEPPER,Unprocessed/Minimally processed foods,false,keyword rule -> SPICES - BLACK PEPPER
Nandos Peri Peri Bag Bake Hot,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Nandos Peri Peri Rub Garlic Med,HERBS AND SPICES,SPICES - PERI PERI RUB,Unprocessed/Minimally processed foods,false,new subclass: SPICES - PERI PERI RUB
Nandos Peri Peri Rub Smokey Bbq Med,HERBS AND SPICES,SPICES - PERI PERI RUB,Unprocessed/Minimally processed foods,false,new subclass: SPICES - PERI PERI RUB
Nappi Monorpaglia Colored Balls,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,false,sugar-coated candy balls
Naturalli Barley Flakes Pot,BREAKFAST CEREALS,OATMEAL/PORRIDGE,Unprocessed/Minimally processed foods,false,barley flakes pot
Naturalli Cranberry Crunch Muesli Cereal,BREAKFAST CEREALS,MUESLI,Ultra-processed foods,false,new subclass: MUESLI
Naturalli Crunchy Bran Muesli Cereal,BREAKFAST CEREALS,MUESLI,Ultra-processed foods,false,new subclass: MUESLI
Naturalli Moringa Powder,HERBS AND SPICES,SPICES - MORINGA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MORINGA
Naturalli Salted Almond Butter,JAM/OTHER SPREADS,NUT BUTTER,Ultra-processed foods,false,new subclass: NUT BUTTER
Naturalli Sesame Seeds,HERBS AND SPICES,SPICES - SESAME SEEDS,Unprocessed/Minimally processed foods,false,new subclass: SPICES - SESAME SEEDS
Naturalli Strawberry Muesli Cereal,BREAKFAST CEREALS,MUESLI,Ultra-processed foods,false,new subclass: MUESLI
Naturalli Super Swiss Muesli Cereal,BREAKFAST CEREALS,MUESLI,Ultra-processed foods,false,new subclass: MUESLI
Naturalli Unsalted Almond Butter,JAM/OTHER SPREADS,NUT BUTTER,Ultra-processed foods,false,new subclass: NUT BUTTER
NATURE S OWN BIRYANI MASALA,HERBS AND SPICES,SPICES - BIRYANI MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - BIRYANI MASALA
Nature s Own Fennel Seeds,HERBS AND SPICES,SPICES - FENNEL,Unprocessed/Minimally processed foods,false,
Nature s Own Ground Cloves,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Nature s Own Ground Mustard,HERBS AND SPICES,SPICES - MUSTARD,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MUSTARD
Nature s Own Ground Spice Onion Powder,HERBS AND SPICES,SPICES - ONION POWDER,Unprocessed/Minimally processed foods,false,new subclass: SPICES - ONION POWDER
Nature s Own Ground White Pepper,HERBS AND SPICES,SPICES - BLACK PEPPER,Unprocessed/Minimally processed foods,false,keyword rule -> SPICES - BLACK PEPPER
Nature s Own Mixed Herbs,HERBS AND SPICES,HERBS - MIXED HERBS,Unprocessed/Minimally processed foods,false,new subclass: HERBS - MIXED HERBS
Nature s Own Mixed Spices,HERBS AND SPICES,SPICES - MIXED SPICES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MIXED SPICES
Nature s Own Spice Mix Chat Masala,HERBS AND SPICES,SPICES - CHAT MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CHAT MASALA
Nature s Own Spice Mix Tandoori Masala,HERBS AND SPICES,SPICES - TANDOORI MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - TANDOORI MASALA
Nature s Own Tandoori Masala,HERBS AND SPICES,SPICES - TANDOORI MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - TANDOORI MASALA
Nature s Own Whole Fenugreek Seeds,HERBS AND SPICES,SPICES - FENUGREEK,Unprocessed/Minimally processed foods,false,new subclass: SPICES - FENUGREEK
Nature s Own Whole Spices Mustard,HERBS AND SPICES,SPICES - MUSTARD,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MUSTARD
Nature s Tastes Kachumbari Medium Red Salsa,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,false,new subclass: SALSA/GUACAMOLE
Nature s Tastes Kachumbari Mild Red Salsa,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,false,new subclass: SALSA/GUACAMOLE
Nature Taste Tahini Paste,JAM/OTHER SPREADS,TAHINI,Ultra-processed foods,false,new subclass: TAHINI
Natures Own Biryani Masala,HERBS AND SPICES,SPICES - BIRYANI MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - BIRYANI MASALA
Natures Own Onion Powder,HERBS AND SPICES,SPICES - ONION POWDER,Unprocessed/Minimally processed foods,false,new subclass: SPICES - ONION POWDER
Natures Own Whole Nutmeg,HERBS AND SPICES,SPICES - NUTMEG,Unprocessed/Minimally processed foods,false,new subclass: SPICES - NUTMEG
Nestle Cerevita Flakes With Milk,BREAKFAST CEREALS,BREAKFAST CEREAL FLAKES,Ultra-processed foods,false,new subclass: BREAKFAST CEREAL FLAKES
Nestle Cerevita Honey Breakfast Cereal,BREAKFAST CEREALS,BREAKFAST CEREAL FLAKES,Ultra-processed foods,false,new subclass: BREAKFAST CEREAL FLAKES
Nestle Cerevita Honey Breakfast Cereals Flakes,BREAKFAST CEREALS,BREAKFAST CEREAL FLAKES,Ultra-processed foods,false,new subclass: BREAKFAST CEREAL FLAKES
Novi Black Beans,"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Unprocessed/Minimally processed foods,false,black beans
Ntamu Traditional Pizza Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,
Nutcracker Sesame Seeds,HERBS AND SPICES,SPICES - SESAME SEEDS,Unprocessed/Minimally processed foods,false,new subclass: SPICES - SESAME SEEDS
Nutrameal Black Grams,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,black gram = urad dal (lentil-type)
Nutrameal Black Njahi Beans,"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Unprocessed/Minimally processed foods,false,
Nutrameal Brown Roscoco Beans,"PULSES - PEAS, LENTILS, BEANS",ROSECOCO BEANS,Unprocessed/Minimally processed foods,false,new subclass: ROSECOCO BEANS
Nutrameal Butter Beans,"PULSES - PEAS, LENTILS, BEANS",BUTTER/LIMA BEANS,Unprocessed/Minimally processed foods,false,new subclass: BUTTER/LIMA BEANS
Nutrameal Chana Dal,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,chana = chickpea lentil
Nutrameal Golden Grams,BREAKFAST CEREALS,OATMEAL/PORRIDGE,Ultra-processed foods,false,new subclass: OATMEAL/PORRIDGE
Nutrameal Kalonji,HERBS AND SPICES,SPICES - KALONJI/BLACK SEEDS,Unprocessed/Minimally processed foods,false,new subclass: SPICES - KALONJI/BLACK SEEDS
Nutrameal Mwitemania Beans,"PULSES - PEAS, LENTILS, BEANS",KENYAN HERITAGE BEANS,Unprocessed/Minimally processed foods,false,new subclass: KENYAN HERITAGE BEANS
Nutrameal Nyayo Beans,"PULSES - PEAS, LENTILS, BEANS",NYAYO BEANS,Unprocessed/Minimally processed foods,false,new subclass: NYAYO BEANS
Nutrameal Pigeon Peas,"PULSES - PEAS, LENTILS, BEANS",PIGEON PEAS,Unprocessed/Minimally processed foods,false,new subclass: PIGEON PEAS
Nutrameal Red Cowpeas,"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,new subclass: COWPEAS/CHORA
Nutrameal Red Kidney Beans,"PULSES - PEAS, LENTILS, BEANS",KIDNEY BEANS,Unprocessed/Minimally processed foods,false,new subclass: KIDNEY BEANS
Nutrameal Regular Chick Peas,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,chickpeas
NUTRAMEAL ROSCOCO WHITE BEANS,"PULSES - PEAS, LENTILS, BEANS",ROSECOCO BEANS,Unprocessed/Minimally processed foods,false,new subclass: ROSECOCO BEANS
Nutrameal Soya Beans,"PULSES - PEAS, LENTILS, BEANS",SOYA BEANS,Unprocessed/Minimally processed foods,false,new subclass: SOYA BEANS
Nutrameal Split Moongdal,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,false,moong = mung = green gram
Nutrameal Split Urad Dal,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,urad dal split
Nutrameal Split Washed Moong Dal,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,false,moong dal = green gram
Nutrameal Wairimu Beans,"PULSES - PEAS, LENTILS, BEANS",KENYAN HERITAGE BEANS,Unprocessed/Minimally processed foods,false,new subclass: KENYAN HERITAGE BEANS
Nutrameal Washed Urad Dal,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,urad dal (black gram lentil)
Nutrameal White Cowpeas,"PULSES - PEAS, LENTILS, BEANS",COWPEAS/CHORA,Unprocessed/Minimally processed foods,false,new subclass: COWPEAS/CHORA
Nutrameal Whole Nutmeg,HERBS AND SPICES,SPICES - NUTMEG,Unprocessed/Minimally processed foods,false,new subclass: SPICES - NUTMEG
Nutrameal Yellow Beans,"PULSES - PEAS, LENTILS, BEANS",YELLOW BEANS,Unprocessed/Minimally processed foods,false,new subclass: YELLOW BEANS
Nutrameal Yellow Grams Chana,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,chana = chickpea
NuVita Cereos Choco Chip Cereal,BREAKFAST CEREALS,FILLED CEREAL/POPS,Ultra-processed foods,false,new subclass: FILLED CEREAL/POPS
NuVita Cereos Honey Cinnamon Cereal,BREAKFAST CEREALS,FILLED CEREAL/POPS,Ultra-processed foods,false,new subclass: FILLED CEREAL/POPS
NuVita Cereos Oatmeal Cereal,BREAKFAST CEREALS,OATMEAL/PORRIDGE,Ultra-processed foods,false,new subclass: OATMEAL/PORRIDGE
NuVita Porridge Oats,BREAKFAST CEREALS,OATMEAL/PORRIDGE,Ultra-processed foods,false,new subclass: OATMEAL/PORRIDGE
Ola Hot Salsa Dipping Sauce,TABLE SAUCES,DIPPING SAUCE,Ultra-processed foods,false,new subclass: DIPPING SAUCE
Old El Paso Fajita Seasoning Mix,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,
Old El Paso Fajita Tomato Pep Mx,COOKING SAUCES,STIR FRY/ASIAN SAUCE,Ultra-processed foods,false,new subclass: STIR FRY/ASIAN SAUCE
Old El Paso Squeeze Guacamole,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,false,new subclass: SALSA/GUACAMOLE
Old El Paso Sqzy Chunck Salsa,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,false,new subclass: SALSA/GUACAMOLE
ONGA MCHUZI SPICY TOMATO,COOKING SAUCES,READY-TO-COOK MEAL SAUCE,Ultra-processed foods,false,new subclass: READY-TO-COOK MEAL SAUCE
Oomf Apple Pots,BREAKFAST CEREALS,FRUIT BREAKFAST POT,Ultra-processed foods,false,new subclass: FRUIT BREAKFAST POT
Oomf Banana Pots,BREAKFAST CEREALS,FRUIT BREAKFAST POT,Ultra-processed foods,false,new subclass: FRUIT BREAKFAST POT
Orley s Basil Leaves,HERBS AND SPICES,HERBS - BASIL,Unprocessed/Minimally processed foods,false,new subclass: HERBS - BASIL
Orley s Ground White Pepper,HERBS AND SPICES,SPICES - BLACK PEPPER,Unprocessed/Minimally processed foods,false,keyword rule -> SPICES - BLACK PEPPER
Orley s Herbs Marjoram Leaves,HERBS AND SPICES,HERBS - MARJORAM,Unprocessed/Minimally processed foods,false,new subclass: HERBS - MARJORAM
Orley s Herbs Mint Leaves Spices,HERBS AND SPICES,HERBS - MINT,Unprocessed/Minimally processed foods,false,new subclass: HERBS - MINT
Orley s Herbs Rosemary Leaves,HERBS AND SPICES,HERBS - BAY LEAVES,Unprocessed/Minimally processed foods,false,keyword rule -> HERBS - BAY LEAVES
Orley s Oregano Leaves,HERBS AND SPICES,HERBS - OREGANO,Unprocessed/Minimally processed foods,false,new subclass: HERBS - OREGANO
Orley s Parsley Leaves,HERBS AND SPICES,HERBS - PARSLEY,Unprocessed/Minimally processed foods,false,new subclass: HERBS - PARSLEY
Orley s Pure Ground Mixed Spices,HERBS AND SPICES,SPICES - MIXED SPICES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MIXED SPICES
Orley s Pure Ground Mustard,HERBS AND SPICES,SPICES - MUSTARD,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MUSTARD
Orley s Pure Mixed Herbs,HERBS AND SPICES,HERBS - MIXED HERBS,Unprocessed/Minimally processed foods,false,new subclass: HERBS - MIXED HERBS
Orley s Sage Leaves,HERBS AND SPICES,HERBS - SAGE,Unprocessed/Minimally processed foods,false,new subclass: HERBS - SAGE
ORLEY S SPICE CLOVES GRD,HERBS AND SPICES,SPICES - CLOVES,Unprocessed/Minimally processed foods,false,new subclass: SPICES - CLOVES
Orley s Spice Onion Powder,HERBS AND SPICES,SPICES - ONION POWDER,Unprocessed/Minimally processed foods,false,new subclass: SPICES - ONION POWDER
Orley s Spice Pure Ground Tandoori Masala,HERBS AND SPICES,SPICES - TANDOORI MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - TANDOORI MASALA
Orley s Thyme Leaves,HERBS AND SPICES,HERBS - THYME,Unprocessed/Minimally processed foods,false,new subclass: HERBS - THYME
Osterberg Ameln Frutb Al Vera,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,false,Osterberg Frutbar Aloe Vera fruit drink
Papillion Jellino,CANDY AND CONFECTIONERY,SWEETS/CANDY,Ultra-processed foods,false,Papillion Jellino jelly candy
Patak S Bhuna Sauce,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Patak S Brinjal Pickle,TABLE SAUCES,PICKLE,Ultra-processed foods,false,new subclass: PICKLE
Pataks Batli Curry Sauce,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Pataks Jalfrezi Curry Sauce,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Pataks Pickle Mango Mixed,TABLE SAUCES,PICKLE,Ultra-processed foods,false,new subclass: PICKLE
Pataks Vindaloo Curry Sauce,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Pearl Njahi Black Beans,"PULSES - PEAS, LENTILS, BEANS",BLACK BEANS (NJAHI),Unprocessed/Minimally processed foods,false,
Pearl Pulses Nyayo Beans,"PULSES - PEAS, LENTILS, BEANS",NYAYO BEANS,Unprocessed/Minimally processed foods,false,new subclass: NYAYO BEANS
Pearl Yellow Beans,"PULSES - PEAS, LENTILS, BEANS",YELLOW BEANS,Unprocessed/Minimally processed foods,false,new subclass: YELLOW BEANS
Peptang Choma Sauce,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,choma=grill marinade (Kenyan)
Peptang Fruity Brown Sauce,TABLE SAUCES,BROWN/WORCESTERSHIRE SAUCE,Ultra-processed foods,false,new subclass: BROWN/WORCESTERSHIRE SAUCE
Peptang Maple Syrup,JAM/OTHER SPREADS,SYRUP,Ultra-processed foods,false,new subclass: SYRUP
Peptang Masala Sauce,TABLE SAUCES,CHILLI/HOT SAUCE,Ultra-processed foods,false,Peptang spicy masala-flavoured sauce (Kenyan chilli sauce line)
Peptang Pet Orange Marmalade Fruit Jam,JAM/OTHER SPREADS,MARMALADE,Ultra-processed foods,false,keyword rule -> MARMALADE
Peptang Tomato And Onion Kachumbari Sauce,TABLE SAUCES,SALSA/GUACAMOLE,Ultra-processed foods,false,new subclass: SALSA/GUACAMOLE
Pietro Coricelli Arrabbiata Pasta Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Pietro Coricelli Napoletana Pasta Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Pietro Coricelli Pesto Sauce,COOKING SAUCES,PESTO,Ultra-processed foods,false,new subclass: PESTO
PIETRO RED PESTO SAUCE,COOKING SAUCES,PESTO,Ultra-processed foods,false,new subclass: PESTO
Proctor And Allan Quick Porridge Oats,BREAKFAST CEREALS,OATMEAL/PORRIDGE,Ultra-processed foods,false,new subclass: OATMEAL/PORRIDGE
Ragu Cheese Creation Six Cheese Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Chunky Sauteed Onion And Garlic Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Chunky Tomato Garlic And Onion Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Hearty Traditional Tomato Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Homemade Style Pizza Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Mama s Special Garden Chunky Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Mushroom And Green Pepper Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Mushroom Pasta Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Old World Style Marinara Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Old World Style Meat Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Ragu Old World Style Mushroom Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Real Thai Red Curry Paste,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Real Thai Spring Rolls Sauce,TABLE SAUCES,DIPPING SAUCE,Ultra-processed foods,false,
Robertson s Rice Spices,HERBS AND SPICES,SPICES - RICE SEASONING,Unprocessed/Minimally processed foods,false,
Robertsons Veggie Seasoning,HERBS AND SPICES,SPICES - SEASONING BLEND,Unprocessed/Minimally processed foods,false,
Roland Dijon Mustard Provencal Herbs,TABLE SAUCES,MUSTARD,Ultra-processed foods,false,new subclass: MUSTARD
Roland Premium English Mint Jelly,JAM/OTHER SPREADS,JELLY (NON-FRUIT),Ultra-processed foods,false,new subclass: JELLY (NON-FRUIT)
Royal Umbrella Oyster Sauce,COOKING SAUCES,OYSTER SAUCE,Ultra-processed foods,false,new subclass: OYSTER SAUCE
Royco Nyama Choma Spice,HERBS AND SPICES,SPICES - NYAMA CHOMA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - NYAMA CHOMA
Royco Wet Dry Fry Spice,HERBS AND SPICES,SPICES - DRY-FRY SPICE,Unprocessed/Minimally processed foods,false,new subclass: SPICES - DRY-FRY SPICE
Rufus Teague Honey Sweet Bbq Sauce,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,new subclass: BBQ SAUCE
Rufus Teague Meat Rub,HERBS AND SPICES,SPICES - MEAT/BBQ RUB,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MEAT/BBQ RUB
Rufus Teague Smoky Apple,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,Rufus Teague smoky apple BBQ
Rufus Teague Spicy Meat Rub,HERBS AND SPICES,SPICES - MEAT/BBQ RUB,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MEAT/BBQ RUB
Rufus Teague Spicy Steak Sauce,TABLE SAUCES,BROWN/WORCESTERSHIRE SAUCE,Ultra-processed foods,false,new subclass: BROWN/WORCESTERSHIRE SAUCE
Rufus Teague Steak Rub,HERBS AND SPICES,SPICES - MEAT/BBQ RUB,Unprocessed/Minimally processed foods,false,new subclass: SPICES - MEAT/BBQ RUB
Rufus Teague Steak Sauce,TABLE SAUCES,BROWN/WORCESTERSHIRE SAUCE,Ultra-processed foods,false,new subclass: BROWN/WORCESTERSHIRE SAUCE
Rufus Teague Sugar Free Slim Sweet,TABLE SAUCES,BBQ SAUCE,Ultra-processed foods,false,Rufus Teague = BBQ brand
SACLA CLASSIC BASIL PESTO,COOKING SAUCES,PESTO,Ultra-processed foods,false,new subclass: PESTO
Sacla Intenso Tomato And Garlic Pasta Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Sacla Intenso Tomato And Olive Pasta Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,new subclass: PASTA SAUCE
Sacla Italia Sun Dried Tomato Pesto,COOKING SAUCES,PESTO,Ultra-processed foods,false,new subclass: PESTO
Sacla Vegan Basil Pesto Sauce,COOKING SAUCES,PESTO,Ultra-processed foods,false,new subclass: PESTO
SACLA WILD ROCKET PESTO,COOKING SAUCES,PESTO,Ultra-processed foods,false,new subclass: PESTO
Safir Pizza Sauce,COOKING SAUCES,PASTA SAUCE,Ultra-processed foods,false,
SANTA MARIA FISH SAUCE,COOKING SAUCES,FISH SAUCE,Ultra-processed foods,false,new subclass: FISH SAUCE
SANTA MARIA OYSTER SAUCE,COOKING SAUCES,OYSTER SAUCE,Ultra-processed foods,false,new subclass: OYSTER SAUCE
Sante Fruit Granola,BREAKFAST CEREALS,GRANOLA,Ultra-processed foods,false,new subclass: GRANOLA
Sante Fruit Muesli,BREAKFAST CEREALS,MUESLI,Ultra-processed foods,false,new subclass: MUESLI
Sante Nut Cereal Flakes Granola With Nut,BREAKFAST CEREALS,GRANOLA,Ultra-processed foods,false,new subclass: GRANOLA
Sante Traditional Muesli,BREAKFAST CEREALS,MUESLI,Ultra-processed foods,false,new subclass: MUESLI
Sante Tropical Muesli,BREAKFAST CEREALS,MUESLI,Ultra-processed foods,false,new subclass: MUESLI
Sea Korus Premium Oyster Sauce,COOKING SAUCES,OYSTER SAUCE,Ultra-processed foods,false,new subclass: OYSTER SAUCE
Sesame Seeds,HERBS AND SPICES,SPICES - SESAME SEEDS,Unprocessed/Minimally processed foods,false,new subclass: SPICES - SESAME SEEDS
Shalimar Prawns Piri Piri Spice,HERBS AND SPICES,SPICES - PIRI PIRI BLEND,Unprocessed/Minimally processed foods,false,new subclass: SPICES - PIRI PIRI BLEND
Shalimar Vegetable Masala Spice,HERBS AND SPICES,SPICES - VEGETABLE MASALA,Unprocessed/Minimally processed foods,false,new subclass: SPICES - VEGETABLE MASALA
Shan Chicken Ginger Seasoning Mix,HERBS AND SPICES,SPICES - GINGER,Unprocessed/Minimally processed foods,false,keyword rule -> SPICES - GINGER
Shan Split White Urad Dal,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,urad dal
Shan White Urad Dal,"PULSES - PEAS, LENTILS, BEANS",LENTILS,Unprocessed/Minimally processed foods,false,urad dal
Sharwood Green Label Mango Chutney,TABLE SAUCES,CHUTNEY,Ultra-processed foods,false,new subclass: CHUTNEY
Sharwood Green Label Spread Mango Chutney,JAM/OTHER SPREADS,CHUTNEY,Ultra-processed foods,false,new subclass: CHUTNEY
Sharwood Hoisin Marinade Sauce,COOKING SAUCES,HOISIN SAUCE,Ultra-processed foods,false,new subclass: HOISIN SAUCE
Sharwood Jalfrezi Sauce,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Sharwood Korma Less Fat,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Sharwood Korma Sauce,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
Sharwood Real Oyster Sauce,COOKING SAUCES,OYSTER SAUCE,Ultra-processed foods,false,new subclass: OYSTER SAUCE
Sharwood Rogan Josh,COOKING SAUCES,CURRY SAUCE/PASTE,Ultra-processed foods,false,new subclass: CURRY SAUCE/PASTE
