product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form
FANTA ORANGE SODA,,,,,,,,,Drink,Liquid
FANTA PASSION JUICE,126,527,1,33.7,33.2,0.12,0.5,0.0149,Drink,Liquid
FARAGELLO PURE SACHECT TOM PAST,104,437,4,77,27,,0,,Tomato Puree,Paste
FARAGELLO TOMATO PASTE,104,437,4,77,27,,0,,Tomato Puree,Paste
FAYAZ BUTTER CHOCOLATE COOKIES,414,1732.18,3,69,48,17,0,0.155,Cookies,Solid
FAYAZ CHEESE CRACKERS,493,2062,7,63,14,24,3,1.092,Cheese Crackers,Solid
FAYAZ CHOCOLATE CHIP COOKIES,488,2041,5,58,0,28,2,0.364,Chocolate Chip,Solid
FAYAZ COCONUT COOKIES,488,2041,5,58,,28,2,0.361,Coconut Cookies,Solid
FENG QUI MAI FISH SAUCE,,,,,,,,,Fish Sauce,Liquid
FERRERO CHOCOLATE T24,,,,,,,,,,
FERRERO KINDER BUENO HAZELNUT CHOCOLATE,572,2384,8.6,49.5,41.2,37.3,2,,Chocolate,Solid
FERRERO KINDER BUENO WHITE CHOCOLATE,49.5,41.2,572,100,,,,,Food,
FERRERO KINDER JOY BOYS CHOCOLATE,545,2280,8,56.5,,32,,,Chocolate,Solid
FERRERO KINDER JOY GIRL CHOCOLATE,545,2280,8,56.5,,32,,,Chocolate,Solid
FERRERO RAFFALLEO CHOCOLATE,627,2623,7.4,38.6,33.6,48.3,,,Chocolate,Solid
FERRERO ROCHER ORIGINAL MILK CHOCOLATE,614,2554,6.2,46.2,45.4,44.4,,,Milk Chocolate,Solid
FERRERO ROCHER ROCHER T30 CHOCOLATE,595,2489.4,8.2,44,39.9,,,,Chocolate,Solid
FERRERO ROCHER T3 IMPORTED CHOCOLATES,595,2489.4,8.2,44,39.9,,,,Chocolate,Solid
FERRERO ROCHER WHITE HAZELNUT CHOCOLATE BAR,610,2538,9.2,44.9,44.7,43.4,,,Chocolate Bar,Solid
FESTIVA CAESAR DRESSING,,,,,,,,,,
FESTIVA FRENCH DRESSING,,,,,,,,,,
FESTIVA ITALIAN DRESSING,,,,,,,,,,
FESTIVA MAYONNAISE,,,,,,,,,,
FESTIVA PASTA SAUCE ITALIAN,,,,,,,,,,
FESTIVA YELLOW MUSTARD,,,,,,,,,,
FESTIVAL CHOCO VANILLA ESSENCE,,,,,,,,,Essence,Liquid
FESTIVAL CHOCOLATE ESSENCE,344.828,1441.38,6.89655,6.89655,,,3.44828,0.62069,Essence,Liquid
FESTIVAL CLEAR VANILLA ESSENCE,,,,,,,,,Essence,Liquid
FESTIVAL COCONUT ESSENCE,,,,,,,,,Essence,Liquid
FESTIVAL FOOD COLOUR BLACK,0,0,,2,,,,,Food Colour,Powder
FESTIVAL FOOD COLOUR CHOCOLATE BROWN,,,,,,,,,Food Colour,Powder
FESTIVAL FOOD COLOUR EGG YELLOW,358,1497,13,66,1,3,,0.029,Food Colour,Powder
FESTIVAL FOOD COLOUR GREEN,305,1276,,75,,,,,Food Colour,Powder
FESTIVAL FOOD COLOUR MAROON,,,,,,,,,Food Colour,Powder
FESTIVAL FOOD COLOUR ORANGE,305,1276,,75,,,,,Food Colour,Powder
FESTIVAL FOOD COLOUR PINK,100,418,1,9,8,6,,0.065,Food Colour,Powder
FESTIVAL FOOD COLOUR PURPLE,,,,,,,,,Food Colour,Powder
FESTIVAL FOOD COLOUR RASPBERRY RED,50,209,,13,10,,,0.005,Food Colour,Powder
FESTIVAL FOOD COLOUR RBERRY RED,,,,,,,,,Food Colour,Powder
FESTIVAL FOOD COLOUR SBERRY RED,,,,,,,,,Food Colour,Powder
FESTIVAL FOOD COLOUR TOMATO RED,,,,,,,,,Food Colour,Powder
FESTIVAL FOOD COLOURING STRAWBERRY RED,,,,,,,,,Food Colour,Powder
FESTIVAL LEMON AND LIME ESSENCE,,,,,,,,,Essence,Liquid
FESTIVAL LIQ FOOD CLR ORANGE,,,,,,,,,,
FESTIVAL LIQUID FOOD COLOR GOLDEN YELLOW,,,,,,,,,,
FESTIVAL LIQUID FOOD COLOUR RASPBERRY RED,,,,,,,,,Food Colour,Liquid
FESTIVAL ORANGE ESSENCE,250,1045,2.5,65,37.5,,7.5,,Essence,Liquid
FESTIVAL RED FOOD COLOUR,,,,,,,,,Food Colour,Liquid
FESTIVAL STRAWBERRY CRYSTAL JELLY,330.45,,0.09,98.4,91,,,8.00E-05,,Solid
FESTIVAL STRAWBERRY ESSENCE,,,,,,,,,Essence,Liquid
FESTIVAL TROPICAL CRYSTAL JELLY,330.45,,0.09,98.4,91,,,8.00E-05,,Solid
FESTIVAL VANILLA ESSENCE,,,,,,,,,Essence,Liquid
"FESTIVE TORTILLA WRAP - 8""""",308,1288,,47,3.2,6.6,,,Tortilla Wraps,Solid
FESTIVE TORTILLA WRAPS 10 PIECES,308,1288,,47,3.2,6.6,,,Tortilla Wraps,Solid
FINI BLACK AND RBERRIES DOYPACK,,,,,,,,,,
FINI CLOUDS MARSHMALLOW,328,1372,4,78,69,0,,,Marshmallow,Solid
FINI JELLY SHARKS CANDY,323,1373,6,76,52,,,,Sharks Candy,Solid
FINI MAGIC CARPET JELLY CANDY,340,1423,1.8,81,54,1,,,Jelly Candy,Solid
FINI MELLOWS TACO DIANA,,,,,,,,,,
FINI ROLLER CRAZY FIZZ,,,,,,,,,,
FINI SOUR LACES COLOUR SHOCK CANDY,338,1437,1.8,81,56,0.8,,,Fruit Candy,Solid
FINI SOUR WORMS GUMMY CANDY,323,1351,6,76,52,0,,,Gummy Candy,Solid
FINI STRAWBERRY FILLED CANDY,337,1410,1.6,81,51,0.8,,,Candy,Solid
FINI STRAWBERRY SOUR PENCILS JELLY X OF,359,1502,1.5,89,89,10,,,Sour Pencils,Jelly
FINI STRAWBERRY SUGAR JELLY KISSES CANDY,326,1363.98,4,79,58,,,,Candy,Solid
FISH WELL PRESERVED VEGETABLE PICKLED MUSTARD,57.1429,,2.85714,5.71429,2.85714,2.85714,2.85714,2,,
FIT CEREAL CHOCO RICE,391,1658,7.8,81,,3.5,3,0.22,,Solid
FIT CEREAL CORN FLAKES,391,1661,7.1,83,,3,1.5,0.7,,Solid
FIT CEREAL HONEY BALLS,390,1654,5.9,85,,2.5,1.3,0.224,,Solid
FIT CEREAL HONEY WHEAT,391,1655,8.2,78,,4.1,4.6,0.076,,Solid
FIT CHOCO RICE CEREAL,383,1602.47,7,80,0,3,,0.003,,
FITCH & LEEDS GRAPEFRUIT TONIC,,,,,,,,,,
FITCH AND LEEDES GINGER ALE SPARKLING DRINK,37,155,0.5,9,0.1,0.5,,,,
FITCH AND LEEDES INDIAN TONIC LITE SUGAR FREE,37,155,0.5,9,0.1,0.5,,,,
FITCH AND LEEDES LEMONADE SPARKLING DRINK,,,,,,,,,,
FITCH AND LEEDES PINK TONIC SPARKLING,2.62,11,0.3,2.5,0.5,0.1,0.5,0.005,Sparkling Drink,Liquid
FITCH AND LEEDES PINK TONIC SPARKLING ROSE AND CUCUMBER DRINK,169,707,0,10,7.1,0.1,,,,
FITCH AND LEEDS BLUE TONIC,28.91,121,0.3,7,7,0.1,0.5,0.005,Sparkling Drink,Liquid
FITCH LEEDES CLASSIC GINGER BEER,160,178,0.1,40,40,0.1,,0.041,Beer,Liquid
FITCH LEEDES CLASSICS PASSION FRUIT AND LEMON SPARKLING DRINK,174,728,,42,42,,,,Sparkling Drink,Liquid
FITCH LEEDES INDIAN TONIC SPARKLING DRINK,37,155,0.5,9,0.1,0.5,,,,
FIX 8 KOMBUCHA GING TURMERIC,,,,,,,,,,
FLORA FRYING SOLUTION COOKING OIL,,,,,,,,,,
FLORA SUNFLOWER COOKING OIL,,,,,,,,,,
FLORESTAL POP KISS BLACK COLA LOLLIPOP,77,322.168,1.5,19,40,9,,0.0077,Lollipop,Solid
FLORESTAL POP TATTOO PANICO TUTTI FRUTTI LOLLIPOP,400,1673.6,3.25,97.5,80,17.5,,,Lollipop,Solid
FLORESTAL ZOLLE STICK GREEN APPLE CHEWING CANDY,397.3,1662.3,1.4,92.1,58.1,2.6,,,Chewing Candy,Solid
FLORESTAL ZOLLE TUBINHOS STRAWBERRY CHEWABLE CANDY,370,1548.08,2,88,52,1,,0.035,Chewable Candy,Solid
FLORIDENT SUGAR FREE EXTRA WHITE CHEWING GUM,,,,,,,,,Chewing Gum,Solid
FLORIDENT SUGAR FREE SPEARMINT CHEWING GUM,,,,,,,,,Chewing Gum,Solid
FLOYDEEZ CARAMEL POPCORN,398,1665,1,90,,3.67,0.92,0.2,Popcorn,Solid
FLOYDEEZ CHOCOLATE POPCORN,273,1142.23,1,33,27,18,,,Popcorn,Solid
FLOYDEEZ CRUNCHY COCONUT POPCORN,503,2105,2.64,69,34,24,10,0.133,Popcorn,Solid
FLOYDEEZ HONEY&CHILLI PEANUTS,,,,,,,,,,
FLOYDEEZ POPCORN CARAMEL,273,1142.23,1,33,27,18,,,Popcorn,Solid
FLOYDEEZ POPCORN CHOCOLATE,477.778,1997.22,2.5,61.1111,50,26.1111,2.5,0.294444,Popcorn,Solid
FLOYDEEZ POPCORN LIMITED EDITION,,,,,,,,,,
FLOYDEEZ SALTED CARAMEL PEANUTS,,,,,,,,,,
FORCE PROTEIN BIRTHDAY CAKE BAR,,,,,,,,,,
FOXS CANDY BAG BERRIES,388,1623,0,92,75,0,,0.1,Candy,Solid
FOXS CRYSTAL CLEAR FRUITS CANDY,44.4444,1859.56,0,8.88889,8.88889,0,,0,Candy,Solid
FRAGATA BLACKBERRY MARMALADE,215,914,0.5,52,52,0,,,Spread,Paste
FRAGATA LA VIEJA FABRICA PEACH MARMALDE,224,952,0.5,55,55,,,,,
FREEGO ENERGY DRINK,,,,,,,,,,
FREEZ BLUE HAWAI MIX DRINK,,,,,,,,,Non- Alcoholic Drink,Liquid
FREEZ KIWI & LIME MIX DRINK,,,,,,,,,Non- Alcoholic Drink,Liquid
FREEZ LEMON & MINT DRINK,,,,,,,,,Non- Alcoholic Drink,Liquid
FREEZ LYCHEE MIX DRINK,,,,,,,,,Non- Alcoholic Drink,Liquid
FREEZ MANGO & PEACH MIX DRINK,,,,,,,,,Non- Alcoholic Drink,Liquid
FREEZ MOJITO STRAWBERRY MIX DRINK 275M,,,,,,,,,,
FREEZ POMEGRANATE MIX DRINK,,,,,,,,,Non- Alcoholic Drink,Liquid
FREEZ STRAWBERRY MIX DRINK,,,,,,,,,,
FRESH FRI VEGETABLE COOKING OIL,,,,,,,,,Food,
FRESH FRI VEGETABLE OIL,,,,,,,,,Food,
FRESKA WAFER BAR CHOCOLATE,,,,,,,,,,
FROSTI APPLE FRUIT DRINK,,,,,,,,,,
FROSTI GUAVA FRUIT DRINK,,,,,,,,,,
FROSTI MANGO FRUIT DRINK,,,,,,,,,,
FROSTI TROPICAL FRUIT DRINK,,,,,,,,,,
FRUIT DALE APPLE JUICE,47,196.6,0.2,11.5,11.5,,,0.009,Juice,Liquid
FRUIT DALE GUAVA JUICE,,,,,,,,,Juice,Liquid
FRUIT DALE MANGO JUICE,60,251.04,0.8,15,14,0.4,1.6,0.001,Juice,Liquid
FRUIT DALE MANGO MILK JUICE,113.274,473.894,2.65487,17.6991,14.6018,,,0.0442478,Juice,Liquid
FRUIT DALE ORANGE AND BANANA FRUITY MILK DRINK,72,301.248,1.6,10.4,,1,1.8,,,
FRUIT DALE PINEAPPLE FRUIT JUICE,51,213.38,0.4,12.67,,0.03,,,,
FRUIT DALE STRAWBERRY AND APPLE FRUITY MILK DRINK,68,284.512,1.9,10,,0.9,1.8,,,
FRUIT DALE TROPICAL MIX FRUIT JUICE,48,201,0.2,11.5,,0.1,,,Mix Fruit Juice,Liquid
FRUIT FULL PINACOLADA FRUIT JUICE,48,200.83,0.1,11.7,,0.1,0.2,,,
FRUIT FULL TEMBO BLACKBERRY AND GRAPE JUICE,62,259.408,2,13.8,7,0.7,7.6,0.001,,
FRUITDALE NECTAR PASSION FRUIT JUICE,,,,,,,,,Fruit Juice,Liquid
FRUITFULL PAK 1 LITRE MANGO,,,,,,,,,,
FRUITVILLE APPLE FRUIT DRINK,45,188.28,0,11,0,0,0,0.011,,
FRUITVILLE BERRY JUICE,48,200.832,0,12,7,0,,,,
FRUITVILLE CRANBERRY JUICE,47,196.6,0.4,12,12,,,0.002,Juice,Liquid
FRUITVILLE GUAVA FRUIT DRINK,48,200.8,,48,13,,,,Drink,Liquid
FRUITVILLE LEMON MINT AND CUCUMBER JUICE,,,,,,,,,,
FRUITVILLE MANGO JUICE,61,255.224,0.2,15,15,0,,0.004,,
FRUITVILLE ORANGE JUICE,110,460.24,2,26,22,1,0,0.015,,
FRUITVILLE PINEAPPLE JUICE,,,,,,,,,,
FRUITVILLE STRAWBERRY AND BANANA JUICE,,,,,,,,,,
FRUITVILLE TROPICAL JUICE,24,100.416,0,5,5,0,0,0,,
FRY'S CHOCOLATE CREAM,,,,,,,,,,
FRY'S ORANGE CREAM CHOCOLATE,,,,,,,,,,
FRY'S PEPPERMINT CREAM,,,,,,,,,,
GALAXY HAZELNUT CREAMY T MINI EGGS,,,,,,,,,,
GALAXY SMOOTH CARAMEL CHOCOLATE,,,,,,,,,,
GALAXY SMOOTH MILK CHOCOLATE,544,2273,7.3,55,54,32,,,Food,Solid
GALITO'S MILD PIRI-PIRI SAUCE,42,175.728,1.91,1,16.33,3,,0.004,Piri-Piri Sauce,Paste
GALITOS GARLIC PIRI-PIRI SAUCE,275,1150.6,,9,4,26,,,Piri-Piri Sauce,Paste
GALITOS HOT PIRI-PIRI SAUCE,40,167.36,1.91,3,1,2,,0.001,Piri-Piri Sauce,Paste
GALITOS LEMON AND HERB PIRI-PIRI SAUCE,120,502.08,1.91,42.1,16.33,0.14,,,Piri-Piri Sauce,Paste
GALITOS PREMIUM RESERVE PIRI-PIRI SAUCE,20,20,1,2,16.33,0.14,,,Piri-Piri Sauce,Paste
GARLIC POWDER,54,225.9,0.9,6,1.2,0.3,,0.026,Garlic Powder,Powder
GASTONE LAGO MINI ROLL COCOA WAFERS,507,2121,4.1,67.3,48.3,23.9,,,Wafers,Solid
GIBSON KENYA AA FINE GRIND MEDIUM ROAST ARABICA COFFEE,,,,,,,,,Coffee,Powder
GIBSONS HOUSEHOLD 100% ARABICA MEDIUM GRIND DARK ROAST COFFEE BEANS,,,,,,,,,Coffee Beans,Solid
GIBSONS INSTANT COFFEE STICK,2,8,0.1,0.3,,,,0.004,Coffee Stick,Powder
GIBSONS KAHAWA ECONOMY MEDIUM ROAST,,,,,,,,,,
GIBSONS KENYA GREATNESS INSTANT COFFEE,32,133.88,,,,,,,Instant Coffee,Powder
GIBSONS KENYA H MEDIUM GRIND,60,251.04,,16,16,,,0.015,Coffee,Solid
GIBSONS KENYA KAHAWA ECONOMY MEDIUM GRIND MEDIUM ROAST COFFEE,20,83.6,20,,,,,,Coffee,Powder
GIBSONS KENYAH GREATNESS INSTANT COFFEE,,,,,,,,,,
GILDA TOMATO PASTE,106,443,4.2,18.5,10.9,0.21,1.18,0.00025,Tomato Paste,Paste
GODSON ORGANICS CHIA SEED BLACK,135,669.44,3,14,,14,,,Chai Seeds,Solid
GODSON ORGANICS FLAX SEEDS/LIN SEEDS,,,,,,,,,,
GODSON ORGANICS QUINOA SEEDS,222,669.44,8,39,,3.7,5,,Quinoa Seeds,Solid
GODSON ORGANICS SESAME SEEDS,138,2631.73,4,12,,9,11,,Sesame Seeds,Solid
GOFRUT APPLE,,,,,,,,,Apple Fruit Drink,Liquid
GOFRUT APPLE JUICE,,,,,,,,,,
GOFRUT MANGO JUICE,,,,,,,,,,
GOLDEN BOURBON CREAM BISCUITS,,,,,,,,,Biscuits,Solid
GOLDEN BUTTER COOKIES,529.412,2215.06,5.88235,67.6471,,26.4706,,,Cookies,Solid
GOLDEN CASHEW COOKIES,,,,,,,,,,
GOLDEN CHOCO CHIPS COOKIES,,,,,,,,,,
GOLDEN COCO NICE BISCUITS,473,1979.03,7.5,72.8,,16.9,,,Biscuits,Solid
GOLDEN COCONUT COOKIES,,,,,,,,,,
GOLDEN DELICIOUS SHORTCAKE BISCUITS,346,1448,6.1,48.5,48.5,14.2,,,Biscuits,Solid
GOLDEN DIGESTIVE CLASSIC,493,2062.71,8,68,,21,,,Biscuits,Solid
GOLDEN DIGESTIVE CLASSIC BISCUITS,495,2071,6,67,16,12,3,0.27,,
GOLDEN DIGESTIVE HIGH FIBER BISCUITS,495,2071,6,67,16,12,3,0.27,,
GOLDEN FAMILY TEA BISCUIT,468.75,1962.5,9.375,78.125,,12.5,,0.328125,Biscuit,Solid
GOLDEN FAMILY TEA BISCUITS,469.05,1962.5,9.375,78.125,,12.5,,0.328125,Biscuits,Solid
GOLDEN FRY VEGETABLE COOKING OIL,47,196.648,,,,100,,,,
GOLDEN GINGER SNAPS BISCUITS,474,1990,4.2,71.8,34.2,18.4,,,Biscuits,Solid
GOLDEN HIGH FIBRE DIGESTIVE BISCUIT,495,2071.08,6,67,16,12,,0.27,Biscuit,Solid
GOLDEN MARIE BISCUITS,445,1861.88,8.4,78.9,21.9,10.7,,,Biscuits,Solid
GOLDEN NICE COCONUT BISCUITS,463,1937.19,6,76,30.5,15,3,0.016,Biscuits,Solid
GOLDEN PEANUT COOKIES,,,,,,,,,,
GOLDEN SCOTCH SHORT CAKE BISCUIT,333.333,1394.67,10,80,23.3333,16.6667,,,Biscuit,Solid
GOLDN PURE SOYA GOLD SOYBEAN OIL,900,3765.6,,,,100,,,Soybean Oil,Liquid
GONUTS SKINNED ROASTED PEANUTS,585,2447.64,23.68,21.51,,49.66,,,Roasted Peanuts,Solid
GORO NO 100 SPIRALI GRANDI,355,1507,13,71,3,1.5,,,Pasta,Solid
GORO NO 121 LASAGNE,351,1490,12,71,3,1.5,,,Pasta,Solid
GORO NO 43 PENNONI RIGATE,355,1487,13,71,3,1.5,,,Pasta,Solid
GORO NO 81 TAGLIATELLE,354,1481,7.5,76.5,2.5,1.5,,,Pasta,Solid
GOURMET MED ROAST BEANS COFFEE,,,,,,,,,Coffee Beans,Solid
GOURMET SAFARI COOKIES,,,,,,,,,Cookies,Solid
GOURMET SAFARI COOKIES S/,,,,,,,,,Cookies,Solid
GRAN LUCHITO CHIPOTLE SALSA,,,,,,,,,,
GRAN LUCHITO MANGO & HABANER SALSA,,,,,,,,,,
GRAN LUCHITO TOMATILLO SALSA,,,,,,,,,,
GRANORO CANNERONI NO 21 PASTA,355,1507,13,71,3,1.5,3,0,Pasta,Solid
GRANORO I CLASSICI NO.4 LINGUINI PASTA,355,1507,13,71,3,1.5,3,,Pasta,Solid
GRANORO IL PRIMO CANNELLONI PASTA,322,1347.25,11,60,2,2,,,Pasta,Solid
GRANORO INTEGRALE ORGANIC WHOLE WHEAT NO 12 SPAGHETTI PASTA,352,1472.77,11.5,67,3.4,2.4,0,0,Pasta,Solid
GRANORO N 13 SPAGHETTI VERMICELLI CLASSIC PASTA,355,1507,13,71,3,,3,,Pasta,Solid
GRANORO N 27 PENNE CLASSIC PASTA,355,1485,13,71,3,1.5,3,,Pasta,Solid
GRANORO N 32 SPIRALI CLASSIC PASTA,335,1402,13,71,3,1.5,,,Pasta,Solid
GRANORO N.41 GOMITI DEDICATO PASTA,335,1507,13,71,3,1.5,3,,Pasta,Solid
GRANORO NO 14 SPAGHETTI RISTO,355,1507,13,71,3,1.5,3,,Pasta,Solid
GRANORO NO 17 RIGATONI,355,1507,13,71,3,1.5,3,,Pasta,Solid
GRANORO NO 26 PENNE RIGATE,355,1507,13,71,3,1.5,3,,Pasta,Solid
GRANORO PAPPARDELLE NO 134 PASTA,355,1485,14,69,5,1.8,3.4,0,Pasta,Solid
GREEN & BLACK'S 70% DARK,,,,,,,,,,
GREEN & BLACK'S 85% DARK,,,,,,,,,,
GREEN & BLACK'S DARK CHOCO 60% GINGER,,,,,,,,,,
GREEN & BLACK'S DARK COOKING CHOCO,,,,,,,,,,
GREEN & BLACK'S MILK CHOCO BUTTERSCOTCH,,,,,,,,,,
GREEN & BLACK'S MILK CHOCOLATE BAR,,,,,,,,,,
GREEN & BLACK'S ORGANIC MINT CHOCOLATE,,,,,,,,,,
GREEN FOREST CASHEW NUTS,581,2430.9,16.8,30.2,,47.8,3.3,0.308,Cashew Nuts,Solid
GREEN FOREST DRY SALTED AND ROASTED CASHEW NUTS,621,2566,17,30,4.9,48,3.2,0.26,Cashew Nuts,Solid
GREEN FOREST RAW CASHEW NUTS,581,2430.9,16.8,30.2,,47.8,3.3,0.308,Cashew Nuts,Solid
GREEN FOREST ROASTED AND SALTED CASHEW NUTS,621,2566,17,30,4.9,48,3.2,0.26,Cashew Nuts,Solid
GREEN FOREST ROASTED AND SALTED PEELED PEANUTS,580,2426.72,30,2,2,49,,0.459,Peeled Peanuts,Solid
GREEN FOREST ROASTED AND SALTED UNPEELED PEANUTS,620,2594.08,23.3333,10,3.33333,50,6.66667,,Unpeeled Peanuts,Solid
GREEN FOREST SALTED PEELED PEANUTS,580,2426.72,30,2,2,49,,0.459,Peeled Peanuts,Solid
GREEN FOREST UNPEELED PEANUTS,607.143,2540.29,28.5714,17.8571,3.57143,50,7.14286,0.0178571,Unpeeled Peanuts,Solid
GREEN FOREST UNPEELED ROASTED AND SALTED PEANUTS,634,2653,26,20,4.1,50,8.6,0.26,Peanuts,Solid
GREEN& BLACK'S HAZELNUT & CURRENT DARK CHOCO,,,,,,,,,,
GREENLIFE SANDWICH SEA SEDGE,,,,,,,,,Sandwich,Solid
GREENS CARMELLE VANILLA DESSERT MIX PUDDING,88,374,2.8,15.7,13.7,1.4,,0.13,Dessert Mix Pudding,Liquid
GUAI XI FU PEPPER CHICKEN FEET,121,508,12.2,,,8.1,,1.8,Chicken Feet,Solid
GURU AROMATIC BIRYANI RICE,357,1493,8.6,79,,0.9,1.3,0.0041,Biryani Rice,Solid
GURU LONG GRAIN WHITE RICE,158,663,3,36,,0.2,2,0.004,Rice,Solid
GURU PARBOILED RICE,347,1451,9,78,,1,,,Rice,Solid
GURU PISHORI BASMATI RICE,180,7531,6,57,,0.5,1.8,0.00032,Rice,Solid
GURU PREMIUM BLEND PISHORI RICE,349,1425,8,77,0,0,0,0,Pishori Rice,Solid
GURU PREMIUM BLENDED PISHORI RICE,349,1425,8,77,0,0,0,0,Pishori Rice,Solid
GURU PREMIUM BLENDED VARITY PISHORI RICE,349,1425,8,77,0,0,0,0,Pishori Rice,Solid
GURU PURE KENYA PISHORI RICE,180,7531,6,57,,0.5,1.8,0.00032,Rice,Solid
GURU SPECIAL BASMATI RICE,365,1527,7.1,80,,0.7,1.8,0.00054,Rice,Solid
GUYLIAN 72% COCOA RASPBERRY DARK CHOCOLATE BAR,541,2263.54,9.4,27.5,23.1,39.8,,0.008,Dark Chocolate Bar,Solid
GUYLIAN CARAMEL ALMOND MILK CHOCOLATE BAR,548,2292.83,9.3,48.7,47.6,34.1,,0.094,Chocolate Bar,Solid
GUYLIAN MILK BAR SUGAR FREE,486,2040,8.4,27.8,10.5,40.3,,0.09,Milk Chocolate,Solid
GUYLIAN MILK CHOCO SCARAMEL BAR,539,2258,8.6,52,51,32,,,Milk Chocolate,Solid
GUYLIAN OPUS LUXURY ASSORTMENT BELGIAN CHOCOLATES GIFT BOX,555,2319,7.7,50,48,36,,,Chocolates Gift Box,Solid
GUYLIAN PRALINE HEARTS,,,,,,,,,,
GUYLIAN PREMIUM DARK 72% BELGIAN CHOCOLATE BAR,516,2159,9,30,24,40,,0.004,Chocolate Bar,Solid
GUYLIAN SEA HORSE CHOCOLATE,,,,,,,,,,
GUYLIAN SEA HORSE PRALINES BELGIAN CHOCOLATES,552,2310,7.5,52,51,34,,,Chocolate,Solid
GUYLIAN SEA HORSES CARAMEL CHOCOLATE,,,,,,,,,,
GUYLIAN SEA SHELL CON STORE TRAY,552,2312,7.8,50,49,35,,,Belgian Chocolates,Solid
GUYLIAN SEA SHELLS ARTISANAL BELGIAN CHOCOLATES,555,2319,7.7,50,48,36,,,Chocolates,Solid
GUYLIAN SEA SHELLS BELGIAN CHOCOLATES GIFT BALLOTIN,587,2440,7,45,44,28,,,Chocolates Gift Ballotin,Solid
GUYLIAN TEMPTATIONS MIX,,,,,,,,,,
GUYLIAN TEMPTATIONS MIX IMPULSE,,,,,,,,,,
GUYLIAN TEMPTATIONS ORIGINAL CHOCOLATE HAZELNUT PRALINE FILLING,,,,,,,,,,
HADAY DARK SOYA SAUCE,126,527.18,7,21,8,,,1.64,Dark Soy Sauce,Liquid
HADAY FISH SOY SAUCE,,,,,,,,,Soy Sauce,Paste
HADAY GARLIC PASTE,,,,,,,,,Garlic And Chilli Sauce,Paste
HADAY SOYBEAN SAUCE,137,575,9.3,16.6,11.9,,,,Soybean Sauce,Paste
HAILONG SWEET POTATO NOODLES,115.929,485.048,6.19469,13.2743,,2.65487,,,Noodles,Solid
HALDIRAM'S ORANGE SOAN PAPADI,490,2050.16,5.33,65.35,46.06,23.06,0.62,0.008,Soan Papadi,Solid
HALDIRAM'S SOAN PAPDI,523.81,2190.48,4.7619,66.6667,47.619,23.8095,0,0.00952381,Soan Papdi,Solid
HAMLET ASSORTMENT WHITE BELGIAN CHOCOLATE,,,,,,,,,Chocolate,Solid
HAMLET BELGIAN CHOCOLAT CUPIDO,523,2188,6.2,56,53,30,,,Cupido Chocolate,Solid
HAMLET BELGIAN CHOCOLATE,526,2201,5.5,45,44,36,,,Pralines Chocolate,Solid
HAMLET CHESTERFIELD LINE BLACK CHOCOLATE,526,2201,6.2,56,54,30,,,Black Chocolate,Solid
HAMLET CHOCOLATE IMAGE LINE RED,526,2201,6.2,56,54,30,,,Belgian Chocolate,Solid
HAMLET CHOCOLATE STICKS ORANGE,511,2130,7,61,59,26,,,Orange Chocolate Sticks,Solid
HAMLET COOKING CHOCOLATE DARK,554,2320,6,43,39,38,,,Dark Chocolate,Solid
HAMLET CUPIDO IRISH WHISKEY AND CREAM CHOCOLATE,469,1920,2.8,57,51,21,,,Chocolate,Solid
HAMLET EXCELCIUM ASSORTMENT RED PRALINES CHOCOLATE,472,1975,6.2,63,47,21,0,,Chocolate,Solid
HAMLET EXCELCIUM CHOCO AS BLAC,,,,,,,,,463Kcal,50g
HAMLET EXCELCIUM GPRALINE ASSO,465,1946,6.1,64,48,20,,,Excelsium Pralines Chocolate,Solid
HAMLET EXCELLENT CHOCOLATE BOX,526,2200,6.2,55.5,53.5,,30.4,,Chocolate Box,Solid
HAMLET EXCELLENT LINE GOLD BOX,526,2201,6.2,56,54,30,,,Belgian Chocolate,Solid
HAMLET GOLD EURO COINS CHOCOLATE,524,2194,6,62,53,28,,,Chocolate,Solid
HAMLET LOVE CHOCOLATE BOX,526,2201,6.2,56,54,30,,,Love Line Chocolate,Solid
HAMLET MILK CHOCO FLAKE TRUFFLE,601,2515,4.1,50,49,43,,,Truffle Chocolate,Solid
HAMLET ROYAL MINTS,457,1910,3.5,70,68,17,,,Mint Chocolate,Solid
HAMLET ROYAL ORANGE MINTS,457,1910,3.5,70,61,17,,,Orange Mint Chocolate,Solid
HAMLET SEA SHELL CHOCOLATE BOX,560,2343,4,58,57,35,,,Sea Shells Chocolate,Solid
HAMLET SEA SHELL HAZELNUT FILL,553,2314,3.9,50,49,37,,,Hazelnut Fill Belgian Chocolate,Solid
HAMLET SEASHELL HAZELNUT FILLING CHOCOLATE,553,2314,3.9,50,49,37,,,Chocolate,Solid
HAMLET SELECTION CHOCOLATE,512,2140,6.2,58,,28,,,Chocolate,Solid
HAMLETS CHOCOLAS HAZELNUT,536,2243,7,54,46,32,,,Crispy Hazelnut Chips,Solid
HAMLETS CHOCOLAS MILK,533,2230,6.9,55,45,31,,,Milk Chocolate Chips,Solid
