source_dataset,source_row_ids,merged_duplicate_count,product_name,normalized_name,package_size,portion_type,portion_basis,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,saturated_fat_g,trans_fat_g,fibre_g,sodium_g,salt_g,calcium_mg,sub_type,form,category,flavour,additives,data_quality_flags
all_categories_combined,3369,1,Airheads White Mystery Candy Bar 15.6g,AIRHEADS WHITE MYSTERY CANDY BAR,Pack size : 15.6g,Average Nutritional Value As Per 15.6g,PER_15.6G_SCALED,384.615,1608.97,0,96.1538,70.5128,0,,,,,,,Candy Bar,Solid,Food,,,missing_sodium
all_categories_combined,335,1,Ajab All Purpose Flour 2kg,AJAB ALL PURPOSE FLOUR,Pack size : 2kg,Average Nutritional Value As Per 125g,PER_125G_SCALED,364,1522.4,10.4,76,0.24,0.96,,,2.72,0.002,0.005,,All Purpose Flour,Powder,All Purpose Flour,,,salt_derived_from_sodium
all_categories_combined,345,1,Ajab Fortified All Purpose Home Baking Flour 1Kg,AJAB FORTIFIED ALL PURPOSE HOME BAKING FLOUR,Pack size : 1Kg,Average Nutritional Value As Per 100g,PER_100G,252,1054.36,8.4,51,1.9,1.6,,,,,,,Baking Flour,Powder,Food,,,missing_sodium
all_categories_combined,355,1,Ajab Fortified Atta Mark 1 Flour 2Kg,AJAB FORTIFIED ATTA MARK 1 FLOUR,,Average Nutritional Value As Per 125g,PER_125G_SCALED,364,1522.4,10.4,76,0.24,0.96,,,2.72,0.002,0.005,,Flour,Powder,Food,,,salt_derived_from_sodium
all_categories_combined,346,1,Ajab Fortified Mandazi Flour 2Kg,AJAB FORTIFIED MANDAZI FLOUR,,Average Nutritional Value As Per 1g,PER_1G_SCALED,300,1250,10,50,,10,,,,0.32,0.8,,Mandazi Flour,Powder,Food,,,missing_sugar|salt_derived_from_sodium
all_categories_combined,434,1,Ajab Maize Meal Flour 2Kg,AJAB MAIZE MEAL FLOUR,Pack size : 2Kg,Average Nutritional Value As Per 100g,PER_100G,351,1491,7.8,77.7,0.5,0.8,,,1,,,,Maize Meal Flour,Powder,Food,,,missing_sodium
all_categories_combined,2469,1,Al Jazira Extra Virgin Olive Oil 100ml,AL JAZIRA EXTRA VIRGIN OLIVE OIL,Pack size : 100ml,Average Nutritional value As Per 100g,PER_100G,900,3700,,,,100,,,,,,,Olive Oil,Liquid,Food,Olive,,missing_sodium|missing_sugar
all_categories_combined,2456|2458,2,Allegro Extra Virgin Olive Oil 500ml,ALLEGRO EXTRA VIRGIN OLIVE OIL,Pack size : 500ml,Average Nutritional Value As Per 100g,PER_100G,900,3765.6,,,,100,,,,,,,Olive Oil,Liquid,Food,,,missing_sodium|missing_sugar
all_categories_combined,4371,1,Alpenliebe Chocolate Caramel Eclairs Candy 144g,ALPENLIEBE CHOCOLATE CARAMEL ECLAIRS CANDY,,,ASSUMED_PER_100G,3.9,407.7,0.05,1705.82,84.4,66.5,,,,0.84,2.1,,,,Caramel,Eclairs Candy,,assumed_per_100g_missing_portion|sodium_derived_from_salt
all_categories_combined,4364,1,Alpenliebe Gold Cream Strawberry Candy 144g,ALPENLIEBE GOLD CREAM STRAWBERRY CANDY,Pack size : 144g,Average Nutritional Value As Per 100g,PER_100G,417,1744,0.2,88,71,6.8,,,,0.22,0.55,,Candy,Solid,Food,Strawberry,,salt_derived_from_sodium
all_categories_combined,1069,1,Alvaro Malt Drink 330ml,ALVARO MALT DRINK,Pack size : 330ml,Average Nutritional Value As Per 100ml,PER_100ML,126,527.184,3.2,14.3,9.3,6.3,,,,,,,Malt Drink,Liquid,Beverage,,,missing_sodium
all_categories_combined,435,1,Amaize Maize Meal Flour 2Kg,AMAIZE MAIZE MEAL FLOUR,Pack size : 2kg,Average Nutritional Value As Per 100g,PER_100G,92,388,2.2,21.5,,21.5,,,0.8,,,,Maize Meal Flour,Solid,Food,Maize,,missing_sodium|missing_sugar
all_categories_combined,799|860,2,Amana Basmati Rice 5Kg,AMANA BASMATI RICE,Pack size : 5Kg,Average Nutritional Value As Per 100g,PER_100G,365,1527,7.1,80,,0.7,,,1.8,0.00054,0.00135,,Rice,Solid,Food,,,missing_sugar|salt_derived_from_sodium
all_categories_combined,924,1,Amana Healthy Goodness Long Grain Basmati Rice 2Kg,AMANA HEALTHY GOODNESS LONG GRAIN BASMATI RICE,Pack size : 2Kg,Average Nutritional Value As Per 100g,PER_100G,349,1485,8.7,77.8,,0.7,,,0.8,,,,Basmati Rice,Solid,Food,,,missing_sodium|missing_sugar
all_categories_combined,673,1,Amana Nyayo Beans 1Kg,AMANA NYAYO BEANS,Pack size : 1kg,Average Nutritional Value As Per 100g,PER_100G,347,1451.85,23,62,,,,,16,0.015,0.0375,,Nyayo Beans,Solid,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,702,1,Amana Premium Basmati Rice 2Kg,AMANA PREMIUM BASMATI RICE,Pack size : 2Kg,Average Nutritional Value As Per 100g,PER_100G,350,1464,8.8,78,,,,,1.6,0.0017,0.00425,,Rice,Solid,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,830|851,2,Amana Premium Pishori Rice 1Kg,AMANA PREMIUM PISHORI RICE,Pack size : 1Kg,Average Nutritional Value As Per 100g,PER_100G,351,1491,7.8,77.7,0.5,0.8,,,1,,,,Pishori Rice,Solid,Food,,,missing_sodium
all_categories_combined,649,1,Amana Rosecoco Beans 1Kg,AMANA ROSECOCO BEANS,Pack size : 1Kg,Average Nutritional Value As Per 100g,PER_100G,260,1120,21,46,3.5,2.7,,,12.5,0,0,,Rosecoco Beans,Solid,Food,,,sodium_derived_from_salt
all_categories_combined,577,1,Amana Yellow Beans 1Kg,AMANA YELLOW BEANS,Pack size : 1kg,Average Nutritional Value As Per 100g,PER_100G,347,1451.85,23,62,,,,,16,0.015,0.0375,,Yellow Beans,Solid,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,1320,1,Amazon Tomato Ketchup 340g,AMAZON TOMATO KETCHUP,Pack size : 340g,Average Nutritional Value As Per 100g,PER_100G,110,460,1.1,26.3,15.9,0.1,,,0.24,0.412,1.03,,Ketchup,Liquid,Food,,,salt_derived_from_sodium
all_categories_combined,1471,1,AMERICAN G.CREA.RANCH DRESSING267ML,AMERICAN G CREA RANCH DRESSING267ML,Pack size : 267ml,Average Nutritional Value As Per 30g,PER_30G_SCALED,466.667,1952.33,0,6.66667,3.33333,50,,,0,0.733333,1.83333,,Ranch Dressing and Dip,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,1157,1,AMERICAN G. KETCHUP HOT & SPICY567G,AMERICAN G KETCHUP HOT SPICY567G,Pack size : 567g,Average Nutritional Value As Per 17g,PER_17G_SCALED,117.647,491.765,0,29.4118,23.5294,0,,,0,0.882353,2.20588,,Ketchup,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,1527|1528,2,American Garden Apple Cider Vinegar 473ml,AMERICAN GARDEN APPLE CIDER VINEGAR,Pack size : 473ml,Average Nutritional Value As Per 100ml,PER_100ML,70,292.88,,0.3,0.1,,,,,,,,Vinegar,Liquid,Food,,,missing_sodium|missing_total_fat
all_categories_combined,1488,1,American Garden Italian Marinade And Salad Dressing 267ml,AMERICAN GARDEN ITALIAN MARINADE AND SALAD DRESSING,Pack size : 267ml,Average Nutritional Value As Per 100g,PER_100G,80,334.72,,3,3,8,,,,0.53,1.325,,Salad Dressing,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,1371,1,American Garden Lite Mayonnaise 237ml,AMERICAN GARDEN LITE MAYONNAISE,Pack size : 237ml,Average Nutritional Value As Per 100g,PER_100G,150,628,,,,,,,,0.045,0.1125,,Mayonnaise,Paste,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,1347,1,American Garden Mayonnaise 237ml,AMERICAN GARDEN MAYONNAISE,Pack size : 237ml,Average Nutritional Value As Per 100g,PER_100G,309,1292,0.93,8.98,4.91,29.9,,,0.23,1.7,4.25,,Mayonnaise,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,1388,1,American Garden Mayonnaise Lite 887ml,AMERICAN GARDEN MAYONNAISE LITE,Pack size : 887ml,Average Nutritional Value As Per 100g,PER_100G,45,188.28,,1,1,,,,,0.105,0.2625,,Mayonnaise,Paste,Food,,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,2278,1,American Garden Mushroom Pasta Sauce 397g,AMERICAN GARDEN MUSHROOM PASTA SAUCE,Pack size : 397g,Average Nutritional Value As Per 127g,PER_127G_SCALED,47.2441,197.638,1.5748,8.66142,5.51181,0.787402,,,2.3622,0.346457,0.866142,,Sauce,Paste,Food,Mushroom,,salt_derived_from_sodium
all_categories_combined,3727,1,American Garden Popcorn Butter 273G,AMERICAN GARDEN POPCORN BUTTER,Pack size : 273g,Average Nutritional Value As Per 33g,PER_33G_SCALED,484.848,2027.27,,57.5758,,24.2424,,,,0.969697,2.42424,,Popcorn,Solid,Food,Butter,,missing_sugar|salt_derived_from_sodium
all_categories_combined,1453,1,American Garden Spicy Brown Mustard 340g,AMERICAN GARDEN SPICY BROWN MUSTARD,Pack size : 340g,Average Nutritional Value As Per 100g,PER_100G,5,20.92,4,,,,,,,0.065,0.1625,,Mustard,Paste,Food,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,1301|1305,2,American Garden Tomato Ketchup 567g,AMERICAN GARDEN TOMATO KETCHUP,Pack size : 567g,Average Nutritional Value As Per 100g,PER_100G,88,368.192,0,23,2,0,,,0,0,0,,Ketchup,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,1428,1,American Garden Worcestershire Sauce 295ml,AMERICAN GARDEN WORCESTERSHIRE SAUCE,Pack size : 295ml,Average Nutritional Value As Per 5ml,PER_5ML_SCALED,100,418.4,,20,20,,,,,1.2,3,,Worcestershire Sauce,Paste,Food,,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,1461,1,American Garden yellow mustard Squeeze 227g,AMERICAN GARDEN YELLOW MUSTARD SQUEEZE,Pack size : 227g,Average Nutritional Value As Per 5g,PER_5G_SCALED,0,0,0,0,0,0,,,0,1.2,3,,Mustard,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,1238,1,American Gourmet Barbeque Sauce 510g,AMERICAN GOURMET BARBEQUE SAUCE,Pack size : 510g,Average Nutritional Value As Per 100g,PER_100G,50,209.2,,13,11,,,,,0.34,0.85,,Sauce,Paste,Food,,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,1459,1,American Gourmet Dijon Mustard 370g,AMERICAN GOURMET DIJON MUSTARD,Pack size : 370g,Average Nutritional Value As Per 100g,PER_100G,149,623.416,7.2,3.2,2.7,11.5,,,,,,,Mustard,Paste,Food,,,missing_sodium
all_categories_combined,1490,1,AMERICAN GOURMET ITALIAN DRESS237G,AMERICAN GOURMET ITALIAN DRESS237G,Pack size : 237ml,Average Nutritional Value As Per 100g,PER_100G,283,1184.07,0,10,8,28,,,,1.642,4.105,,Italian Dressing,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,312,1,AMERICAN GOURMET PANCAKE SYRUP 710G,AMERICAN GOURMET PANCAKE SYRUP,Pack size : 710g,Average Nutritional Value As Per 59ml,PER_59ML_SCALED,57.6271,241.102,0,88.1356,57.6271,0,,,0,0.040678,0.101695,,Pancake Syrup,Liquid,Food,,,salt_derived_from_sodium
all_categories_combined,1378,1,American Gourmet Regular Mayonnaise 237g,AMERICAN GOURMET REGULAR MAYONNAISE,Pack size : 237g,Average Nutritional Value As Per 100g,PER_100G,174,728,0.2,0,1.7,15.3,,,0.1,0.745,1.8625,,Mayonnaise,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,4156,1,Amigos Cheese And Onion Potato Chips 100G,AMIGOS CHEESE AND ONION POTATO CHIPS,Pack size : 100g,Average Nutritional Value As Per 100g,PER_100G,533,2230.07,6,53,2,32,,,,1.2,3,,Potato Chips,Solid,Food,"Cheese, Onion",,salt_derived_from_sodium
all_categories_combined,4062,1,Amigos Chilli Twists Pellets Potato 30g,AMIGOS CHILLI TWISTS PELLETS POTATO,Pack size : 30g,Average Nutritional Value As Per 100g,PER_100G,149,623.416,2.3,18,1.3,7.7,,,1,0.184,0.46,,Pellets Potato,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,4063,1,Amigos Design Chilli Pellets Chips 30G,AMIGOS DESIGN CHILLI PELLETS CHIPS,Pack size : 30g,Average Nutritional Value As Per 100g,PER_100G,342,1430,10,75,,0.2,,,,,,,Chips,Solid,Food,Chilli,,missing_sodium|missing_sugar
all_categories_combined,4182,1,Amigos Design Salted Pellets 100G,AMIGOS DESIGN SALTED PELLETS,Pack size : 100g,Average Nutritional Value As Per 15g,PER_15G_SCALED,1333.33,5578.67,0,266.667,0,0,,,0,0.166667,0.416667,,Potato Pellets,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,4064,1,Amigos Design Salted Pellets Chips 30g,AMIGOS DESIGN SALTED PELLETS CHIPS,Pack size : 30g,Average Nutritional Value As Per 100g,PER_100G,554,2317,7,51.7,2.6,35.5,,,,0.51,1.275,,Chips,Solid,Food,Potato,,salt_derived_from_sodium
all_categories_combined,4331,1,Amigos Fried Cashew Nuts 100g,AMIGOS FRIED CASHEW NUTS,Pack size : 100g,Average Nutritional Value As Per 100g,PER_100G,621,2566,17,30,4.9,48,,,3.2,0.26,0.65,,Fried Cashew Nuts,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,2924|2930,2,Amigos Gathia Nuts 50G,AMIGOS GATHIA NUTS,Pack size : 50G,Average Nutritional Value As Per 100g,PER_100G,519.7,2174.42,18.2,47.8,1.5,28.5,,,,,,,Gathia,Solid,Food,,,missing_sodium
all_categories_combined,2954,1,Amigos Indian Nuts Chevda 500g,AMIGOS INDIAN NUTS CHEVDA,Pack size : 500g,Average Nutritional value As Per 100g,PER_100G,512,5142,8,55.5,15,28.62,,,1.3,0.78,1.95,,Chevda,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,4219,1,Amigos Nduma Chips 200G,AMIGOS NDUMA CHIPS,Pack size : 200g,Average Nutritional Value As Per 100g,PER_100G,470,1966.48,7,60,4,20,,,,0.001,0.0025,,Chips,Solid,Food,Nduma,,salt_derived_from_sodium
all_categories_combined,2926|2932|2940,3,Amigos Nuts Chevda 50g,AMIGOS NUTS CHEVDA,Pack size : 50g,Average Nutritional value As Per 100g,PER_100G,512,5142,8,55.5,15,28.62,,,1.3,0.78,1.95,,Chevda,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,2610|2615,2,Amigos Premium Suvadana Mouth Freshener 120g,AMIGOS PREMIUM SUVADANA MOUTH FRESHENER,Pack size : 120g,Average Nutritional Value As Per 100g,PER_100G,389,1627.58,2.2,84,62,5,,,8.06,0.0694,0.1735,,Mouth Freshener,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,4087,1,Amigos Ready Salted Potato Chips 50G,AMIGOS READY SALTED POTATO CHIPS,Pack size : 50g,Average Nutritional Value As Per 36g,PER_36G_SCALED,536.111,2243.09,5.55556,47.2222,,36.1111,,,,0.763889,1.90972,,Potato Chips,Solid,Food,,,missing_sugar|salt_derived_from_sodium
all_categories_combined,4153|4221,2,Amigos Resdy Salted Potato Chips 100G,AMIGOS RESDY SALTED POTATO CHIPS,Pack size : 100g,Average Nutritional Value As Per 36g,PER_36G_SCALED,536.111,2243.09,5.55556,47.2222,,36.1111,,,,0.763889,1.90972,,Potato Chips,Solid,Food,,,missing_sugar|salt_derived_from_sodium
all_categories_combined,4343,1,Amigos Roasted Cashewnuts 200g,AMIGOS ROASTED CASHEWNUTS,Pack size : 200g,Average Nutritional Value As Per 100g,PER_100G,157,657,5.2,8.6,,12,,,0.9,0.0034,0.0085,,Cashewnuts,Solid,Food,,,missing_sugar|salt_derived_from_sodium
all_categories_combined,4086|4157,2,Amigos Salt And Vinegar Potato Chips 50G,AMIGOS SALT AND VINEGAR POTATO CHIPS,Pack size : 50g,Average Nutritional Value As Per 30g,PER_30G_SCALED,490,2050.16,3.33333,56.6667,,23.3333,,,,,,,Potato Chips,Solid,Food,"Salt, Vinegar",,missing_sodium|missing_sugar
all_categories_combined,4183,1,Amigos Salted Matoke Chips 100G,AMIGOS SALTED MATOKE CHIPS,Pack size : 100g,Average Nutritional Value As Per 100g,PER_100G,519,2171.5,2,58,35,32,,,,0.006,0.015,,Chips,Solid,Food,Matoke,,salt_derived_from_sodium
all_categories_combined,2974,1,Amigos Simsim Nuts Chikki 50g,AMIGOS SIMSIM NUTS CHIKKI,Pack size : 50g,Average Nutritional Value As Per 100g,PER_100G,110,509,8,2129.6,66.23,23.5,,,,,,,Chikki,Solid,Food,,,missing_sodium
all_categories_combined,2601|2614,2,Amigos Suvadana Mouth Freshener 150g,AMIGOS SUVADANA MOUTH FRESHENER,Pack size : 150g,Average Nutritional Value As Per 100g,PER_100G,389,1627.58,2.2,84,62,5,,,8.06,0.0694,0.1735,,Mouth Freshener,Solid,Food,,,salt_derived_from_sodium
all_categories_combined,527,1,Aquaclear Purified Drinking Water 500Ml,AQUACLEAR PURIFIED DRINKING WATER,Pack size : 500Ml,Average Nutritional Value As Per 100ml,PER_100ML,0,0,,,,,,,,0.025,0.0625,,Drinking Water,Liquid,Beverage,,,missing_sugar|missing_total_fat|salt_derived_from_sodium
all_categories_combined,549,1,Aquamist Apple Flavoured Water 500Ml,AQUAMIST APPLE FLAVOURED WATER,Pack size : 500Ml,Average Nutritional Value As Per 100ml,PER_100ML,1.4,75.312,,4,,,,,,0.01462,0.03,,Mineral Water,Liquid,Beverage,Apple,,missing_sugar|missing_total_fat
all_categories_combined,523,1,Aquamist Lemon Flavoured Water 500Ml,AQUAMIST LEMON FLAVOURED WATER,Pack size : 500Ml,Average Nutritional Value As Per 100ml,PER_100ML,1.4,669.44,,9,,,,,,0.01462,0.03,,Mineral Water,Liquid,Beverage,Lemon,,missing_sugar|missing_total_fat
all_categories_combined,548,1,Aquamist Mango Flavoured Water 500ml,AQUAMIST MANGO FLAVOURED WATER,Pack size : 500Ml,Average Nutritional Value As Per 100ml,PER_100ML,1.4,150.624,,,,,,,,0.01462,0.03,,Mineral Water,Liquid,Beverage,Mango,,missing_sugar|missing_total_fat
all_categories_combined,492|499|501|511,4,Aquamist Mineral Water 5L,AQUAMIST MINERAL WATER,Pack size : 5L,Average Nutritional Value As Per 100ml,PER_100ML,0,0,,,,,,,,0.01462,0.03,,Mineral Water,Liquid,Beverage,,,missing_sugar|missing_total_fat
all_categories_combined,498,1,Aquamist Mineral Water 1.5Lx6,AQUAMIST MINERAL WATER 1 5LX6,Pack size : 1.5L X 6,Average Nutritional Value As Per 100ml,PER_100ML,0,0,,,,,,,,0.01462,0.03,,Mineral Water,Liquid,Beverage,,,missing_sugar|missing_total_fat
all_categories_combined,496,1,Aquamist Mineral Water 1Lx6,AQUAMIST MINERAL WATER 1LX6,Pack size : 1L X 6,Average Nutritional Value As Per 100ml,PER_100ML,0,0,,,,,,,,0.01462,0.03,,Mineral Water,Liquid,Beverage,,,missing_sugar|missing_total_fat
all_categories_combined,505,1,Aquamist Mineral Water 500Mlx6,AQUAMIST MINERAL WATER 500MLX6,Pack size : 500Ml X 6,Average Nutritional Value As Per 100ml,PER_100ML,0,0,,,,,,,,0.01462,0.03,,Mineral Water,Liquid,Beverage,,,missing_sugar|missing_total_fat
all_categories_combined,489,1,Aquamist Mineral Water Disposable 18.5L,AQUAMIST MINERAL WATER DISPOSABLE,Pack size : 18.5L,,ASSUMED_PER_100G,,,,,,,,,,0.01462,0.03,,Mineral Water,Liquid,,,,assumed_per_100g_missing_portion|missing_sugar|missing_total_fat
all_categories_combined,3540,1,Aquamist Orange Frutz Drink 500Ml,AQUAMIST ORANGE FRUTZ DRINK,Pack size : 500Ml,Average Nutritional Value As Per 250ml,PER_250ML_SCALED,19.2,251.04,0.04,4.8,5.6,0.04,,,0.08,0.00408,0.008,,Fruit Drink,Liquid,Beverage,Orange,,
all_categories_combined,547,1,Aquamist Pineapple Flavoured Water 500ml,AQUAMIST PINEAPPLE FLAVOURED WATER,Pack size : 500Ml,Average Nutritional Value As Per 100ml,PER_100ML,1.4,4.184,,,,,,,,0.01462,0.03,,Mineral Water,Liquid,Beverage,Pineapple,,missing_sugar|missing_total_fat
all_categories_combined,3453,1,Aquamist Pineapple Frutz Drink 500Ml,AQUAMIST PINEAPPLE FRUTZ DRINK,Pack size : 500ml,Average Nutritional Value As Per 100ml,PER_100ML,48,272,0.1,12,15,0.1,,,0.5,0.0102,0.02,,Mango Juice,Liquid,Beverage,Mango,,
all_categories_combined,540|543,2,Aquamist Sparkling Water 1L,AQUAMIST SPARKLING WATER,Pack size : 1L,Average Nutritional Value As Per 100ml,PER_100ML,0,0,,,,,,,,0.01462,0.03,,Sparkling Water,Liquid,Beverage,,,missing_sugar|missing_total_fat
all_categories_combined,2317|2321|2329,3,Aryuva Double Concentrated Tomato Paste 400g,ARYUVA DOUBLE CONCENTRATED TOMATO PASTE,Pack size : 400g,,ASSUMED_PER_100G,18.5,10.9,106,100,1.18,0.25,,,,,,,Food,,4.2g,443kJ,Paste,assumed_per_100g_missing_portion|missing_sodium
all_categories_combined,2379,1,ARYUVA PREMIUM DARK SOY SAUCE 150ML,ARYUVA PREMIUM DARK SOY SAUCE,Pack size : 150ml,Average Nutritional Value As Per 100ml,PER_100ML,36,150.62,7,26,22,0,,,0,7.8,19.5,,Soy Sauce,Liquid,Food,,,salt_derived_from_sodium
all_categories_combined,2358|2385,2,Aryuva Premium Light Soy Sauce 625ml,ARYUVA PREMIUM LIGHT SOY SAUCE,Pack size : 625ml,Average Nutritional Value As Per 100ml,PER_100ML,54,225.93,1,11,9,0,,,0,6.026,15.065,,Sauce,Paste,Food,,,salt_derived_from_sodium
all_categories_combined,703|855|887,3,ASANTA GREEN LENTILS 250G,ASANTA GREEN LENTILS,Pack size : 250g,Average Nutritional Value As Per 100g,PER_100G,116,485.34,20,50,0,0.4,,,8,0.002,0.005,,Green Lentils,Solid,Food,Green Lentils,,salt_derived_from_sodium
all_categories_combined,740,1,ASANTA POPCORN SEEDS 500G,ASANTA POPCORN SEEDS,Pack size : 500g,Average Nutritional Value As Per 100g,PER_100G,382,1598.29,12,78,0,4,,,15,0.004,0.01,,Popcorn Seeds,Solid,Food,Popcorn Seed,,salt_derived_from_sodium
all_categories_combined,750,1,ASANTA YELLOW BEANS 500G,ASANTA YELLOW BEANS,Pack size : 500g,Average Nutritional Value As Per 50g,PER_50G_SCALED,340,1422.56,14,68,0,2,,,16,0.04,0.1,,Yellow Beans,Solid,Food,Yellow Bean,,salt_derived_from_sodium
all_categories_combined,299,1,Askeys Treat Strawberry 325G,ASKEYS TREAT STRAWBERRY,Pack size : 325g,Average Nutritional Value Per 100g,PER_100G,316,1343,0,79,75,0,,,,0,0,,,,Dessert Sauce.,Strawberry,• Free From Artificial Colours • Free From Artificial Flavours • Free From Artificial Preservatives,sodium_derived_from_salt
all_categories_combined,301,1,Askeys Treat Toffee 325G,ASKEYS TREAT TOFFEE,Pack size : 325g,Average Nutritional Value Per 100g,PER_100G,331,1404,1.4,77,73,2,,,,0.048,0.12,,,,Dessert Sauce.,Toffee,• Free From Artificial Colours • Free From Artificial Flavours • Free From Artificial Preservatives,sodium_derived_from_salt
all_categories_combined,1462,1,Atkins & Potts Dill Mustard Sauce 185G,ATKINS POTTS DILL MUSTARD SAUCE,Pack size : 185g,Typical Values per 100g,PER_100G,485,2000,1.8,11.9,11.5,47.2,,,0.9,0.84,2.1,,,,,,,sodium_derived_from_salt
all_categories_combined,2237,1,Atkins & Potts Red Onion & Jalapeno Relish 215G,ATKINS POTTS RED ONION JALAPENO RELISH,Pack size : 215g,Typical Values per 100g,PER_100G,211,893,1.2,45.2,43.1,2.2,,,1.4,0.2,0.5,,,,,,,sodium_derived_from_salt
all_categories_combined,1236,1,Atkins& Potts Salsa Dip 200G,ATKINS POTTS SALSA DIP,,Typical Values per 100g,PER_100G,53,239,1.6,9.2,7.2,1.1,,,1.5,0.8,2,,,,,,,sodium_derived_from_salt
all_categories_combined,2720,1,Atkins & Potts Sea Food Sauce Lemon & Dill 180G,ATKINS POTTS SEA FOOD SAUCE LEMON DILL,Pack size : 180g,Typical Values per 100g,PER_100G,650,2675,2.1,4.1,3.6,69,,,,0.48,1.2,,,,,,,sodium_derived_from_salt
all_categories_combined,1408,1,Atkins & Potts Tartare Sauce 185G,ATKINS POTTS TARTARE SAUCE,Pack size : 185g,Typical Values per 100g,PER_100G,492,2024,2.4,3.6,2.7,52,,,1,0.68,1.7,,,,,,,sodium_derived_from_salt
all_categories_combined,1382,1,Atkins & Potts Toasted Garlic Mayonnaise 175G,ATKINS POTTS TOASTED GARLIC MAYONNAISE,Pack size : 175g,Typical Values per 100g,PER_100G,678,2793,2.7,6.2,2.1,71.1,,,0.8,,,,,,,,,missing_sodium
all_categories_combined,1489,1,Atkins & Potts Wasabi & Lime Dresing 255G,ATKINS POTTS WASABI LIME DRESING,Pack size : 255g,Typical Values per 100g,PER_100G,458,1892,1.5,11.2,8.8,45,,,1,0.296,0.74,,,,,,,sodium_derived_from_salt
all_categories_combined,1387,1,Atkins & Potts Wasabi Mayonnaise 175G,ATKINS POTTS WASABI MAYONNAISE,Pack size : 175g,Typical Values per 100g,PER_100G,598,2464,2.9,5.1,2.8,62.7,,,1,0.48,1.2,,,,,,,sodium_derived_from_salt
all_categories_combined,2436|2438|2513,3,Avena Vegetable Oil 3L,AVENA VEGETABLE OIL,Pack size : 3L,Average Nutritional Value As Per 100ml,PER_100ML,878,3673.55,,1.72,,97.54,,,,,,,Vegetable Oil,Liquid,Food,,,missing_sodium|missing_sugar
all_categories_combined,3525,1,Azam Apple Punch Sparkling Drink 300ml,AZAM APPLE PUNCH SPARKLING DRINK,Pack size : 300ml,Average Nutritional Value As Per 100ml,PER_100ML,110,460.24,14,2,,5,,,,0.447,1.1175,,Sparkling Drink,Liquid,Beverage,Apple,,missing_sugar|salt_derived_from_sodium
all_categories_combined,1096,1,Azam Carbonated Energy Drink 300ml,AZAM CARBONATED ENERGY DRINK,Pack size : 300ml,Average Nutritional Value As Per 100ml,PER_100ML,49,205,0.5,11,11,0.1,,,,0.068,0.17,,Energy Drink,Liquid,Beverage,,,sodium_derived_from_salt
all_categories_combined,1067,1,Azam Malti Coffee Mocha Dark Malt Drink 500ml,AZAM MALTI COFFEE MOCHA DARK MALT DRINK,Pack size : 500ml,Average Nutritional Value As Per 300ml,PER_300ML_SCALED,60.6667,253.827,,3.66667,3.66667,,,,,0.008,0.02,,Malt Drink,Liquid,Beverage,Coffee,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,1068,1,Azam Malti Drink Coffee 300Ml,AZAM MALTI DRINK COFFEE,Pack size : 300ml,Average Nutritional Value As Per 100ml,PER_100ML,18,84,0,4,0,0,,,0,0.005,0.0125,,Malti Drink,Liquid,Food,Coffee,,salt_derived_from_sodium
all_categories_combined,3558,1,Azam Ukwaju Tamarind Fruit Juice Drink 300Ml,AZAM UKWAJU TAMARIND FRUIT JUICE DRINK,Pack size : 300ml,Average Nutritional Value As Per 100ml,PER_100ML,56,234.304,,14,13,,,,,0.02,0.05,,Juice Drink,Liquid,Beverage,Ukwaju Tamarind,,missing_total_fat|salt_derived_from_sodium
all_categories_combined,2450|2452,2,Bahari Fry Vegetable Oil 2L,BAHARI FRY VEGETABLE OIL,Pack size : 2L,Average Nutritional Value As Per 100ml,PER_100ML,884,3569,,,,100,,,,,,,Vegetable Oil,Liquid,Food,,,missing_sodium|missing_sugar
